,fips,relevant_naics,YEAR,estab,emp,payann
0,23,1141,2017,451,681,54316
2,23,1133,2017,397,2144,93814
4,23,1152,2017,10,25,370
6,23,1151,2017,15,2,109
8,23,1153,2017,23,81,5048
10,23,1131,2017,3,5,297
12,23,2123,2017,5,12,1371
14,23,2211,2017,90,1577,132405
16,23,2212,2017,3,0,0
18,23,2213,2017,6,0,0
20,23,2382,2017,1242,6821,352397
22,23,2383,2017,743,3244,136457
24,23,2381,2017,561,2879,131020
26,23,2373,2017,59,470,30247
28,23,2372,2017,3,5,224
30,23,2362,2017,158,1492,82932
32,23,2379,2017,30,121,5012
34,23,2389,2017,716,3996,252508
36,23,2361,2017,1383,4174,168753
38,23,2371,2017,104,1671,123630
40,23,3116,2017,8,73,1822
42,23,3159,2017,3,4,85
43,23,3118,2017,80,1464,47973
45,23,3121,2017,86,1564,84978
47,23,3115,2017,4,0,0
49,23,3132,2017,6,93,3637
51,23,3162,2017,6,46,502
53,23,3114,2017,12,204,9301
55,23,3119,2017,12,310,13144
57,23,3169,2017,3,0,0
59,23,3149,2017,45,327,14001
61,23,3117,2017,17,306,8439
63,23,3113,2017,9,82,1395
66,23,3273,2017,31,538,28296
68,23,3271,2017,6,6,80
70,23,3222,2017,4,567,29638
72,23,3279,2017,6,49,1916
74,23,3219,2017,98,1434,53701
76,23,3241,2017,4,100,9198
78,23,3254,2017,9,461,31718
80,23,3261,2017,27,1472,67935
82,23,3231,2017,113,1641,64922
84,23,3221,2017,6,810,76250
85,23,3262,2017,3,48,3526
87,23,3211,2017,55,1558,69081
89,23,3256,2017,4,14,542
91,23,3212,2017,5,482,27928
93,23,3364,2017,3,0,0
95,23,3323,2017,62,768,37473
97,23,3328,2017,9,82,3896
99,23,3333,2017,4,63,5087
102,23,3315,2017,3,0,0
104,23,3371,2017,48,490,26345
106,23,3332,2017,4,10,355
108,23,3327,2017,107,2014,111592
110,23,3391,2017,28,309,10636
112,23,3335,2017,9,36,1852
114,23,3362,2017,3,0,0
116,23,3363,2017,5,0,0
118,23,3345,2017,15,886,60404
120,23,3372,2017,22,304,12038
122,23,3329,2017,19,235,13133
124,23,3339,2017,14,519,29120
126,23,3399,2017,114,1021,42696
128,23,3344,2017,6,953,79910
130,23,3366,2017,73,1088,50391
132,23,4243,2017,14,58,3344
134,23,4248,2017,20,684,33004
136,23,4246,2017,27,185,12956
138,23,4242,2017,18,442,43603
140,23,4232,2017,31,90,7339
142,23,4244,2017,297,3580,168768
144,23,4237,2017,82,993,55072
146,23,4236,2017,64,515,31407
148,23,4233,2017,58,672,41159
150,23,4238,2017,194,2184,131960
152,23,4235,2017,16,77,3740
154,23,4239,2017,126,708,31683
156,23,4249,2017,84,440,20165
158,23,4231,2017,94,1570,55811
160,23,4241,2017,27,404,27170
162,23,4247,2017,26,263,16580
164,23,4234,2017,86,1683,155550
166,23,4251,2017,118,699,32143
168,23,4411,2017,331,6875,353767
170,23,4413,2017,319,3034,86611
172,23,4453,2017,52,279,6164
174,23,4441,2017,441,6948,231022
176,23,4481,2017,384,4334,68923
178,23,4431,2017,123,1168,37798
180,23,4421,2017,87,611,23593
182,23,4471,2017,794,7554,146539
184,23,4451,2017,575,17423,406226
186,23,4461,2017,336,3556,133267
188,23,4422,2017,184,1314,34547
190,23,4483,2017,89,484,14911
192,23,4442,2017,135,1175,34321
194,23,4412,2017,147,1065,49282
196,23,4482,2017,82,700,11728
198,23,4452,2017,133,566,19317
200,23,4512,2017,29,156,2244
202,23,4522,2017,13,1103,18604
204,23,4543,2017,380,3204,133436
206,23,4541,2017,180,1849,65588
208,23,4531,2017,75,291,4754
210,23,4523,2017,274,9505,226961
212,23,4532,2017,248,1070,20376
214,23,4539,2017,314,1347,40122
216,23,4511,2017,267,2751,56625
218,23,4533,2017,138,802,13755
220,23,4542,2017,5,0,0
222,23,4831,2017,6,8,246
224,23,4885,2017,45,169,8134
226,23,4841,2017,293,3996,193877
229,23,4812,2017,3,0,0
231,23,4859,2017,9,97,2533
233,23,4871,2017,12,21,1504
235,23,4872,2017,42,91,6199
237,23,4811,2017,8,192,5044
239,23,4854,2017,20,42,687
241,23,4842,2017,427,2354,95087
243,23,4881,2017,13,420,18545
245,23,4884,2017,54,560,16434
247,23,4883,2017,25,138,7430
249,23,4853,2017,44,313,6007
251,23,4921,2017,41,1394,65754
253,23,4922,2017,3,50,1165
255,23,4931,2017,55,3926,189972
257,23,5152,2017,3,13,313
258,23,5182,2017,53,1435,88661
260,23,5121,2017,85,716,13080
262,23,5111,2017,123,1595,71895
264,23,5191,2017,129,559,15832
266,23,5179,2017,14,62,2928
268,23,5151,2017,38,848,39495
270,23,5112,2017,20,129,22455
272,23,5122,2017,7,11,921
274,23,5173,2017,254,4172,248618
276,23,5223,2017,49,1242,124095
278,23,5242,2017,492,3618,236957
280,23,5221,2017,724,11123,660116
282,23,5241,2017,115,7145,545497
284,23,5222,2017,93,908,64364
286,23,5239,2017,252,1163,129294
288,23,5231,2017,72,335,74738
290,23,5313,2017,411,2616,97924
292,23,5321,2017,48,543,24450
294,23,5324,2017,37,214,11439
296,23,5322,2017,115,642,20691
298,23,5323,2017,15,59,2446
300,23,5311,2017,565,1957,67966
302,23,5312,2017,583,1057,56660
304,23,5412,2017,521,3299,157128
306,23,5418,2017,124,820,48232
308,23,5413,2017,618,4613,339879
310,23,5415,2017,390,2839,194452
312,23,5411,2017,722,3999,271379
314,23,5416,2017,580,2227,150327
316,23,5419,2017,335,2376,95777
318,23,5417,2017,55,477,42083
320,23,5414,2017,125,262,9831
322,23,5511,2017,199,9489,852381
324,23,5614,2017,119,2339,69395
326,23,5613,2017,140,5701,168388
328,23,5612,2017,12,70,1877
330,23,5616,2017,74,1003,31933
332,23,5611,2017,97,1205,60628
334,23,5619,2017,137,1213,50469
336,23,5629,2017,113,788,38605
338,23,5617,2017,1287,6971,206674
340,23,5615,2017,73,677,25846
342,23,5621,2017,91,863,36929
344,23,5622,2017,9,66,4710
346,23,6114,2017,29,83,5488
348,23,6113,2017,18,5972,211517
350,23,6117,2017,44,904,49672
352,23,6111,2017,114,4418,157606
354,23,6116,2017,242,1343,25806
356,23,6115,2017,17,220,7536
358,23,6244,2017,634,4588,93389
360,23,6242,2017,74,717,21200
362,23,6233,2017,183,4631,111174
364,23,6221,2017,23,16446,1135557
366,23,6216,2017,109,4797,162515
368,23,6241,2017,575,11797,293567
370,23,6215,2017,30,171,8313
372,23,6231,2017,90,8655,213807
374,23,6212,2017,456,3725,206248
376,23,6213,2017,874,4574,174863
378,23,6211,2017,617,9819,746263
380,23,6219,2017,63,1260,34011
382,23,6239,2017,62,831,19904
384,23,6214,2017,316,7221,403796
386,23,6232,2017,580,8756,245666
388,23,6243,2017,28,521,12593
390,23,7131,2017,15,65,5264
392,23,7132,2017,3,0,0
394,23,7115,2017,73,115,7673
396,23,7121,2017,116,671,22395
398,23,7139,2017,552,5749,121381
400,23,7111,2017,37,222,5231
402,23,7113,2017,33,208,5971
404,23,7112,2017,7,146,4297
406,23,7224,2017,110,953,20660
408,23,7212,2017,250,1106,69581
410,23,7225,2017,2959,41210,818903
412,23,7213,2017,4,6,85
414,23,7223,2017,193,2159,44707
416,23,7211,2017,723,8949,268887
418,23,8111,2017,1013,4131,147152
420,23,8139,2017,303,1380,55502
422,23,8134,2017,218,1370,25287
424,23,8113,2017,103,493,23554
426,23,8122,2017,121,525,18062
428,23,8123,2017,101,814,22803
430,23,8112,2017,34,95,3776
432,23,8132,2017,115,793,38698
434,23,8129,2017,197,808,17085
436,23,8114,2017,147,780,32095
438,23,8121,2017,439,2135,47998
440,23,8131,2017,747,4010,77641
442,23,8133,2017,207,1202,54145
