Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,34223,124504,643285,7869774,7332088,2864018,6785877,1528672,7345918,3449079,4637160,1719751,20135957,1053132,4353899,3614502,1569
2018,48905,381997,1439780,8376049,7574751,2814986,7022116,1640174,7405363,4802878,4843846,1985740,20917068,1174382,4603127,3728772,2701
2019,44618,414257,1541373,8927915,8094954,2809422,7576368,1618735,7828476,4620682,4920744,2094537,21460954,1272771,4725741,3805907,2719
2020,57364,294056,1450286,9196975,8134053,3132654,8003380,1799730,8424312,4813199,4946145,2040460,22054306,1193983,4243668,3738376,4166
2021,60523,313733,1382606,9853085,8550650,3544090,8440615,2077814,9132443,5350562,5368001,2064705,23469413,1246030,5072429,3964417,2505
