Naics,Establishments,Employees,Payroll
2362,433,6039,437415
2381,577,14400,661336
1141,4,0,0
1151,16,167,7439
2211,82,3372,370700
2383,948,14376,671614
1152,29,95,2370
2371,109,2969,178900
2212,20,0,0
2213,22,128,10541
2111,12,56,3288
2372,42,110,9217
2122,59,10503,1021037
2361,889,6937,397433
2373,50,3105,262604
2123,44,781,51746
2382,1405,19782,1158666
2379,18,185,12410
2131,69,1595,175576
3251,12,236,18923
3113,15,188,9108
3114,11,189,7437
3119,50,2328,84219
3122,4,8,728
3132,5,37,1340
3159,3,6,110
3169,3,8,223
3211,3,0,0
3212,7,551,19215
3231,161,3077,142033
3252,3,43,1844
3253,5,28,1995
3254,21,494,23085
3371,54,741,24608
4232,108,931,52895
3115,10,631,33978
3116,12,96,3787
3141,12,97,3706
3149,38,459,14703
3219,49,525,18346
3255,9,267,13302
3256,14,81,5614
3329,39,757,41452
4245,7,28,890
4411,277,10575,614835
4543,336,1415,61174
4842,298,2698,123118
3262,12,319,13658
3372,32,763,42023
4246,78,663,47739
4431,234,3220,115229
4533,142,1694,33305
3272,10,181,5798
3273,71,1581,90161
3331,8,231,13742
3332,16,120,5715
4233,124,1273,67944
4237,173,1953,123483
3333,6,19,943
3334,10,382,22236
3379,9,103,3567
4241,60,665,33568
4247,51,593,41041
4452,148,1402,25905
4512,48,480,8143
4539,507,3399,110275
3274,10,587,38973
3335,17,261,16468
3336,4,84,4808
3339,31,739,42026
3391,89,639,25922
4412,102,1381,68046
4441,324,8227,258524
4471,801,8801,184104
4482,301,4301,77505
4811,26,6447,534263
3279,34,808,39980
4242,135,1420,87147
4248,42,2415,227164
4522,36,4240,96206
4812,30,430,34792
4851,7,1879,77898
4852,9,221,6921
3314,8,931,64269
3315,5,471,19074
3341,5,70,2595
3399,171,4673,311857
4234,334,3422,229201
4238,361,4922,272427
4249,194,1502,58933
4413,445,4853,153459
4453,165,1133,29326
4483,241,1942,90708
4523,266,19046,520366
4853,75,9118,225700
3321,8,104,5147
3342,15,203,9393
3343,5,20,1072
3344,26,734,28805
4243,64,1141,48574
4841,413,5717,293316
3322,6,43,2111
3323,115,2781,151640
3345,38,5620,516630
4442,69,906,28767
4481,1175,19660,374077
4854,6,0,0
4244,292,6110,317096
4461,845,9144,308111
4531,68,317,6616
4541,590,4806,189600
4855,27,900,31416
3346,6,0,0
4421,188,2107,78394
4511,289,3912,78087
4532,306,3327,61940
4859,38,844,18602
3324,3,0,0
3325,9,69,2547
3351,16,258,12914
3353,10,58,3861
4231,175,2383,114041
4251,323,1522,68038
4451,572,20796,572054
4542,21,212,7451
4862,4,0,0
3326,8,99,3825
3327,80,1378,71328
3359,15,635,40238
4235,51,555,31472
4422,193,2142,60351
2389,508,7514,418415
3118,98,2123,68597
3121,34,923,51053
3259,16,210,12785
3361,3,0,0
3362,4,0,0
3363,27,251,11311
4236,272,3016,223967
4239,276,3051,213861
3111,11,134,8624
3152,18,40,1464
3222,18,914,53628
3241,15,222,16370
3261,76,2885,131872
3328,30,416,18097
3364,13,272,18337
3369,5,58,1907
4885,140,1759,79756
5111,120,1554,88014
5152,3,24,836
5174,3,0,0
5179,65,848,48992
5239,780,2487,231044
4922,41,473,16460
5122,35,60,4496
5173,425,5765,356743
5191,162,727,52103
5222,566,5101,391186
5223,354,2565,180335
5416,2237,7740,510260
5616,309,12197,345711
5619,326,14946,385177
5241,271,7423,501298
5321,205,2819,103857
5614,514,11748,294109
6112,6,253,11989
6113,22,1847,82882
6216,245,5637,205950
5419,669,6682,222684
6114,104,604,32929
5411,1759,9375,752831
5242,1304,6004,331628
5322,174,1115,40017
6115,116,1992,84486
6211,2376,19054,1622632
6214,365,6050,299464
6219,99,3177,145980
5611,475,4065,250270
5617,1964,21555,567777
5621,70,2180,133250
5312,1595,7340,364254
5414,255,1185,64556
5323,19,151,10316
5324,233,4244,189814
5412,1256,8649,310482
5417,109,3920,337781
5622,17,286,17099
5629,79,1337,47777
6116,376,3257,69074
6221,39,37047,2358790
5313,1092,7966,373909
5612,51,1348,57433
6212,1179,8051,397810
6222,10,2186,101920
5259,12,18,822
5415,1299,6152,503953
5613,446,51373,1665280
5615,332,3855,211956
6223,12,1864,95885
5418,432,3889,215695
6213,1361,6588,242763
6215,208,3065,173863
6231,71,8237,283187
5413,1002,11087,870054
5511,491,22970,2130601
5311,1304,5712,228910
5331,46,142,7788
6111,92,3825,144734
6117,68,421,17009
4869,3,0,0
4871,20,400,12494
4882,3,28,1044
4884,101,1869,75987
4889,6,26,763
5121,186,2239,46756
5151,71,1818,108215
5182,188,2697,262713
5221,683,10459,663683
5231,230,851,136033
4872,7,58,1290
4879,12,1144,59858
4921,91,5071,225345
4931,206,11980,493916
5112,171,2319,226102
4881,78,2818,106481
6239,27,326,12487
7111,154,2736,177074
7139,564,12947,256590
6233,214,3820,89557
7213,3,5,140
8111,1308,8258,292716
8121,929,5937,128721
8131,567,6062,149829
6241,523,11850,241628
7112,44,907,104871
7223,262,6856,157850
8132,122,580,35087
7113,98,1639,86899
8133,94,919,36609
8134,78,375,9446
7114,74,454,25506
8122,77,673,24397
8139,400,3501,139568
7115,363,940,108708
7224,665,9827,240045
6242,81,1225,36906
8123,261,4406,123487
7121,42,816,21233
8112,127,477,22924
6243,69,3398,62662
7211,577,191086,6888731
7225,5251,110835,2192580
6244,332,5220,105496
8113,138,875,53926
7131,56,679,10184
8129,467,3017,78065
7132,247,10131,285109
8114,165,661,21938
6232,180,3375,89747
7212,57,605,13883
