Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,46,12,36,3159,1250,416,1383,1099,2975,219,1747,403,3215,577,3173,2922,22
2018,39,11,39,3260,1240,404,1402,1143,2980,181,1758,421,3117,592,3152,2964,31
2019,40,11,42,3314,1230,397,1434,1136,2949,155,1821,416,3105,605,3185,2977,32
2020,39,10,41,3261,1213,402,1415,1166,2952,151,1806,410,3087,596,3128,2968,23
2021,37,10,37,3374,1204,412,1419,1203,2989,149,1897,430,3102,608,3167,3010,22
