Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,7365,9720,128014,1211073,1576295,464090,2255128,249619,1545648,1121427,830554,1125514,4068057,216648,1101501,580078,1431
2018,8303,10180,155650,1272061,1428654,501707,2632194,255292,1536302,1719322,872687,1177323,4165852,237067,1156072,624332,1553
2019,8509,10858,147668,1381927,1425815,498809,2842270,270602,1584421,1192541,960938,1142055,4304414,244594,1229083,647237,1472
2020,8510,9705,167201,1367446,1436969,551014,3079531,276618,1619952,930390,928060,1136808,4324805,201014,976210,609133,702
2021,8665,9368,153719,1401720,1449268,521021,3379513,302634,1845411,934753,1028637,1228716,4546319,223058,1228972,665085,881
