Zip Code,naics,Establishments,Employees,Payroll,IND Level
32424,00,132,001,41478,2
32424,00,78,210,0,2
32424,00,25,220,0,2
32424,00,16,230,0,2
32424,00,8,241,0,2
32424,00,3,251,0,2
32424,11,5,001,0,2
32424,11,3,210,0,2
32424,23,14,001,0,2
32424,23,11,210,0,2
32424,44-45,25,001,0,2
32424,44-45,13,210,0,2
32424,44-45,4,220,0,2
32424,44-45,6,230,0,2
32424,48-49,3,001,0,2
32424,48-49,3,210,0,2
32424,51,8,001,0,2
32424,51,7,210,0,2
32424,52,11,001,0,2
32424,52,7,210,0,2
32424,52,3,220,0,2
32424,53,3,001,0,2
32424,53,3,210,0,2
32424,54,7,001,0,2
32424,54,7,210,0,2
32424,62,22,001,0,2
32424,62,8,210,0,2
32424,62,3,220,0,2
32424,62,5,230,0,2
32424,62,3,241,0,2
32424,62,3,251,0,2
32424,72,14,001,0,2
32424,72,5,210,0,2
32424,72,4,230,0,2
32424,81,15,001,0,2
32424,81,9,210,0,2
32424,81,5,220,0,2
