Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,28844,16016,39269,754194,828259,646013,604542,297862,1180742,352100,884234,420619,2008461,341643,1735577,588439,2066
2018,29029,14224,57635,805365,828650,673955,608883,308407,1210297,360465,904551,426635,2041640,350174,1780500,597641,2303
2019,29107,15499,56304,836361,815843,682678,606769,312202,1237923,353903,931186,440633,2097459,370192,1801216,602672,2283
2020,31002,15312,58025,859410,809423,712302,614744,319910,1278379,366258,915366,455439,2139458,366007,1777511,613782,2397
2021,30327,13988,62256,843339,767402,712217,613774,299591,1279676,354930,868311,393562,2113860,239156,1401055,514907,1780
