Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1194956,1423444,4412914,50053636,69004450,102291333,71498811,18529982,120629265,48657989,38013091,17656943,119952162,17802592,39028255,20305639,62434
2018,1245037,1411028,7361244,55396137,71647721,115740184,74852884,19630712,131518027,53899546,39498466,18550423,126174336,18569870,42102353,21399678,78148
2019,1347698,1564945,7764818,59803650,72430605,123394015,78702634,21017626,140157282,53260644,41832246,19953346,133762335,20729344,44812875,22608760,88490
2020,1431130,1460850,8273413,60931410,73434846,142455010,85376525,21660469,151820710,60581245,43001241,20455074,137217263,16623409,35044980,21197884,86101
2021,1601740,1485315,8936820,64727638,77920968,179600003,96275955,23378218,173771721,67880688,48224011,21580124,147451351,19346792,42082960,23296866,72180
