Zip Code,naics,Establishments,Employees,Payroll,IND Level
74132,00,279,001,230368,2
74132,00,126,210,0,2
74132,00,37,220,0,2
74132,00,56,230,0,2
74132,00,33,241,0,2
74132,00,17,242,0,2
74132,00,9,251,0,2
74132,23,28,001,0,2
74132,23,16,210,0,2
74132,23,5,220,0,2
74132,23,4,230,0,2
74132,31-33,13,001,0,2
74132,31-33,7,210,0,2
74132,42,12,001,0,2
74132,42,7,210,0,2
74132,42,4,230,0,2
74132,44-45,45,001,0,2
74132,44-45,9,210,0,2
74132,44-45,9,220,0,2
74132,44-45,16,230,0,2
74132,44-45,7,241,0,2
74132,48-49,19,001,0,2
74132,48-49,11,210,0,2
74132,48-49,4,220,0,2
74132,51,7,001,0,2
74132,52,8,001,0,2
74132,52,5,210,0,2
74132,52,3,230,0,2
74132,53,12,001,0,2
74132,53,10,210,0,2
74132,54,29,001,0,2
74132,54,21,210,0,2
74132,56,12,001,0,2
74132,56,6,210,0,2
74132,56,4,230,0,2
74132,61,4,001,0,2
74132,62,33,001,0,2
74132,62,18,210,0,2
74132,62,5,220,0,2
74132,62,3,230,0,2
74132,62,4,241,0,2
74132,72,28,001,0,2
74132,72,11,230,0,2
74132,72,7,241,0,2
74132,72,6,242,0,2
74132,72,3,251,0,2
74132,81,23,001,0,2
74132,81,9,210,0,2
74132,81,4,220,0,2
74132,81,6,230,0,2
74132,81,4,241,0,2
