	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	2013	2	13	Aleutians East Borough	1141	Fishing	11	0500000US02013	4.0	1.0	177.0	1.0	177.0	0.0	1.0	177.0	0.0
1	2013	2	13	Aleutians East Borough	1141	Fishing	11	0500000US02013	4.0	1.0	177.0	1.0	177.0	0.0	3.663492005976344	174.53667817728774	0.9615384615384616
2	2013	2	13	Aleutians East Borough	1141	Fishing	11	0500000US02013	4.0	1.0	177.0	14.775139353400222	450.75836120401334	0.75	1.0	177.0	0.0
3	2013	2	13	Aleutians East Borough	1141	Fishing	11	0500000US02013	4.0	1.0	177.0	14.775139353400222	450.75836120401334	0.75	3.663492005976344	174.53667817728774	0.9615384615384616
4	2013	2	13	Aleutians East Borough	2211	Electric power generation, transmission and distribution	22	0500000US02013	4.0	17.0	755.0	17.0	755.0	0.0	17.0	755.0	0.0
5	2013	2	13	Aleutians East Borough	2211	Electric power generation, transmission and distribution	22	0500000US02013	4.0	17.0	755.0	17.0	755.0	0.0	36.56374433505235	3445.726915663906	0.8888888888888888
6	2013	2	13	Aleutians East Borough	2211	Electric power generation, transmission and distribution	22	0500000US02013	4.0	17.0	755.0	19.71666666666667	1765.0111111111112	0.25	17.0	755.0	0.0
7	2013	2	13	Aleutians East Borough	2211	Electric power generation, transmission and distribution	22	0500000US02013	4.0	17.0	755.0	19.71666666666667	1765.0111111111112	0.25	36.56374433505235	3445.726915663906	0.8888888888888888
8	2013	2	13	Aleutians East Borough	2371	Utility system construction	23	0500000US02013	1.0	0.0	0.0	28.636363636363637	645.1818181818182	1.0	28.636363636363637	645.1818181818182	1.0
9	2013	2	13	Aleutians East Borough	2371	Utility system construction	23	0500000US02013	1.0	0.0	0.0	28.636363636363637	645.1818181818182	1.0	15.130434782608695	536.5217391304348	1.0
10	2013	2	13	Aleutians East Borough	2371	Utility system construction	23	0500000US02013	1.0	0.0	0.0	15.130434782608695	536.5217391304348	1.0	28.636363636363637	645.1818181818182	1.0
11	2013	2	13	Aleutians East Borough	2371	Utility system construction	23	0500000US02013	1.0	0.0	0.0	15.130434782608695	536.5217391304348	1.0	15.130434782608695	536.5217391304348	1.0
12	2013	2	13	Aleutians East Borough	3117	Seafood product preparation and packaging	31	0500000US02013	5.0	0.0	0.0	397.5	13351.805555555557	1.0	397.5	13351.805555555557	1.0
13	2013	2	13	Aleutians East Borough	3117	Seafood product preparation and packaging	31	0500000US02013	5.0	0.0	0.0	397.5	13351.805555555557	1.0	425.9205780129693	17186.560844047257	1.0
14	2013	2	13	Aleutians East Borough	3117	Seafood product preparation and packaging	31	0500000US02013	5.0	0.0	0.0	472.7692851130351	17723.554180194806	1.0	397.5	13351.805555555557	1.0
15	2013	2	13	Aleutians East Borough	3117	Seafood product preparation and packaging	31	0500000US02013	5.0	0.0	0.0	472.7692851130351	17723.554180194806	1.0	425.9205780129693	17186.560844047257	1.0
16	2013	2	13	Aleutians East Borough	4244	Grocery and related product merchant wholesalers	42	0500000US02013	1.0	0.0	0.0	8.5	693.2	1.0	8.5	693.2	1.0
17	2013	2	13	Aleutians East Borough	4244	Grocery and related product merchant wholesalers	42	0500000US02013	1.0	0.0	0.0	8.5	693.2	1.0	17.828267438932258	1106.0863132712163	1.0
18	2013	2	13	Aleutians East Borough	4244	Grocery and related product merchant wholesalers	42	0500000US02013	1.0	0.0	0.0	9.19677033492823	803.5974880382774	1.0	8.5	693.2	1.0
19	2013	2	13	Aleutians East Borough	4244	Grocery and related product merchant wholesalers	42	0500000US02013	1.0	0.0	0.0	9.19677033492823	803.5974880382774	1.0	17.828267438932258	1106.0863132712163	1.0
20	2013	2	13	Aleutians East Borough	4451	Grocery stores	44	0500000US02013	4.0	42.0	990.0	42.0	990.0	0.0	42.0	990.0	0.0
21	2013	2	13	Aleutians East Borough	4451	Grocery stores	44	0500000US02013	4.0	42.0	990.0	42.0	990.0	0.0	44.96969696969697	1045.5151515151515	0.8484848484848485
22	2013	2	13	Aleutians East Borough	4451	Grocery stores	44	0500000US02013	4.0	42.0	990.0	44.75	1071.0	0.0	42.0	990.0	0.0
