,fips,relevant_naics,YEAR,estab,emp,payann
0,54,11,2017,239,755,23639
2,54,21,2017,507,13675,983901
4,54,22,2017,204,2716,247105
6,54,23,2017,3082,23082,1238085
8,54,42,2017,1337,17299,851849
10,54,51,2017,636,9736,453270
12,54,52,2017,2032,16212,832798
14,54,53,2017,1405,5730,227725
16,54,54,2017,2761,22303,1219214
18,54,55,2017,228,4975,365244
20,54,56,2017,1425,29793,926430
22,54,61,2017,252,4485,111570
24,54,62,2017,4901,132384,6019745
26,54,71,2017,744,7029,125705
28,54,72,2017,3637,68046,1087630
30,54,81,2017,4309,23549,637155
32,54,99,2017,18,22,846
