,fips,relevant_naics,YEAR,estab,emp,payann
1,54,11,2018,228,678,22300
3,54,21,2018,490,17902,1499950
5,54,22,2018,206,4857,462353
7,54,23,2018,3024,24516,1374993
9,54,42,2018,1324,17377,894260
11,54,51,2018,614,8994,432528
13,54,52,2018,1994,16022,882800
15,54,53,2018,1400,5926,234422
17,54,54,2018,2689,22996,1255888
19,54,55,2018,217,5454,398017
21,54,56,2018,1409,30517,959251
23,54,61,2018,244,6857,227073
25,54,62,2018,4807,135185,6330540
27,54,71,2018,752,6713,119894
29,54,72,2018,3593,68832,1145653
31,54,81,2018,4247,23287,638082
33,54,99,2018,31,56,733
