Zip,Naics,Establishments,Employees,Payroll
29590,00,13,1,1284
29590,00,11,210,0
29590,44,4,1,0
29590,81,3,1,0
29590,81,3,210,0
29591,00,43,1,34464
29591,00,22,210,0
29591,00,10,220,0
29591,00,4,230,0
29591,00,3,241,0
29591,00,3,242,0
29591,23,4,1,0
29603,00,4,1,3290
29604,00,22,1,11397
29604,00,12,210,0
29604,00,3,220,0
29604,00,6,241,0
29604,42,4,1,0
29604,81,3,1,0
29604,81,3,210,0
29605,00,953,1,1381393
29605,00,486,210,0
29605,00,185,220,0
29605,00,121,230,0
29605,00,98,241,0
29605,00,26,242,0
29605,00,23,251,0
29605,00,9,252,0
29605,00,3,254,0
29605,23,57,1,0
29605,23,27,210,0
29605,23,13,220,0
29605,23,9,230,0
29605,23,5,241,0
29605,55,6,1,0
29605,56,51,1,0
29605,56,30,210,0
29605,56,6,220,0
29605,56,4,230,0
29605,56,8,241,0
29607,42,39,220,0
29607,42,152,1,0
29607,42,54,210,0
29607,42,33,230,0
29607,42,20,241,0
29607,42,3,242,0
29607,56,158,1,0
29607,56,69,210,0
29607,56,19,220,0
29607,56,13,230,0
29607,56,21,241,0
29607,56,11,242,0
29607,56,17,251,0
29607,56,4,252,0
29607,56,4,254,0
29406,44,264,1,0
29406,44,90,210,0
29406,44,57,220,0
29406,44,55,230,0
29406,44,36,241,0
29406,44,17,242,0
29406,44,8,251,0
29406,55,8,1,0
29406,55,5,210,0
29407,31,36,1,0
29407,31,17,210,0
29407,31,10,220,0
29407,31,4,230,0
29407,31,3,241,0
29412,48,12,1,0
29412,48,8,210,0
29412,48,3,220,0
29412,51,13,1,0
29412,51,8,210,0
29412,51,3,220,0
29413,00,28,1,5439
29413,00,22,210,0
29413,00,3,220,0
29413,23,5,1,0
29413,23,5,210,0
29413,44,3,1,0
29413,44,3,210,0
29413,54,3,1,0
29413,54,3,210,0
29429,52,4,210,0
29429,53,5,1,0
29429,53,4,210,0
29429,54,8,1,0
29429,54,6,210,0
29429,56,6,1,0
29429,62,6,1,0
29429,62,5,210,0
29440,48,20,1,0
29440,48,14,210,0
29440,48,3,220,0
29440,51,10,1,0
29440,51,3,210,0
29440,51,6,220,0
29446,00,9,210,0
29446,00,16,1,4439
29446,00,5,220,0
29446,23,3,1,0
29446,44,3,1,0
29448,00,50,1,36527
29448,00,26,210,0
29448,00,12,220,0
29448,00,6,230,0
29448,00,3,241,0
29448,23,13,1,0
29448,23,6,210,0
29448,23,4,220,0
29448,31,4,1,0
29448,44,10,1,0
29448,44,4,210,0
29448,44,3,220,0
29448,48,4,1,0
29456,42,38,1,0
29456,42,15,210,0
29456,42,5,220,0
29456,42,8,230,0
29456,42,6,241,0
29456,42,3,242,0
29456,44,67,1,0
29456,44,32,210,0
29456,44,13,220,0
29461,31,19,1,0
29461,31,4,210,0
29461,31,3,241,0
29461,31,4,251,0
29461,42,15,1,0
29461,42,6,210,0
29461,42,5,230,0
29461,44,114,1,0
29461,44,50,210,0
29461,44,27,220,0
29461,44,20,230,0
29461,44,12,241,0
29464,51,3,241,0
29464,51,3,251,0
29465,52,3,210,0
29465,53,5,1,0
29465,53,5,210,0
29465,56,5,1,0
29465,56,3,210,0
29465,62,5,1,0
29465,62,3,210,0
29465,81,6,1,0
29465,81,6,210,0
29466,62,23,220,0
29466,62,101,1,0
29466,62,52,210,0
29466,62,13,230,0
29466,62,11,241,0
29477,52,13,1,0
29477,52,8,210,0
29477,52,5,220,0
29477,53,3,1,0
29477,54,7,1,0
29477,54,6,210,0
29485,48,26,210,0
29485,51,15,1,0
29485,51,9,210,0
29486,48,24,1,0
29486,48,14,210,0
29486,48,3,220,0
29486,48,3,230,0
29486,48,3,241,0
29486,51,3,1,0
29486,52,26,1,0
29486,52,19,210,0
29486,52,4,220,0
29488,53,24,1,0
29488,53,18,210,0
29488,53,6,220,0
29492,53,102,1,0
29501,53,76,1,0
29501,53,54,210,0
29501,53,13,220,0
29501,53,5,230,0
29501,53,3,241,0
29505,81,12,220,0
29505,81,45,1,0
29505,81,24,210,0
29505,81,6,230,0
29511,42,3,1,0
29511,44,21,1,0
29511,44,11,210,0
29511,44,5,220,0
29511,44,3,230,0
29511,52,3,210,0
29511,52,5,1,0
29511,54,9,1,0
29511,54,7,210,0
29511,56,10,1,0
29511,56,5,210,0
29511,56,4,220,0
29520,72,37,1,0
29520,72,10,210,0
29520,72,11,220,0
29520,72,9,230,0
29520,72,7,241,0
29526,53,64,1,0
29526,53,50,210,0
29526,53,11,220,0
29527,31,5,1,0
29527,31,4,210,0
29527,42,7,1,0
29527,42,5,210,0
29527,44,42,1,0
29536,31,8,1,0
29536,42,10,1,0
29536,42,3,220,0
