Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,236,641,681,19895,13513,4081,17091,10590,23783,2300,13342,3049,29717,4013,24366,27293,81
2018,249,638,691,19998,13329,4074,16969,10743,23651,2166,13245,3067,29729,3906,24319,27167,164
2019,250,596,698,20088,13057,4103,16077,10813,23619,2052,13353,3016,29883,3883,24479,27078,181
2020,243,561,706,20285,12815,4049,15420,11093,23602,2046,13586,3093,29839,3928,24320,26716,203
2021,248,537,688,20876,12675,4091,15189,11493,23675,2035,14020,3114,30121,3971,24818,26974,134
