Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,280126,168600,1420643,9950979,12700396,11574694,14948205,3948554,19284346,14755706,9649452,3407702,25042941,1860012,7290063,4782216,4773
2018,310051,233342,2140257,11306347,14078194,12345245,15429159,4651360,21563893,15847334,9859981,3713762,26052515,1830565,7725468,5058246,11152
2019,326944,223388,2217481,12135326,13974650,11267467,16223639,4847517,23110035,16499349,10079670,3826068,27891975,1970658,8159590,5273877,14484
2020,358200,191872,2215717,12406219,13726140,11763911,17406132,4939114,24463127,13984279,9989737,3708667,28193577,1711758,7115437,5167097,15797
2021,364673,223657,2228392,13240969,15085565,12920870,18827063,5677715,27099640,14971661,11382289,4032451,30908375,2084933,8567291,5632807,26609
