Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,6731,2631,13936,177356,199814,125814,172154,66521,248869,136318,248307,81166,506664,50250,436122,159644,173
2018,7024,3285,21300,189577,210419,132522,168601,70035,259082,139214,256035,88544,511564,54030,451773,162706,267
2019,7088,3000,21553,198419,200991,118235,174610,68432,275302,143743,258743,88561,526024,56463,457361,164073,411
2020,7521,2659,19884,202415,198173,115357,173922,70936,283134,133311,253917,85078,541874,56551,457676,162541,430
2021,7506,2882,19204,200575,198137,111446,177427,70444,288046,126280,249408,81252,539212,47614,415621,152136,598
