Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,2903,3197,6377,148050,180120,66114,162098,52452,264892,111595,233360,67980,614245,49997,398698,161085,223
2018,4031,3829,21861,153366,178925,69094,166038,53630,278558,124497,226200,70523,630155,52041,401941,162099,573
2019,4266,3887,22204,158060,178714,65681,164388,55189,280143,122906,220658,68886,640343,51226,401221,161925,433
2020,4159,4094,22884,165906,179045,64540,173646,55828,284103,116591,214184,67950,643572,52028,393719,160780,415
2021,4268,3686,22552,162368,171515,57480,180166,53038,277403,115747,197468,61845,610792,38040,322489,147681,246
