Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,616,264,367,19260,10785,4014,12870,8253,21678,1562,11651,2338,27131,3488,20677,23295,130
2018,630,271,369,19639,10511,4157,12692,8554,21597,1534,11234,2385,27197,3451,20760,23165,464
2019,603,264,367,19764,10347,4089,12620,8607,21509,1471,11278,2356,27315,3492,20857,22952,295
2020,602,251,376,19825,10114,4114,12548,8765,21525,1471,11388,2360,27408,3396,20480,22670,311
2021,620,259,381,20487,10080,3954,12435,9027,21737,1434,11714,2342,27653,3494,20757,22842,209
