	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp	payann
11164	45	45	0	South Carolina	1131	Timber tract operations	11	0400000US45	28.11111111111111	131.44444444444446	7078.777777777777
11165	45	45	0	South Carolina	1132	Forest nurseries and gathering of forest products	11	0400000US45	5.222222222222222	89.0	2414.6666666666665
11166	45	45	0	South Carolina	1133	Logging	11	0400000US45	310.0	2513.222222222222	104701.22222222222
11167	45	45	0	South Carolina	1141	Fishing	11	0400000US45	5.777777777777778	4.111111111111111	147.44444444444446
11168	45	45	0	South Carolina	1142	Hunting and trapping	11	0400000US45	8.222222222222221	32.55555555555556	1407.888888888889
11169	45	45	0	South Carolina	1151	Support activities for crop production	11	0400000US45	40.888888888888886	364.8888888888889	11681.0
11170	45	45	0	South Carolina	1152	Support activities for animal production	11	0400000US45	55.77777777777778	224.22222222222223	5234.333333333333
11171	45	45	0	South Carolina	1153	Support activities for forestry	11	0400000US45	70.44444444444444	517.4444444444445	24247.444444444445
11172	45	45	0	South Carolina	2111	Oil and gas extraction	21	0400000US45	1.0	0.0	0.0
11173	45	45	0	South Carolina	2121	Coal mining	21	0400000US45	1.5	0.0	0.0
11174	45	45	0	South Carolina	2122	Metal ore mining	21	0400000US45	1.2	0.0	0.0
11175	45	45	0	South Carolina	2123	Nonmetallic mineral mining and quarrying	21	0400000US45	63.44444444444444	981.4444444444445	48577.77777777778
11176	45	45	0	South Carolina	2131	Support activities for mining	21	0400000US45	17.77777777777778	115.33333333333333	8547.222222222223
11177	45	45	0	South Carolina	2211	Electric power generation, transmission and distribution	22	0400000US45	314.55555555555554	11331.222222222223	1034807.0
11178	45	45	0	South Carolina	2212	Natural gas distribution	22	0400000US45	14.0	325.1111111111111	26137.0
11179	45	45	0	South Carolina	2213	Water, sewage and other systems	22	0400000US45	50.888888888888886	360.55555555555554	15180.444444444445
11180	45	45	0	South Carolina	2361	Residential building construction	23	0400000US45	2019.7777777777778	8051.333333333333	418693.55555555556
11181	45	45	0	South Carolina	2362	Nonresidential building construction	23	0400000US45	543.8888888888889	6856.444444444444	400192.44444444444
11182	45	45	0	South Carolina	2371	Utility system construction	23	0400000US45	319.8888888888889	8385.444444444445	458997.77777777775
11183	45	45	0	South Carolina	2372	Land subdivision	23	0400000US45	117.22222222222223	662.1111111111111	32961.22222222222
