	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
8	13	999	Statewide	21	Metal ore mining	13	2122	2.0	2.0
46	13	999	Statewide	31	Tobacco manufacturing	13	3122	10.0	3.6
203	13	999	Statewide	52	Monetary authorities - central bank	13	5211	4.0	2.0
208	13	999	Statewide	52	Securities and commodity exchanges	13	5232	2.0	1.0
