Naics,Establishments,Employees,Payroll
114111,9,4,213
115112,4,30,1994
115114,3,12,766
115210,16,61,2831
212321,8,254,22658
213112,10,167,14373
221112,17,288,30332
221121,4,4,543
221122,26,1348,175193
221210,4,311,46867
221310,12,417,37347
221320,4,64,6679
237310,32,1477,112800
238130,35,249,15275
238210,274,3244,221731
238140,75,569,27887
238160,62,966,60232
236115,173,813,54147
238170,28,109,5821
238190,13,177,9159
236116,8,59,4676
236117,41,482,47496
236118,428,1418,68073
236210,4,31,1450
236220,91,1114,79782
237110,18,237,13931
237120,11,316,24192
237130,24,441,34084
237210,6,25,2193
237990,11,40,1318
238110,47,536,32741
238120,17,244,14165
238150,13,57,3015
238310,69,873,50305
311612,3,167,8096
238220,323,5504,324867
238290,32,300,17920
238320,103,622,30179
238330,60,294,12592
238340,32,221,9807
238350,121,626,29870
238390,20,163,6700
238910,114,1647,97235
238990,102,611,29274
311119,4,177,10337
311340,3,31,1841
311352,3,25,527
311411,3,142,8521
311615,7,8670,320649
311811,19,91,2823
311812,4,177,4403
311999,3,753,57940
312120,15,455,10625
312140,4,16,268
314120,3,20,675
314999,5,9,351
314910,3,11,869
315210,3,1,255
321214,3,96,4133
323111,36,318,15634
323113,12,130,3873
325120,3,97,5667
324121,3,40,2004
325211,5,106,6570
325314,4,72,5377
325412,6,530,60838
325414,3,310,31628
325998,6,125,7590
325620,7,620,48959
326113,4,290,19536
326150,3,175,11546
326160,3,249,12296
326199,12,449,22121
327120,5,86,7486
327320,10,230,13679
327390,6,84,4534
327991,3,40,1862
332312,9,471,20792
332322,11,480,21849
332710,25,329,19045
332323,4,84,5648
332721,6,36,2274
332812,6,78,4193
332813,3,27,994
332999,6,38,2160
333249,6,95,8042
333415,6,291,27506
333999,4,133,8846
334413,3,9,449
334419,3,111,6440
334519,5,101,7409
334510,3,120,13052
334513,7,173,10194
334516,14,2228,335248
335911,5,175,4078
335999,3,71,2718
337110,10,62,2687
337920,3,14,683
339112,3,6,487
339113,8,188,13734
339116,7,69,2285
423110,21,161,9810
423120,32,668,32014
423130,5,65,3299
423140,4,10,433
423210,12,141,7826
423220,25,345,21957
423310,23,446,26162
423320,12,77,6030
423330,16,159,11456
423390,11,114,6896
423440,5,41,2301
423460,3,12,794
339950,12,98,3493
339999,8,54,1282
423710,20,110,6724
423410,3,4,304
423420,40,281,18175
423430,35,211,16588
423450,38,255,26265
423490,12,138,9090
423510,29,228,12042
423610,40,426,31746
423620,9,62,3723
423690,27,145,9760
423720,29,200,12955
423730,28,239,15156
423740,5,63,3856
423840,22,170,14091
423810,8,136,9025
423820,26,354,20464
423830,64,809,56085
423860,9,51,3722
423850,11,53,1908
423920,4,32,1017
423910,9,23,1234
423930,11,163,6261
423940,12,26,3543
423990,36,218,13495
424110,3,4,396
424120,12,90,5004
424210,53,6683,1208001
424320,8,57,2294
424130,9,91,4391
424310,5,40,5461
424330,8,49,3352
424340,5,102,5907
424410,13,285,17157
424420,9,210,9534
424430,3,27,2495
424450,7,86,4888
424460,8,133,5049
424470,4,13,1153
424490,56,1090,63905
424510,8,48,2071
424610,12,176,14378
424820,10,342,25435
424480,8,108,6897
424690,53,619,63119
424710,7,72,5518
424720,7,45,2617
424810,9,302,18584
424930,8,90,3548
424910,21,176,9602
424940,5,34,2770
424950,10,29,1738
425120,119,600,45249
441222,21,283,12969
441228,21,176,5937
424990,25,75,4485
441110,73,4437,239006
441120,79,628,27100
441210,6,98,4230
441310,112,1243,33039
441320,49,438,16719
445110,170,7282,213777
442110,97,1095,39425
442210,31,171,9024
445210,11,101,1802
442291,10,23,1233
442299,55,1081,14942
445230,15,112,2695
445291,5,61,966
445292,15,47,617
445310,272,1284,32379
443141,31,203,7255
443142,62,886,26975
444110,19,3038,84611
444120,24,174,9183
444130,49,494,14027
444190,82,1028,60989
446191,38,106,2820
444210,15,169,9292
444220,41,377,14109
447190,27,229,8416
445120,97,777,16856
445220,11,40,1779
448140,101,2444,37167
445299,17,104,1994
448150,35,256,4476
448190,46,576,8608
446110,167,2679,91238
446120,57,476,9646
446130,46,254,5070
446199,16,127,2967
447110,219,2766,65995
448110,24,736,19719
448120,115,1063,12678
448130,23,268,3661
448210,86,799,12008
448310,85,497,13873
448320,4,16,302
451140,12,72,1659
451211,19,210,3154
452210,17,2342,32920
452311,22,4445,120738
453930,11,46,2881
451110,71,824,16835
451120,29,310,4564
451130,5,90,1194
454110,258,1772,68671
451212,4,26,482
454310,45,478,27621
452319,133,1915,26177
453110,33,217,3893
453210,9,213,4134
453220,56,470,10436
453310,56,454,7402
453910,58,528,12207
453920,14,34,2892
453991,83,256,4095
453998,75,735,27818
454210,7,81,3483
454390,78,411,13100
481111,3,3,251
483111,3,19,2264
483113,3,26,1798
484110,86,461,21357
484210,20,232,9914
484220,98,596,30777
485310,11,25,216
485320,7,28,171
485510,4,91,1369
485991,10,196,4827
485999,16,146,2205
488210,5,126,6079
481211,12,99,7723
481219,5,3,390
484121,71,930,63616
484122,18,324,19103
484230,20,195,13081
485410,85,1306,20746
487210,15,24,1866
488119,8,413,23928
488190,17,557,39064
488310,3,905,43606
488330,9,87,6270
488410,33,219,8263
488510,53,787,56402
488991,7,14,521
492210,30,525,19645
493110,60,7389,262792
493120,5,174,8497
493130,3,15,810
511110,14,450,19224
511120,11,136,6741
511210,149,1169,147911
488490,10,100,3934
492110,45,2134,85245
493190,10,75,7465
512110,33,97,8362
512131,12,368,2470
512191,5,5,601
512230,3,32,2719
512240,4,2,87
512250,5,7,345
515112,13,185,8127
519110,4,10,366
522120,59,1060,126940
522210,19,4031,374158
523120,104,2869,389426
517311,156,2094,143615
517312,88,659,58764
522310,21,117,13005
522320,48,1234,188218
517911,11,28,766
517919,11,29,2094
522390,73,229,34639
518210,117,1187,119535
523110,27,194,38414
519120,10,101,2647
519130,52,285,28408
519190,8,265,11308
522110,287,18797,2068612
522130,49,683,31780
522220,20,143,11058
522291,49,1576,112240
522292,70,530,100471
522298,53,316,12222
523140,3,9,1203
523130,5,6,873
524113,53,715,88935
524130,3,7,371
523910,129,369,52764
523920,208,1187,159021
531120,129,441,44920
523930,154,909,86995
531130,52,114,3464
523991,38,539,59826
523999,8,77,7244
524114,31,1308,122152
524126,61,1441,149135
524127,9,36,2382
524210,309,1828,139511
524291,12,61,5157
524292,23,642,51224
524298,11,89,12489
525910,8,5,799
525990,53,71,5196
531110,196,926,42235
531311,156,1437,65524
531312,72,426,40711
531320,50,148,7867
532111,23,202,6654
532210,19,103,3808
532283,4,35,1831
531190,50,302,13564
531210,402,1022,65090
531390,46,118,8461
532120,11,155,7282
532284,15,51,2397
532289,20,127,4420
532310,12,94,5299
532411,6,7,2025
532412,7,89,6358
532490,30,394,16671
533110,57,161,6139
541110,419,4489,656154
541191,23,118,14838
541199,32,1338,123567
541211,133,1054,81685
541213,65,469,6766
541214,20,317,27944
541219,129,854,43001
541320,10,24,1162
541330,209,2635,232533
541340,13,60,2854
541350,25,117,6978
541370,23,133,6431
541410,36,116,5957
541310,29,158,11940
541380,22,285,18873
541490,6,17,368
541430,40,94,7245
541511,489,4214,424477
541512,352,2619,243833
541513,22,285,36631
541519,85,608,62358
551112,438,1988,177646
541611,354,1485,136019
541612,33,73,7055
541613,185,850,98921
541614,32,438,17353
541618,20,74,9906
541620,39,381,24912
541690,96,1395,98008
541713,20,378,36739
541714,60,2063,521834
541715,63,2197,467600
541720,9,28,2893
541810,47,341,22721
541820,23,152,11024
541830,3,3,315
541840,8,13,3751
541850,8,35,2403
541860,8,179,7143
541870,13,47,1620
541890,21,153,4454
541910,26,149,13513
541921,28,68,1205
541922,11,18,464
541930,11,13,640
541940,73,1324,60410
541990,98,909,43062
551111,9,45,442
561210,36,906,32633
561312,12,28,2950
561320,171,7854,236893
561330,7,1590,70429
561591,3,20,772
551114,137,4558,562101
561110,194,2512,274451
561311,14,84,8347
561410,26,155,7623
561421,3,125,3982
561422,14,560,21631
561431,13,44,989
