Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,118.0,46.0,112.0,3387.0,1511.0,418.0,1931.0,1100.0,1918.0,116.0,1116.0,204.0,2414.0,672.0,2491.0,2798.0,
2018,119.0,44.0,119.0,3366.0,1499.0,418.0,1916.0,1125.0,1940.0,114.0,1102.0,209.0,2416.0,666.0,2504.0,2797.0,24.0
2019,112.0,35.0,115.0,3361.0,1470.0,412.0,1906.0,1137.0,1926.0,110.0,1135.0,214.0,2466.0,672.0,2517.0,2786.0,26.0
2020,106.0,37.0,115.0,3422.0,1470.0,386.0,1906.0,1171.0,1931.0,105.0,1159.0,212.0,2572.0,668.0,2487.0,2797.0,27.0
2021,109.0,41.0,113.0,3561.0,1481.0,396.0,1931.0,1249.0,2001.0,109.0,1248.0,225.0,2637.0,710.0,2550.0,2856.0,8.0
