,fips,relevant_naics,estab,emp,payann
4722,41,2373,185,3538,274960
4723,41,3117,18,1149,45695
4724,41,3259,31,1225,69314
4725,41,3311,4,0,0
4726,41,3312,7,279,12598
4727,41,3313,4,0,0
4728,41,3314,4,0,0
4729,41,3315,36,6120,366001
4730,41,1153,246,2997,171984
4731,41,3118,197,4985,208202
4732,41,3152,31,521,17689
4733,41,3221,9,2358,190902
4734,41,3222,38,1753,105731
4735,41,3329,139,2285,105237
4736,41,3359,31,1186,89440
4737,41,2361,4155,14379,662704
4738,41,2379,59,744,56426
4739,41,3159,11,469,13842
4740,41,3261,139,4956,241274
4741,41,3162,7,269,10600
4742,41,3169,28,240,6497
4743,41,3231,374,4907,221657
4744,41,3321,29,506,23381
4745,41,3341,18,2788,351296
4746,41,3342,19,148,8230
4747,41,2122,4,13,921
4748,41,2123,98,1106,65792
4749,41,3119,139,3941,162764
4750,41,3322,31,1957,122598
4751,41,3343,18,516,35793
4752,41,3361,6,0,0
4753,41,3362,62,2983,142587
4754,41,1131,30,208,11221
4755,41,2381,1620,14334,777291
4756,41,3111,18,256,13857
4757,41,3323,213,4252,223298
4758,41,3331,61,1799,100614
4759,41,3344,90,16954,2031208
4760,41,1132,11,170,5414
4761,41,2362,546,8055,599904
4762,41,2383,2513,14659,677873
4763,41,3112,23,822,47009
4764,41,3113,64,955,33190
4765,41,3211,123,6555,344542
4766,41,3262,31,1020,45073
4767,41,3363,72,1239,66561
4768,41,1133,655,5563,287089
4769,41,3241,23,601,48486
4770,41,2131,21,134,8473
4771,41,3212,78,8186,398627
4772,41,3271,22,422,19401
4773,41,3332,73,4544,595966
4774,41,3345,93,6494,577983
4775,41,3364,34,2791,203206
4776,41,1141,156,283,13772
4777,41,3114,97,8141,371817
4778,41,3121,443,6064,245206
4779,41,3251,28,817,59798
4780,41,3272,66,1759,87489
4781,41,3324,23,745,38376
4782,41,1142,8,16,246
4783,41,2211,164,6558,660275
4784,41,3252,20,568,55927
4785,41,3333,34,1815,104634
4786,41,3366,27,1153,88198
4787,41,2371,245,4567,275744
4788,41,3219,222,8450,311543
4789,41,3253,26,392,27016
4790,41,3273,124,1885,98581
4791,41,3325,10,140,4918
4792,41,3326,15,523,31022
4793,41,3327,353,4091,204827
4794,41,3334,22,947,55609
4795,41,3346,9,89,4386
4796,41,3369,32,458,27367
4797,41,1151,162,3294,109620
4798,41,3115,52,2608,145679
4799,41,3254,45,796,41537
4800,41,3335,70,671,36510
4801,41,3351,12,422,21065
4802,41,3352,4,38,1594
4803,41,3353,20,676,37986
4804,41,2212,26,1121,112903
4805,41,3131,5,19,517
4806,41,2213,92,355,15798
4807,41,3116,61,2185,87961
4808,41,3132,5,0,0
4809,41,3133,3,3,197
4810,41,3141,20,347,10046
4811,41,3255,23,543,29186
4812,41,3256,45,640,33096
4813,41,3274,6,132,5226
4814,41,3279,31,855,42557
4815,41,3336,15,412,19281
4816,41,1152,104,242,5072
4817,41,2372,96,290,17371
4818,41,2382,2237,25150,1694152
4819,41,2389,1215,8858,512894
4820,41,3149,68,664,20774
4821,41,3328,95,1567,68179
4822,41,3339,77,3700,224640
4823,41,3379,6,216,8041
4824,41,3399,366,4034,178102
4825,41,4231,321,5455,284100
4826,41,4237,208,2654,167223
4827,41,4249,426,4997,254702
4828,41,4412,256,3186,157917
4829,41,4452,362,3048,57259
4830,41,3391,202,3809,234578
4831,41,4233,381,5164,397002
4832,41,4522,36,3720,74766
4833,41,4539,1020,6322,157282
4834,41,4855,12,268,12369
4835,41,4859,111,1544,37269
4836,41,4234,408,6291,589939
4837,41,4441,863,14572,479893
4838,41,4523,441,34747,983910
4839,41,4842,778,7591,358521
4840,41,4481,1054,14718,262040
4841,41,4511,789,8441,171104
4842,41,4885,302,3296,198244
4843,41,4238,730,9254,664850
4844,41,4413,758,7576,278868
4845,41,4811,28,4050,262798
4846,41,4862,10,72,7549
4847,41,4869,4,0,0
4848,41,4241,129,1248,79816
4849,41,4453,247,1538,32800
4850,41,4812,48,1703,148663
4851,41,4871,12,78,1646
4852,41,4245,73,682,41330
4853,41,4531,161,685,10665
4854,41,4872,23,208,5721
4855,41,4879,3,0,0
4856,41,4889,17,213,11904
4857,41,4251,705,3537,178923
4858,41,4442,359,3441,108782
4859,41,4461,864,8892,293607
4860,41,4532,439,2895,57084
4861,41,4831,12,503,47980
4862,41,4921,149,7783,345866
4863,41,4242,103,1090,69277
4864,41,4246,135,1428,99512
4865,41,4421,334,2559,98376
4866,41,4541,797,6204,281661
4867,41,4832,6,164,14654
4868,41,4881,76,1453,51113
4869,41,4235,127,2139,136632
4870,41,4841,963,12503,619469
4871,41,4851,10,257,8057
4872,41,4852,9,224,9031
4873,41,4922,65,431,12538
4874,41,4243,98,2158,197393
4875,41,4422,443,3563,118766
4876,41,4482,263,3343,59746
4877,41,4512,107,1355,26811
4878,41,4853,67,540,14271
4879,41,4882,27,287,12224
4880,41,4236,369,8377,998665
4881,41,4247,99,2207,115191
4882,41,4451,1598,36725,944859
4883,41,4533,438,4288,93242
4884,41,4542,31,271,10306
4885,41,4854,47,3076,63612
4886,41,4883,37,1252,103725
4887,41,4411,579,16161,829474
4888,41,4483,256,1392,48626
4889,41,4543,422,1731,64915
4890,41,4884,184,1593,47795
4891,41,4931,229,9688,478117
4892,41,4239,362,3617,185458
4893,41,4244,448,13116,698300
4894,41,3372,69,2577,107254
4895,41,4232,132,1336,87712
4896,41,4248,82,2797,144245
4897,41,4431,420,4556,167458
4898,41,4471,999,11416,233816
4899,41,3371,243,3185,119243
4900,41,5111,277,3866,162479
4901,41,5112,338,11341,1336607
4902,41,5121,302,3230,120786
4903,41,5259,10,18,1671
4904,41,6111,381,10974,325299
4905,41,5182,263,5772,457798
4906,41,5191,174,1735,196613
4907,41,5239,1123,3749,418875
4908,41,6214,718,18481,1207480
4909,41,5221,1454,22643,1463735
4910,41,5321,196,1728,61450
4911,41,5411,2443,11900,900587
4912,41,5612,49,1103,35452
4913,41,5615,250,1861,86148
4914,41,5619,297,2902,127316
4915,41,6112,12,357,14381
4916,41,6212,1989,15523,799393
4917,41,6219,123,3881,182278
4918,41,5311,1932,7473,264693
4919,41,5414,597,2204,120378
4920,41,5613,688,49359,1697244
4921,41,6113,46,16648,418679
4922,41,5417,249,9385,1262229
4923,41,6114,135,765,48342
4924,41,6117,137,1863,117578
4925,41,6213,2894,15935,615663
4926,41,5222,496,4517,394924
4927,41,5322,226,1433,47961
4928,41,5616,310,7313,233351
4929,41,6221,63,71493,4960736
4930,41,5412,2144,12392,542889
4931,41,6222,3,717,23737
4932,41,5241,431,15550,1321172
4933,41,5415,1543,12658,1229991
4934,41,5511,737,53538,6005047
4935,41,5621,187,3456,199825
4936,41,6115,144,1595,54048
4937,41,5323,36,274,9999
4938,41,5418,497,6400,349857
4939,41,6215,181,2819,198441
4940,41,6231,174,13279,487956
4941,41,5223,315,3721,234645
4942,41,5312,2364,5039,266925
4943,41,5622,39,525,30134
4944,41,6116,753,5222,87143
4945,41,6211,2385,33399,2604048
4946,41,5324,181,1423,121969
4947,41,5413,1672,16548,1289364
4948,41,5614,487,11493,342210
4949,41,5617,3184,22334,670246
4950,41,5629,176,2159,100514
4951,41,5242,1968,10236,626094
4952,41,5416,2361,11408,807361
4953,41,6216,237,7833,297653
4954,41,6232,1209,13691,367960
4955,41,5313,1757,11892,504656
4956,41,5419,1143,10269,531020
4957,41,5122,38,123,5945
4958,41,5152,7,199,10322
4959,41,5231,348,1656,273119
4960,41,5331,39,441,26964
4961,41,5173,758,9709,602139
4962,41,5174,3,14,532
