Zip Code,naics,Establishments,Employees,Payroll,IND Level
22443,00,139,001,23737,2
22443,00,90,210,0,2
22443,00,30,220,0,2
22443,00,8,230,0,2
22443,00,9,241,0,2
22443,23,24,001,0,2
22443,23,17,210,0,2
22443,23,4,220,0,2
22443,31-33,4,001,0,2
22443,31-33,3,210,0,2
22443,42,4,001,0,2
22443,42,4,210,0,2
22443,44-45,20,001,0,2
22443,44-45,9,210,0,2
22443,44-45,7,220,0,2
22443,48-49,6,001,0,2
22443,48-49,6,210,0,2
22443,51,3,001,0,2
22443,52,8,001,0,2
22443,52,5,210,0,2
22443,52,3,220,0,2
22443,53,4,001,0,2
22443,53,4,210,0,2
22443,54,8,001,0,2
22443,54,7,210,0,2
22443,56,5,001,0,2
22443,62,7,001,0,2
22443,62,3,210,0,2
22443,71,3,001,0,2
22443,71,3,210,0,2
22443,72,15,001,0,2
22443,72,5,210,0,2
22443,72,5,220,0,2
22443,72,3,241,0,2
22443,81,24,001,0,2
22443,81,17,210,0,2
22443,81,6,220,0,2
