Naics,Establishments,Employees,Payroll
42,10917,183536,12635697
51,4084,69295,5168009
53,8259,52505,2350858
54,21765,272094,20087242
52,13009,166262,12502948
21,319,4190,318306
23,19262,148071,9648214
11,627,3868,165657
22,418,23110,2494749
55,1621,121297,12334576
62,27146,616371,29231061
71,3494,50051,1799720
61,2373,71495,2170147
56,11853,346616,11768863
81,23305,161255,4768246
99,170,308,6167
72,20679,399366,6796521
