Naics,Establishments,Employees,Payroll
212312,168,1746,86679
212313,4,60,2967
212319,10,312,20527
212321,26,327,22374
212322,7,168,18561
212325,4,74,2912
237110,266,3236,291798
238110,572,6081,307682
213111,6,5,377
213112,11,133,7765
237120,17,1982,173418
238120,55,674,37569
213114,6,20,1140
236115,862,3439,141112
237130,158,3617,270826
238130,248,1779,73556
238220,1820,19645,1196928
236116,42,557,30983
236117,364,1892,96807
238290,135,2235,145346
113110,8,6,213
113310,83,219,6847
236118,1642,5390,205334
237210,85,509,46740
238140,416,3474,173201
114210,7,12,213
221112,43,2246,223782
221115,3,0,0
237310,200,5827,479649
238150,95,967,47724
221121,5,290,27347
221122,174,8467,883314
238160,458,4246,226221
238310,350,4768,234406
115111,10,61,6245
115112,53,171,7921
115113,5,11,558
115114,16,594,18790
221210,45,0,0
236210,56,3235,204078
115115,5,26,878
115116,9,18,584
236220,901,15227,1198752
237990,105,1199,89854
238170,249,1112,40647
238320,591,3801,184310
115210,78,523,14108
221310,76,1021,70660
238190,70,567,30499
238330,268,2000,88785
115310,18,67,1920
221320,19,76,3079
238340,98,777,34624
238210,1141,15660,931296
238350,516,3402,164621
211120,8,7,1009
212230,5,0,0
212311,12,69,2798
531190,115,312,7730
531390,180,1068,63843
532120,141,1355,62242
532289,90,743,25772
532420,12,266,21367
541320,53,288,13148
541850,59,317,18811
561320,653,49958,1470191
561520,31,101,3230
561591,16,163,5965
561790,197,1110,41054
531120,537,3163,164408
531311,654,6756,233760
532210,164,775,25721
532310,81,417,14878
532490,175,1278,72053
541330,843,18477,1663141
541611,852,6056,607500
541860,56,975,64313
541870,28,320,12141
551111,42,250,13752
551112,95,1672,133376
561599,50,1377,81431
621340,713,5460,217826
622110,141,122706,7084374
623210,535,11574,279395
541340,52,159,8282
541612,127,671,60749
541890,174,1717,58727
551114,1352,90827,7986485
561330,63,20171,827157
561910,37,1746,42958
611610,249,1958,22483
621511,210,3449,176763
621512,98,1006,64865
624110,158,2515,85607
541350,101,334,12586
541613,498,8326,323405
541614,106,875,56196
561611,40,174,8375
561612,139,10424,270785
561920,83,1154,49169
611110,425,16467,548846
621111,3178,43689,4108386
621391,106,506,23459
622210,17,6126,230000
623220,144,3272,92394
541360,8,21,571
541370,127,801,37410
541618,44,279,16362
561613,21,567,21126
561990,462,3819,169857
611210,13,1008,31309
611620,238,2221,28017
621112,178,606,35335
621399,317,1429,57640
622310,25,2959,120129
624120,4480,26101,471211
541110,3071,18640,1585019
541380,90,816,51691
541620,114,1250,83154
541910,72,1553,112072
561410,70,553,20063
561621,116,3101,156839
611630,12,107,1219
541191,268,1715,72107
541690,255,1211,80862
541921,225,4428,61203
541922,68,1916,35045
561421,23,334,11570
561422,109,11294,280921
561622,60,184,6922
611310,134,47940,2367027
611691,84,1275,37972
611692,6,18,605
611699,99,611,8934
621210,2032,14566,757219
621410,54,498,14982
621610,2006,27236,714930
541199,49,197,6306
541410,158,545,22661
541930,38,119,3804
621420,271,6936,259804
623311,157,9577,259264
624190,578,7242,234316
541420,12,55,3527
541430,254,789,36846
541940,700,7047,238885
561431,56,306,6191
561439,94,652,20651
561710,262,1699,69171
562111,232,3786,193397
611420,14,74,3909
611430,100,429,25067
611710,123,603,23128
621910,91,1995,92243
623110,546,46714,1191017
623312,370,6054,137053
624210,138,1036,29688
541490,18,64,2011
541713,46,339,25727
541714,42,1784,180852
561110,468,5832,333496
