Naics,Establishments,Employees,Payroll,fips
81,57,225,4542,36095
11,4,6,152,36095
21,4,0,0,36095
22,3,36,2197,36095
23,77,354,31575,36095
42,15,105,6602,36095
51,13,118,3801,36095
52,30,252,23581,36095
53,15,37,1985,36095
54,39,177,6171,36095
56,32,279,3946,36095
61,8,0,0,36095
62,60,884,31303,36095
71,11,54,2219,36095
72,65,587,9913,36095
71,153,4899,434347,36005
55,23,556,35229,36005
56,488,9242,340092,36005
72,1959,18237,384963,36005
99,20,26,947,36005
53,2211,9709,387966,36005
81,2213,10251,306398,36005
61,290,19467,870174,36005
54,749,4099,181953,36005
51,235,3529,202398,36005
22,6,0,0,36005
23,1239,11441,810607,36005
42,723,12010,753201,36005
52,501,4450,210623,36005
62,2486,104207,5322911,36005
11,5,14,413,36097
23,31,300,19215,36097
21,5,368,28091,36001
22,11,714,66420,36001
42,192,3620,171136,36007
71,21,274,3452,36035
11,5,9,223,36007
21,5,15,1208,36007
22,10,0,0,36007
23,414,2950,208988,36007
72,133,1195,19729,36035
81,118,700,18055,36035
51,15,310,14936,36035
52,45,247,12173,36035
53,28,135,4123,36035
54,66,274,9298,36035
11,7,24,1013,36035
55,10,152,8223,36035
23,139,440,20130,36035
56,44,358,6268,36035
51,86,2096,90855,36007
61,6,6,191,36035
62,185,3915,141560,36035
42,47,400,18514,36035
53,148,903,33822,36007
55,30,1351,110483,36007
56,195,4487,142157,36007
61,37,862,16942,36007
11,11,23,640,36067
21,7,137,6156,36067
22,22,0,0,36067
23,1102,9811,587831,36067
62,503,16619,757291,36007
71,78,795,15352,36007
52,210,1999,136107,36007
42,687,13192,778390,36067
81,503,2759,66024,36007
54,297,3425,176988,36007
72,539,8945,143185,36007
56,664,15378,480427,36067
22,7,105,10317,36019
23,144,791,48284,36019
42,36,330,14720,36099
81,83,345,9371,36099
53,552,3525,160466,36067
51,11,38,1059,36099
52,29,210,8753,36099
53,18,53,1585,36099
54,31,161,7207,36099
55,6,362,26913,36099
56,33,303,13672,36099
61,9,0,0,36099
62,63,1192,38806,36099
71,17,54,1620,36099
72,79,2020,49610,36099
11,3,5,274,36099
22,4,0,0,36099
23,63,312,17390,36099
55,6,165,6026,36019
56,75,678,20104,36019
71,221,3730,57573,36067
61,12,154,4525,36019
62,240,5363,270288,36019
42,79,895,42165,36019
54,1202,14291,932840,36067
51,205,3545,209558,36067
61,148,13011,479427,36067
51,29,539,21729,36019
52,88,442,22671,36019
99,12,17,216,36067
72,1189,20393,390378,36067
71,30,323,5340,36019
53,81,316,11711,36019
72,200,2776,51604,36019
11,9,14,376,36019
21,6,0,0,36019
