Naics,Establishments,Employees,Payroll,fips
55,12,293,6440,50021
56,133,975,29242,50021
61,22,651,14570,50021
62,201,4566,188142,50021
11,12,17,254,50021
21,11,192,16693,50021
22,9,423,43226,50021
23,291,1310,68373,50021
71,44,1751,24569,50021
51,34,232,11082,50021
52,77,430,26107,50021
72,254,2933,50194,50021
42,83,728,35748,50021
53,64,240,8805,50021
81,200,932,22101,50021
54,153,591,30010,50021
11,10,32,1056,50019
22,4,17,1866,50019
23,129,543,30335,50019
71,16,46,2396,50019
72,56,1829,30338,50019
81,81,296,6715,50019
42,24,243,9105,50019
51,22,92,2655,50019
52,31,209,11587,50019
53,22,89,3723,50019
54,46,175,6628,50019
56,38,133,6219,50019
61,9,148,3860,50019
62,83,1728,80782,50019
55,12,459,43763,50023
56,124,760,31948,50023
11,9,49,2063,50023
21,9,68,3727,50023
22,7,147,12850,50023
81,271,1333,55782,50023
23,35,96,5004,50013
42,5,11,374,50013
51,4,6,236,50013
52,4,18,903,50013
53,8,9,259,50013
54,17,43,1559,50013
56,10,14,953,50013
62,14,66,2030,50013
71,6,8,501,50013
72,23,95,3859,50013
81,18,39,1282,50013
23,247,1272,70780,50023
61,53,2490,72477,50023
42,24,162,6599,50017
51,17,56,1582,50017
52,29,140,7367,50017
53,21,26,1203,50017
62,223,4596,207173,50023
51,53,438,22665,50023
54,58,277,17791,50017
56,38,78,2737,50017
61,13,0,0,50017
62,87,1618,73277,50017
71,16,40,1089,50017
72,60,551,12535,50017
11,9,28,1204,50017
21,3,8,445,50017
23,127,598,35554,50017
81,73,219,5642,50017
52,108,2452,229296,50023
42,81,787,35454,50023
11,11,25,1087,50007
71,50,382,10771,50023
53,57,210,8127,50023
72,172,2596,47086,50023
54,240,899,55702,50023
21,6,56,3400,50007
22,4,0,0,50007
23,600,5568,339640,50007
42,260,4701,286030,50007
51,18,155,8906,50015
52,30,251,16311,50015
53,39,441,10589,50015
54,82,269,12429,50015
56,69,229,9747,50015
22,6,0,0,50027
23,284,1128,57342,50027
51,54,561,31549,50027
71,44,498,12955,50027
61,122,3943,108903,50007
72,201,3403,70469,50027
52,87,480,27787,50027
53,99,420,16162,50027
81,183,831,24534,50027
54,187,1235,76683,50027
99,3,2,76,50027
55,5,92,7382,50027
56,110,593,24904,50027
61,27,435,17874,50027
55,31,965,56196,50007
52,290,2786,230957,50007
56,302,3417,109725,50007
62,166,4484,271841,50027
11,24,50,1248,50027
99,3,1,114,50007
21,5,53,2884,50027
42,57,739,41999,50027
71,132,2466,49583,50007
53,247,1074,52048,50007
61,17,161,4264,50015
11,4,5,264,50015
22,3,0,0,50015
23,154,649,35118,50015
62,83,1712,75220,50015
71,31,183,4245,50015
72,124,4191,76544,50015
72,469,9135,188843,50007
54,776,7012,520292,50007
81,532,3090,103379,50007
42,27,261,13212,50015
81,81,347,10183,50015
51,154,5171,393646,50007
62,606,15420,725215,50007
11,6,17,751,50009
23,15,30,1278,50009
52,3,9,271,50009
54,4,18,2172,50009
56,5,3,69,50009
62,10,80,2632,50009
71,3,5,62,50009
72,14,75,1462,50009
81,12,31,655,50009
51,17,131,4778,50011
52,48,283,14059,50011
53,30,83,2357,50011
54,58,229,13980,50011
11,12,32,973,50011
56,61,538,14503,50011
21,3,25,1706,50011
22,5,35,3445,50011
23,146,479,23759,50011
81,88,316,7034,50005
51,25,226,6791,50005
61,10,53,851,50011
62,105,2700,128077,50011
71,12,51,1223,50011
72,94,1061,20968,50011
42,47,1065,44092,50011
81,109,398,9053,50011
11,13,22,1132,50005
22,5,48,3477,50005
23,114,467,26503,50005
52,42,289,14311,50005
53,22,68,2324,50005
54,73,209,9343,50005
11,11,158,8035,50025
22,16,140,19574,50025
23,218,985,53043,50025
42,49,1274,93531,50025
42,22,165,9280,50003
54,118,358,18337,50003
81,123,558,12526,50003
56,41,129,3718,50005
42,34,373,18662,50005
61,17,649,25174,50005
62,106,1948,81373,50005
71,13,66,2351,50005
72,72,811,13069,50005
55,3,0,0,50003
56,88,642,21697,50003
53,86,294,9368,50025
61,24,1086,41869,50003
62,150,3533,167160,50003
11,7,31,847,50003
22,3,0,0,50003
23,163,551,24368,50003
56,99,836,28068,50025
72,213,3737,56210,50025
54,115,512,24874,50025
51,37,315,16261,50003
52,63,319,20080,50003
71,36,490,13017,50003
72,141,1771,40284,50003
53,48,221,7799,50003
51,35,432,32331,50025
61,54,1881,66130,50025
52,49,513,29644,50025
62,169,3440,146404,50025
71,43,1658,28124,50025
81,151,558,14192,50025
71,22,123,2916,50001
72,92,991,25351,50001
51,18,103,2557,50001
11,16,36,816,50001
21,5,20,1304,50001
22,5,0,0,50001
52,41,309,18407,50001
81,105,498,16442,50001
23,173,790,40854,50001
53,32,69,2807,50001
54,126,571,46283,50001
99,3,7,153,50001
42,38,271,15342,50001
55,3,0,0,50001
56,67,314,13456,50001
61,26,0,0,50001
62,127,2105,86179,50001
