Naics,Establishments,Employees,Payroll
113310,171,498,17801
212111,26,2277,214530
212112,28,3411,285781
211120,49,296,24352
212312,3,137,7360
213111,6,115,10642
211130,48,740,78877
213113,7,500,39384
213112,102,1675,123031
221121,3,12,1351
221122,56,1999,215894
221112,11,507,60020
221111,4,58,7187
221210,22,707,68412
221310,14,318,25952
238990,110,967,53704
236220,121,1443,84560
238310,20,149,4849
238210,243,2473,145558
238350,37,196,10180
238330,23,56,2220
238130,11,43,2029
238150,3,51,2162
237310,27,1230,96817
236210,3,31,1248
237210,7,11,393
238140,56,179,8133
236117,43,391,17909
236115,400,1408,53974
237120,20,930,104457
238290,11,112,10287
238390,3,17,585
238190,8,96,5445
237990,3,99,4640
238320,53,294,16019
238220,361,2604,133783
238110,20,183,9139
237130,18,549,34075
236118,446,1430,51136
238160,70,593,31483
238170,14,73,2693
238910,354,3596,216124
237110,10,147,10383
314999,3,6,182
311611,3,27,460
311811,14,174,3927
325199,5,278,27735
325998,3,47,3221
326199,6,1276,49355
324121,3,23,1933
323111,36,930,59063
323113,9,81,2284
325120,4,39,3539
325211,6,230,22966
327320,17,199,9518
321113,40,811,31585
325611,3,1790,114755
321920,3,68,3181
339116,13,95,3401
332813,3,107,5493
332312,15,238,11052
332710,59,775,37699
332812,4,327,33869
333131,17,326,20090
336211,3,30,925
332313,3,110,6492
332322,3,28,1085
339950,3,26,1115
339113,3,19,453
423110,7,355,12159
424810,7,145,7964
423320,5,23,1651
423430,4,53,3136
423810,64,956,62024
424210,11,377,49351
423610,36,528,33581
423820,7,30,1568
423210,4,34,1892
423830,104,1166,76125
423840,47,406,22438
423310,13,156,9134
423450,10,292,20593
423510,12,265,12330
423120,21,315,13472
423420,26,160,8414
424690,24,216,13005
423390,13,226,12962
423690,3,8,182
424490,31,822,59275
423990,13,83,4984
424990,7,30,1836
423490,3,37,2337
424950,3,16,1124
424710,7,47,3935
423720,25,243,19402
423930,42,462,21613
423330,9,81,4027
423850,7,40,1407
423910,3,18,1407
424120,4,21,885
423130,10,181,8390
423730,22,153,11087
425120,18,117,7853
446199,51,345,13696
442299,12,92,2165
441310,264,2393,69389
445310,47,213,5075
448130,6,31,504
448150,11,49,797
445120,70,369,6106
446120,33,412,9118
443142,45,364,12237
448140,73,1936,27535
442210,38,244,12021
446191,22,97,1628
445230,3,16,271
442110,76,777,31886
447110,858,8559,188231
444130,54,455,14861
444110,22,2514,67973
443141,4,33,1036
448310,56,261,9389
445210,3,9,206
448110,7,32,962
441228,30,376,15986
441110,125,5113,325402
444220,64,545,16232
446130,29,160,4816
444190,138,1242,55133
448190,24,146,3234
447190,21,305,7569
444210,7,55,1675
444120,6,22,813
446110,365,4273,173076
441210,10,105,4947
448210,65,576,10451
445110,254,9914,227233
441320,106,1015,38878
441120,114,557,26810
448120,85,545,6603
452319,469,4424,80504
453998,88,299,11011
451211,28,191,4089
452210,17,1301,19742
454110,59,532,17240
453110,54,264,5631
454310,22,127,4918
453220,77,409,6153
451120,21,358,8058
453930,11,94,7227
451140,8,54,1162
453210,3,9,315
454390,55,324,16824
453910,3,41,1185
451130,3,29,367
451110,78,1103,27231
453991,106,595,12965
453310,86,708,12907
454210,7,193,6647
452311,21,5177,153761
488510,14,95,9598
484110,105,786,37941
484122,19,580,38343
484121,89,688,37937
488410,55,307,10999
488190,4,180,14283
488490,6,10,355
486210,52,474,51788
484220,360,2261,115984
484230,22,572,34112
492110,28,1477,64764
493110,27,3152,122573
492210,3,3,125
493190,3,9,331
518210,10,502,30644
519130,3,13,1544
519120,3,12,155
512110,7,8,406
512131,3,29,526
511120,4,12,367
515112,12,139,5657
511210,3,24,2321
517911,8,42,1078
515120,4,119,7890
