Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,2688,2517,32067,364088,349473,290800,529909,181026,630982,184244,442469,387173,1597900,180312,815366,392700,709
2018,2795,2933,41220,376794,347411,301336,532743,186448,634423,191081,450444,415247,1638109,183490,818046,395560,752
2019,2753,3082,42103,387465,341841,309688,539369,191796,640015,188342,461326,435962,1705705,187085,823156,396562,862
2020,2730,2929,40425,383219,334809,312491,531231,185679,655503,191606,456541,431470,1760452,184905,792022,389054,1038
2021,2680,2674,39878,357839,301263,297705,526125,170704,621956,180166,412841,382636,1670386,112767,585123,346320,916
