Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,2703,1964,3931,107373,119942,56558,137680,27302,104269,78367,132925,55323,405313,47478,243066,105665,73
2018,3443,7667,12518,114925,119648,56845,138362,28028,109329,81007,129265,56472,408579,47493,250784,103613,105
2019,3470,6389,12357,118331,122755,55375,138166,28359,111362,76090,128158,56857,408642,45737,249655,104646,83
2020,3751,5155,12067,122880,123620,53494,137748,28161,111336,76498,117441,57280,413835,44884,244729,103512,144
2021,3626,1646,11201,122342,119182,49042,138390,28048,111408,73196,117494,53272,402926,34292,209932,95705,66
