Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,557,118,321,13861,6850,2573,8874,4909,11473,1029,7286,1634,16072,2811,14849,14794,68
2018,557,122,325,13954,6820,2550,8736,5045,11422,986,7149,1623,16053,2847,14903,14709,100
2019,522,112,314,13907,6678,2465,8712,5097,11338,978,7218,1629,16474,2902,14968,14634,98
2020,516,100,328,14046,6577,2444,8625,5240,11290,978,7454,1647,16660,2832,14762,14548,127
2021,506,91,334,14285,6521,2401,8583,5469,11344,937,7674,1640,16993,2855,14929,14591,77
