Naics,Establishments,Employees,Payroll,fips
236115,4,10,432,47047
236117,3,0,0,47047
236118,7,37,2110,47047
236220,6,82,2911,47047
237310,4,81,4016,47047
238110,8,201,9124,47047
238160,6,22,804,47047
238210,15,116,5623,47047
238220,15,94,4762,47047
238910,7,58,2551,47047
238990,3,8,326,47047
326199,3,0,0,47047
332312,3,0,0,47047
332322,3,0,0,47047
425120,7,19,1562,47047
441310,5,35,1064,47047
444130,3,19,418,47047
445110,4,174,3659,47047
446110,6,49,2016,47047
447110,25,100,1762,47047
452319,9,53,928,47047
453220,3,15,167,47047
484121,3,5,217,47047
484220,6,26,907,47047
488510,4,0,0,47047
492110,4,49,2292,47047
517311,5,0,0,47047
522110,20,152,8222,47047
524210,10,33,2156,47047
531110,3,3,101,47047
531210,3,4,291,47047
541110,6,19,628,47047
541940,6,50,1104,47047
551114,4,0,0,47047
561621,3,5,63,47047
561720,4,0,0,47047
561730,18,185,6906,47047
561790,3,17,800,47047
621111,10,56,3073,47047
621210,5,29,1611,47047
621320,3,6,232,47047
621340,3,10,261,47047
621498,3,53,1970,47047
624410,3,27,488,47047
722511,15,226,2826,47047
722513,13,324,3358,47047
722515,3,29,145,47047
811111,5,12,477,47047
811121,4,37,1808,47047
811310,3,8,316,47047
812112,4,7,181,47047
813110,38,176,3147,47047
447110,5,25,352,47067
624190,3,9,123,47067
722511,22,262,2778,47073
722513,30,719,8766,47073
722515,3,15,105,47073
811111,8,36,1115,47073
811121,6,22,757,47073
812112,3,6,139,47073
812210,4,31,908,47073
812220,3,5,105,47073
813110,43,132,2095,47073
236118,4,3,93,47073
236220,4,0,0,47073
238110,3,12,302,47073
238140,3,20,283,47073
238160,5,0,0,47073
238210,4,4,93,47073
238220,10,40,1301,47073
238910,6,18,559,47073
238990,5,24,683,47073
323111,4,0,0,47073
326199,3,0,0,47073
423840,3,21,1168,47073
423930,3,0,0,47073
425120,3,22,370,47169
446110,3,38,1039,47169
447110,5,37,759,47169
621111,6,17,356,47169
624410,3,11,292,47169
722511,5,61,597,47169
722513,3,136,1532,47169
813110,5,17,229,47169
236220,3,10,377,47169
441110,3,0,0,47073
441310,9,62,1012,47073
444190,3,21,497,47073
445110,9,403,6675,47073
445120,3,0,0,47073
446110,13,147,5742,47073
447110,26,127,2089,47073
452319,13,105,1596,47073
453310,5,52,693,47073
453991,4,8,111,47073
454110,3,0,0,47073
484121,4,0,0,47073
484220,4,0,0,47073
517311,4,8,659,47073
522110,20,92,3995,47073
522130,5,38,1447,47073
522291,6,21,582,47073
522390,5,10,277,47073
523920,4,0,0,47073
524210,10,32,1328,47073
531110,10,34,1050,47073
531130,3,8,154,47073
541110,10,31,1413,47073
541370,3,2,43,47073
541620,3,0,0,47073
541940,5,35,873,47073
561320,7,535,9133,47073
561720,5,17,337,47073
561730,5,6,136,47073
621111,10,146,11369,47073
621210,9,66,3931,47073
621320,3,18,330,47073
621340,4,38,1498,47073
621498,3,0,0,47073
236115,3,2,93,47091
238220,3,18,665,47091
238910,4,11,256,47091
444190,4,30,857,47091
445110,4,134,1586,47091
446110,4,70,2030,47091
447110,8,32,524,47091
452319,5,44,614,47091
453110,3,0,0,47091
454310,4,23,840,47091
484121,7,0,0,47091
522110,4,0,0,47091
522291,8,29,1057,47091
531110,5,17,196,47091
541110,3,7,301,47091
541611,4,0,0,47091
621111,5,26,535,47091
722511,9,71,921,47091
722513,12,174,2160,47091
621610,3,0,0,47073
623110,4,368,10400,47073
624120,3,0,0,47073
624410,7,43,426,47073
713940,4,15,169,47073
722310,3,0,0,47073
812210,3,6,224,47091
813110,25,53,596,47091
321113,4,0,0,47111
321920,3,20,308,47111
333514,3,15,1311,47111
337110,4,50,1480,47111
441310,3,0,0,47111
445110,3,60,896,47111
446110,4,51,1920,47111
447110,11,42,603,47111
448140,3,9,76,47111
452319,4,38,490,47111
484110,3,13,254,47111
484121,4,41,1635,47111
522110,11,212,12012,47111
522291,7,25,574,47111
522390,3,5,138,47111
524210,7,24,1433,47111
531110,5,9,135,47111
541110,4,5,224,47111
541219,3,6,160,47111
541940,4,13,279,47111
562111,3,5,206,47111
621111,7,47,1821,47111
621210,4,20,1340,47111
621399,3,0,0,47111
621610,3,80,1397,47111
623110,3,222,4764,47111
624410,6,69,815,47111
722511,9,106,1374,47111
722513,11,152,1943,47111
811111,8,14,425,47111
811121,3,11,370,47111
812210,3,0,0,47111
813110,8,19,310,47111
236115,3,0,0,47111
236118,3,9,152,47111
424510,4,9,299,47103
441110,4,101,5277,47103
441120,6,17,404,47103
441310,5,48,886,47103
441320,3,25,795,47103
444130,3,0,0,47103
444190,5,34,1258,47103
444220,3,49,1424,47103
445110,4,53,788,47103
445120,5,47,666,47103
445310,4,17,215,47103
446110,4,70,3154,47103
447110,21,85,1346,47103
448120,4,32,211,47103
451110,3,2,35,47103
452319,8,0,0,47103
453310,3,0,0,47103
454210,6,0,0,47103
484110,3,7,358,47103
484121,9,0,0,47103
484220,4,26,1050,47103
511120,3,56,3557,47103
515112,3,27,330,47103
522110,11,123,5409,47103
522291,7,21,712,47103
522390,5,7,199,47103
523920,3,0,0,47103
524210,11,34,1668,47103
531110,4,8,328,47103
531210,5,10,165,47103
541110,12,28,682,47103
541211,3,18,746,47103
541219,3,0,0,47103
541370,4,0,0,47103
541940,4,41,1810,47103
453220,4,14,162,47127
722511,3,33,570,47127
722513,4,14,210,47127
813110,4,15,107,47127
561320,3,0,0,47103
561710,3,0,0,47103
561720,4,19,445,47103
561730,11,70,1906,47103
562991,3,4,89,47103
621111,12,114,4373,47103
621210,8,57,1541,47103
621310,3,9,106,47103
621610,3,51,1582,47103
623210,6,0,0,47103
623312,3,66,1280,47103
624120,3,0,0,47103
624410,6,40,581,47103
721110,4,50,559,47103
722511,21,221,3171,47103
722513,19,394,4565,47103
811111,8,24,558,47103
811121,4,25,1015,47103
812990,3,10,121,47103
813110,22,152,2560,47103
236115,6,26,422,47103
237310,3,54,4730,47103
238210,3,18,449,47103
238220,11,32,1250,47103
238350,4,16,552,47103
238990,4,24,911,47103
321113,3,0,0,47103
323113,3,38,1023,47103
531210,4,10,566,47051
541110,13,30,1065,47051
541211,3,0,0,47051
541370,3,17,658,47051
541330,3,0,0,47051
541611,4,4,173,47051
541940,3,40,1419,47051
561710,4,0,0,47051
561720,4,12,187,47051
561730,12,20,522,47051
611620,3,0,0,47051
621111,19,259,16337,47051
621210,11,76,2651,47051
621310,4,11,291,47051
621340,5,21,958,47051
621399,3,0,0,47051
621610,4,93,5620,47051
621910,3,73,2457,47051
623210,16,0,0,47051
623312,5,64,1237,47051
624190,4,33,1116,47051
624410,5,25,296,47051
713940,3,11,74,47051
236115,7,24,1287,47147
236117,6,10,491,47147
236118,10,36,1053,47147
236220,4,48,2353,47147
237310,4,0,0,47147
484230,3,0,0,47147
488190,3,20,576,47147
488410,3,0,0,47147
488510,5,16,750,47147
493110,3,0,0,47147
722511,36,740,11634,47147
722513,51,1197,14288,47147
238110,4,108,5721,47147
238120,4,59,3378,47147
238130,3,9,371,47147
238140,3,3,86,47147
238160,7,76,4957,47147
238170,3,0,0,47147
238190,3,0,0,47147
238210,22,187,9340,47147
517311,4,0,0,47147
517312,3,9,293,47147
522110,19,156,7942,47147
811111,18,75,2902,47147
811121,7,23,1197,47147
811310,7,30,1886,47147
238220,23,124,5383,47147
238290,4,0,0,47147
238310,3,44,2215,47147
238320,8,16,890,47147
238350,4,19,613,47147
238390,3,38,923,47147
238910,12,16,1237,47147
522291,13,34,1245,47147
522298,4,15,753,47147
522390,5,8,375,47147
523120,4,6,324,47147
523920,6,0,0,47147
812112,14,50,1004,47147
812199,5,22,107,47147
812210,6,44,1535,47147
721110,3,94,2103,47051
722320,5,7,84,47051
212312,3,0,0,47051
722511,25,315,4396,47051
722513,21,413,5336,47051
722515,3,14,80,47051
811111,4,3,191,47051
811121,3,20,859,47051
236115,6,23,745,47051
236118,7,20,705,47051
236220,6,63,2098,47051
237110,3,0,0,47051
238110,3,4,57,47051
238140,4,19,258,47051
811490,3,8,158,47051
812112,4,12,242,47051
812210,13,110,2512,47051
812910,3,0,0,47051
238160,4,7,189,47051
238220,3,15,398,47051
238350,4,7,328,47051
238910,4,47,2030,47051
326199,3,223,7888,47051
813110,42,176,3271,47051
332710,3,55,2235,47051
423820,3,8,189,47051
441110,4,155,5199,47051
441222,3,22,783,47051
441310,4,48,892,47051
442110,4,50,1056,47051
444190,8,157,7027,47051
444210,3,0,0,47051
444220,3,0,0,47051
445110,4,62,780,47051
445120,3,9,87,47051
445310,5,9,104,47051
238990,10,42,1975,47147
321911,3,0,0,47147
323111,3,8,167,47147
327320,3,0,0,47147
524210,24,79,2936,47147
531110,5,11,436,47147
531130,7,10,364,47147
531210,10,26,1703,47147
531311,5,9,293,47147
813110,64,334,6180,47147
813910,4,10,363,47147
332323,3,0,0,47147
332710,7,51,1842,47147
333514,6,74,4917,47147
336370,3,0,0,47147
532120,3,56,3578,47147
541110,16,37,1378,47147
541211,8,67,2518,47147
423120,3,5,274,47147
423450,4,19,348,47147
423830,7,147,8427,47147
541219,7,23,616,47147
541330,4,0,0,47147
541370,4,13,452,47147
541511,4,5,333,47147
541512,4,5,369,47147
541611,3,3,95,47147
541940,3,57,1905,47147
424690,3,2,127,47147
424910,6,90,3527,47147
441110,5,176,8922,47147
551114,8,108,9288,47147
561110,3,35,799,47147
561320,4,479,18667,47147
561720,7,29,705,47147
441120,4,30,386,47147
446110,7,59,2988,47051
447110,32,138,2160,47051
448120,4,20,199,47051
452319,10,88,1299,47051
453110,3,7,65,47051
454110,3,2,29,47051
484121,4,33,1594,47051
484220,7,44,2062,47051
485410,6,13,135,47051
517311,4,25,1395,47051
522110,10,131,6372,47051
522291,12,41,1357,47051
522390,3,6,169,47051
523920,3,0,0,47051
524210,13,58,1952,47051
441310,10,104,2142,47147
442110,3,22,751,47147
443142,3,0,0,47147
444130,4,29,420,47147
444190,3,37,1782,47147
561730,14,47,1604,47147
562111,3,0,0,47147
562212,3,0,0,47147
611110,5,242,7023,47147
611620,3,0,0,47147
444220,5,0,0,47147
445120,5,8,156,47147
445110,7,92,1879,47147
445310,8,29,574,47147
621111,37,267,18497,47147
621210,18,104,5359,47147
446110,14,229,6868,47147
447110,29,156,2978,47147
447190,5,119,2054,47147
448120,5,33,285,47147
621310,4,6,168,47147
621320,4,28,959,47147
621340,5,52,1699,47147
621512,3,0,0,47147
621610,6,56,1820,47147
623110,6,384,11277,47147
451110,3,35,752,47147
452319,14,117,2130,47147
453310,4,0,0,47147
453998,5,16,476,47147
