,fips,relevant_naics,YEAR,estab,emp,payann
1,47,1133,2018,84,501,16524
3,47,1152,2018,28,74,2051
5,47,1151,2018,6,9,364
7,47,1153,2018,3,55,1095
9,47,2121,2018,3,0,187
11,47,2122,2018,3,310,19826
13,47,2123,2018,75,972,60474
15,47,2131,2018,8,56,6937
17,47,2211,2018,24,442,40893
19,47,2212,2018,4,100,10943
21,47,2213,2018,9,116,9402
23,47,2382,2018,2844,40350,2230210
25,47,2383,2018,1348,10929,501741
27,47,2381,2018,1346,15012,767957
29,47,2373,2018,137,4920,296621
31,47,2372,2018,69,349,30500
33,47,2362,2018,660,11045,773234
35,47,2379,2018,36,362,24551
37,47,2389,2018,1129,11109,561453
39,47,2361,2018,2105,9786,520647
41,47,2371,2018,286,8550,512607
43,47,3111,2018,3,60,7649
45,47,3116,2018,17,5646,192546
47,47,3118,2018,105,6164,298649
49,47,3121,2018,141,4140,207406
51,47,3152,2018,31,388,11414
53,47,3115,2018,4,209,10799
56,47,3114,2018,6,58,2256
58,47,3112,2018,8,1505,109122
60,47,3119,2018,21,1667,83538
62,47,3169,2018,10,52,1117
64,47,3149,2018,51,783,38540
66,47,3113,2018,22,1733,63233
68,47,3133,2018,3,6,238
70,47,3141,2018,15,309,10407
72,47,3251,2018,35,10356,1059258
74,47,3273,2018,123,3066,144165
76,47,3271,2018,16,1565,75048
78,47,3222,2018,81,6257,322777
80,47,3272,2018,14,1341,64844
82,47,3259,2018,29,1241,84649
84,47,3279,2018,50,742,34690
86,47,3219,2018,225,7954,308097
88,47,3255,2018,16,832,70857
90,47,3253,2018,9,151,5778
92,47,3241,2018,27,730,74162
94,47,3254,2018,12,1012,61572
96,47,3261,2018,196,15451,685064
98,47,3231,2018,482,9867,476896
100,47,3252,2018,11,648,55070
102,47,3262,2018,23,1781,108154
104,47,3211,2018,84,1250,43297
106,47,3256,2018,27,1867,109754
108,47,3212,2018,3,48,993
110,47,3364,2018,6,380,28881
112,47,3331,2018,16,3662,190469
114,47,3313,2018,3,331,23071
116,47,3323,2018,241,7674,433152
118,47,3343,2018,6,11,463
120,47,3324,2018,10,411,21251
122,47,3328,2018,75,1143,55845
124,47,3333,2018,9,743,42894
126,47,3351,2018,4,80,3014
128,47,3353,2018,7,102,10218
130,47,3336,2018,3,434,34894
132,47,3321,2018,8,530,32428
134,47,3315,2018,5,176,7282
136,47,3325,2018,4,275,9937
138,47,3371,2018,184,4621,155029
140,47,3352,2018,3,42,2502
142,47,3332,2018,16,494,32906
144,47,3311,2018,3,251,18568
146,47,3327,2018,371,5543,296933
148,47,3346,2018,8,185,5708
150,47,3391,2018,157,7289,581286
152,47,3335,2018,105,1943,116683
154,47,3362,2018,12,799,47141
156,47,3363,2018,168,36389,1972778
158,47,3345,2018,38,1552,115759
160,47,3314,2018,3,293,21463
162,47,3372,2018,37,1281,60852
164,47,3359,2018,3,61,3018
166,47,3329,2018,53,7369,527923
168,47,3339,2018,56,2509,150608
170,47,3399,2018,230,4430,201592
172,47,3369,2018,4,133,5531
174,47,3344,2018,3,92,2540
176,47,3366,2018,5,1966,92965
178,47,3326,2018,7,346,16779
180,47,3312,2018,6,373,22190
182,47,3334,2018,13,2019,135320
184,47,4243,2018,82,3781,187887
186,47,4248,2018,45,3206,186374
188,47,4246,2018,200,2352,176239
190,47,4242,2018,129,3065,206969
192,47,4245,2018,36,437,37264
194,47,4232,2018,151,2169,126204
196,47,4244,2018,392,15238,1003621
198,47,4237,2018,343,4608,346530
200,47,4236,2018,447,8605,629370
202,47,4233,2018,343,5316,302999
204,47,4238,2018,1085,14181,923297
206,47,4235,2018,151,2958,232142
208,47,4239,2018,432,5859,286420
210,47,4249,2018,360,5777,275952
212,47,4231,2018,436,10175,625596
214,47,4241,2018,140,2766,177239
216,47,4247,2018,77,1851,94500
218,47,4234,2018,614,12442,964039
220,47,4251,2018,461,3628,256261
222,47,4411,2018,1144,27653,1442677
224,47,4413,2018,1341,12609,366197
226,47,4453,2018,599,2799,68144
228,47,4441,2018,1272,27312,824558
230,47,4481,2018,1913,24048,364933
232,47,4431,2018,457,5469,158928
234,47,4421,2018,455,4216,163402
236,47,4471,2018,3465,21826,424121
238,47,4451,2018,1390,40727,831035
240,47,4461,2018,1922,22315,795737
242,47,4422,2018,437,4170,109976
244,47,4483,2018,299,1851,61208
246,47,4442,2018,391,4404,133911
248,47,4412,2018,223,2809,123077
250,47,4482,2018,467,4625,79148
252,47,4452,2018,234,1563,27531
254,47,4512,2018,135,1259,22186
256,47,4522,2018,72,7239,139348
258,47,4543,2018,405,2275,87034
260,47,4541,2018,547,12795,496230
262,47,4531,2018,226,1062,19775
264,47,4523,2018,1601,51998,1319911
266,47,4532,2018,495,3947,83897
268,47,4539,2018,1039,5903,160647
270,47,4511,2018,625,8514,167501
272,47,4533,2018,392,5153,81248
274,47,4542,2018,85,898,25368
276,47,4855,2018,14,1064,46977
278,47,4885,2018,374,6008,378616
280,47,4841,2018,1479,48394,2428104
282,47,4832,2018,7,1919,161811
285,47,4812,2018,20,336,19212
287,47,4869,2018,10,45,5106
289,47,4889,2018,5,109,3324
291,47,4859,2018,30,634,13613
293,47,4862,2018,6,69,9206
295,47,4871,2018,8,107,3051
297,47,4872,2018,3,107,3345
299,47,4811,2018,24,2407,106517
301,47,4854,2018,124,1144,23766
303,47,4842,2018,689,9630,456799
305,47,4881,2018,69,2642,112885
307,47,4882,2018,17,268,13698
309,47,4884,2018,208,2052,70667
311,47,4883,2018,16,331,17984
313,47,4853,2018,32,331,8366
315,47,4851,2018,8,1149,57020
317,47,4921,2018,415,31058,1465632
319,47,4922,2018,38,573,11303
321,47,4931,2018,399,26687,1104129
323,47,5182,2018,208,4372,380957
325,47,5121,2018,251,3692,105419
327,47,5111,2018,237,4967,251589
329,47,5191,2018,90,1066,97012
331,47,5179,2018,36,305,15355
333,47,5151,2018,156,4017,234016
335,47,5112,2018,142,2748,307607
337,47,5122,2018,226,2195,190761
339,47,5173,2018,1200,21067,1122837
341,47,5223,2018,786,6578,420842
343,47,5242,2018,2734,20671,1633266
345,47,5221,2018,2706,33670,2299255
347,47,5241,2018,472,32184,2672477
349,47,5222,2018,1622,14741,997376
351,47,5239,2018,1009,4851,789350
353,47,5259,2018,3,12,830
355,47,5231,2018,420,5189,839275
357,47,5313,2018,1161,11106,590890
359,47,5321,2018,348,3863,156303
361,47,5324,2018,267,2794,170945
363,47,5322,2018,443,3264,123692
365,47,5323,2018,36,206,8200
367,47,5331,2018,27,546,35264
369,47,5311,2018,2275,9198,440498
371,47,5312,2018,1305,4308,239076
373,47,5412,2018,1881,19505,1201436
375,47,5418,2018,506,4487,292182
377,47,5413,2018,1492,21115,1600816
379,47,5415,2018,1221,15899,1371589
381,47,5411,2018,2671,14943,1060724
383,47,5416,2018,1837,16725,1363525
385,47,5419,2018,1010,11959,440886
387,47,5417,2018,156,7512,832977
389,47,5414,2018,288,1218,64509
391,47,5511,2018,1472,91114,9575085
393,47,5614,2018,446,24333,972638
395,47,5613,2018,1046,76135,2382420
397,47,5612,2018,81,5533,313765
399,47,5616,2018,448,24188,685044
401,47,5611,2018,458,8024,510722
403,47,5619,2018,241,6320,199167
405,47,5629,2018,162,3797,255372
407,47,5617,2018,3436,51336,1228309
409,47,5615,2018,141,1568,85550
411,47,5621,2018,184,3424,178362
413,47,5622,2018,48,1405,103238
415,47,6114,2018,93,1109,82252
417,47,6113,2018,59,24164,969185
419,47,6117,2018,62,716,30350
421,47,6111,2018,288,18895,723887
423,47,6112,2018,5,386,10139
425,47,6116,2018,616,6683,186065
427,47,6115,2018,136,1451,52511
429,47,6244,2018,1218,15997,289834
431,47,6242,2018,211,2111,80196
433,47,6233,2018,330,13718,330881
435,47,6221,2018,46,91387,5874606
437,47,6216,2018,579,22280,855923
439,47,6241,2018,1204,27576,615392
441,47,6215,2018,328,6905,415883
443,47,6231,2018,278,28202,934423
445,47,6212,2018,2185,15747,794365
447,47,6213,2018,2469,16106,684900
449,47,6211,2018,4386,65380,5773384
451,47,6219,2018,226,7406,359834
453,47,6239,2018,45,987,26610
455,47,6214,2018,1026,21219,1083360
456,47,6222,2018,9,1820,70132
458,47,6232,2018,621,17953,499128
460,47,6223,2018,9,5372,423000
462,47,6243,2018,43,872,19545
464,47,7114,2018,155,934,142082
466,47,7131,2018,56,3154,71273
468,47,7115,2018,312,965,72871
470,47,7121,2018,113,3750,109538
472,47,7139,2018,1321,21651,386183
474,47,7111,2018,502,4550,531857
476,47,7113,2018,130,2570,84363
478,47,7112,2018,22,1580,488790
480,47,7224,2018,306,4704,112086
482,47,7212,2018,109,602,18381
484,47,7225,2018,11014,245302,4055193
486,47,7213,2018,19,37,743
488,47,7223,2018,658,12944,296420
490,47,7211,2018,1436,33095,855460
492,47,8111,2018,2683,16801,622559
494,47,8139,2018,752,5463,267589
496,47,8134,2018,355,2407,70672
498,47,8113,2018,275,3035,159409
500,47,8122,2018,478,3734,136761
502,47,8123,2018,433,4348,140195
504,47,8112,2018,162,2566,116540
506,47,8132,2018,338,3262,197843
508,47,8129,2018,652,5154,106132
510,47,8114,2018,240,863,27471
512,47,8121,2018,1728,12022,287903
514,47,8131,2018,5656,50249,1062884
516,47,8133,2018,269,1909,88894
