,relevant_naics,estab,emp,payann,fips
64707,23,17,288,13243,47091
64708,51,3,13,355,47091
64709,52,17,114,4969,47091
64710,53,10,22,388,47091
64711,54,16,60,2277,47091
64712,56,6,21,621,47091
64713,62,23,519,18912,47091
64714,71,3,10,196,47091
64715,72,27,270,4084,47091
64716,81,33,82,1285,47091
64717,23,102,830,40718,47047
64719,11,3,2,190,47047
64720,42,41,478,27683,47047
64721,51,10,41,2045,47047
64722,52,38,214,12411,47047
64723,53,16,80,2035,47047
64724,54,35,121,3916,47047
64725,55,6,252,42572,47047
64726,56,34,575,20377,47047
64727,62,50,529,17433,47047
64728,61,3,134,4226,47047
64729,71,5,25,730,47047
64730,72,35,498,6563,47047
64731,81,70,335,8303,47047
64733,52,3,11,307,47067
64734,53,5,12,238,47067
64735,62,10,154,5816,47067
64736,54,4,7,85,47067
64737,72,4,65,730,47067
64738,81,3,14,301,47067
64740,23,11,49,1586,47169
64741,42,4,25,560,47169
64742,52,5,52,2786,47169
64743,54,7,60,1642,47169
64744,56,3,354,19913,47169
64745,62,20,252,7867,47169
64746,72,8,140,2318,47169
64747,81,13,56,2179,47169
64749,23,46,228,8222,47073
64750,42,16,155,9870,47073
64752,23,47,245,9215,47103
64754,23,18,71,2349,47111
64755,42,9,60,2937,47111
64756,51,6,102,7007,47111
64757,52,29,289,12777,47111
64758,51,9,49,1452,47073
64759,52,47,200,7539,47073
64760,53,25,80,2527,47073
64761,54,36,107,4004,47073
64762,53,11,31,485,47111
64763,54,21,62,2098,47111
64764,56,11,24,867,47111
64765,62,37,670,19820,47111
64766,72,27,290,3946,47111
64767,81,32,105,2706,47111
64768,55,4,136,9834,47073
64769,56,33,610,13385,47073
64770,62,57,1189,45930,47073
64771,71,8,18,210,47073
64772,72,72,1049,12072,47073
64773,42,30,225,18128,47103
64774,81,79,345,7594,47073
64775,51,12,143,6362,47103
64776,52,43,216,9924,47103
64777,53,21,109,3096,47103
64778,54,33,136,4792,47103
64780,23,8,44,1542,47127
64781,52,3,10,500,47127
64782,54,5,24,746,47127
64783,56,3,51,1947,47127
64784,62,5,122,3755,47127
64785,72,8,50,894,47127
64786,81,9,15,188,47127
64787,56,33,258,8031,47103
64788,61,3,21,218,47103
64789,62,62,894,33586,47103
64790,71,6,4,62,47103
64791,72,46,620,8578,47103
64792,81,57,319,6767,47103
64794,11,3,4,320,47147
64795,22,3,33,2913,47147
64796,23,163,1198,64615,47147
64797,21,4,74,5655,47051
64798,23,58,247,8813,47051
64800,11,3,13,575,47051
64801,42,16,72,3613,47051
64802,42,48,1029,37021,47147
64803,51,13,80,2405,47051
64804,52,46,260,10555,47051
64805,53,14,34,1650,47051
64806,51,12,45,2345,47147
64807,52,86,370,18323,47147
64808,54,46,531,34863,47051
64809,56,31,1041,47737,47051
64810,61,7,1712,46965,47051
64811,62,93,1563,67969,47051
64812,71,11,51,1633,47051
64813,72,61,893,13860,47051
64814,53,46,141,7769,47147
64815,54,60,271,16577,47147
64816,55,7,84,9474,47147
64817,56,52,872,30720,47147
64818,61,9,266,7715,47147
64819,62,129,2024,81749,47147
64820,81,92,388,10214,47051
64821,71,19,157,2722,47147
64822,72,107,2003,30519,47147
64824,22,4,35,2663,47009
64825,23,241,2162,98477,47009
64826,81,144,661,16376,47147
64828,23,113,727,34243,47021
64829,42,20,176,8314,47021
64830,42,102,1884,119332,47009
64831,51,3,10,619,47021
64832,52,28,144,6139,47021
64833,53,23,52,2314,47021
64834,54,42,190,9540,47021
64835,55,3,225,55973,47021
64836,56,49,512,10989,47021
64837,61,8,156,1967,47021
64838,62,53,711,25044,47021
64839,71,4,77,2706,47021
64840,72,48,775,11399,47021
64841,81,63,189,4601,47021
64842,51,27,380,15392,47009
64844,22,3,12,458,47019
64845,23,66,695,41076,47019
64846,42,10,44,1979,47019
64847,52,175,2223,135321,47009
64848,53,95,455,13230,47009
64849,51,9,71,2727,47019
64850,52,55,287,16644,47019
64851,54,199,3469,380509,47009
64852,55,25,714,68267,47009
64853,56,120,2400,66344,47009
64854,53,22,82,2106,47019
64855,54,42,180,5336,47019
64856,56,25,112,3293,47019
64857,61,3,684,11721,47019
64858,62,77,1713,67134,47019
64859,71,7,37,1071,47019
64860,72,79,1368,18290,47019
64861,81,113,606,13989,47019
64862,61,32,892,24539,47009
64863,62,241,6307,294738,47009
64865,23,35,231,10322,47057
64866,71,30,284,4340,47009
64867,72,211,5351,99764,47009
64868,81,288,1993,53040,47009
64869,42,5,77,6693,47057
64870,52,9,35,1144,47057
64871,53,9,9,110,47057
64872,54,9,50,2608,47057
64873,56,5,30,545,47057
64874,62,10,194,5120,47057
64875,71,4,8,176,47057
64876,72,20,153,2297,47057
64877,81,32,140,3122,47057
64879,11,3,7,220,47055
64880,23,35,249,12562,47055
64882,23,13,117,4878,47097
64883,42,23,691,31718,47097
64884,51,9,28,1191,47097
64885,52,29,177,7265,47097
64886,53,15,82,3761,47097
64887,54,14,43,1418,47097
64888,56,7,74,1269,47097
64889,62,37,662,23077,47097
64890,71,3,17,197,47097
64891,72,20,324,4053,47097
64892,81,33,141,3634,47097
64893,42,18,250,15829,47055
64895,11,6,60,2386,47099
64896,51,11,181,8923,47055
64897,52,39,259,12447,47055
64898,53,13,41,1256,47055
64899,54,29,149,6645,47055
64900,56,26,310,10986,47055
64901,61,3,281,7436,47055
64902,62,55,983,40639,47055
64903,71,5,8,136,47055
64904,72,49,693,9823,47055
64905,81,52,200,4842,47055
64906,23,47,369,16880,47099
64907,42,31,449,20125,47099
64909,11,5,12,1010,47113
64910,23,174,2203,132737,47113
64911,51,12,85,2835,47099
64912,52,51,259,12845,47099
64914,23,31,161,6810,47115
64915,42,18,225,15572,47115
64916,42,157,2404,115999,47113
64917,51,4,34,1336,47115
64918,52,27,156,8460,47115
64919,53,9,32,614,47115
64920,54,29,91,5991,47115
64921,55,4,145,8456,47115
64922,56,12,277,4535,47115
64923,62,42,653,23928,47115
64924,71,5,23,405,47115
64925,72,56,1035,15181,47115
64926,81,48,195,5697,47115
64927,53,22,64,1971,47099
64928,54,34,213,7950,47099
64929,55,8,48,2522,47099
64930,56,24,204,6410,47099
64931,61,6,39,654,47099
64932,62,85,1363,51168,47099
64934,11,5,39,983,47133
64935,21,4,27,872,47133
64936,23,25,288,15884,47133
64937,42,8,91,4283,47133
64938,51,28,498,20930,47113
64939,52,182,1301,79930,47113
64940,51,8,59,2500,47133
64941,52,16,129,7478,47133
64942,53,6,8,91,47133
64943,54,26,121,3496,47133
64944,56,9,297,7649,47133
64945,62,33,632,27527,47133
64946,53,117,543,18731,47113
64947,54,157,1288,60006,47113
64948,71,4,13,147,47133
64949,72,33,480,6459,47133
64950,81,35,165,6794,47133
64951,56,133,3844,98839,47113
64952,61,21,2028,58089,47113
64953,62,353,13125,615176,47113
64954,71,7,41,518,47099
64955,72,61,947,13195,47099
64956,81,79,291,6278,47099
64957,55,15,325,17206,47113
64959,23,12,100,2539,47137
64960,52,5,50,1837,47137
64961,54,3,8,216,47137
64962,62,6,103,3475,47137
64963,71,3,22,686,47137
64964,72,11,98,2060,47137
64965,81,8,20,333,47137
64967,23,79,514,20177,47059
64968,71,30,360,6001,47113
64969,72,240,5714,85968,47113
64970,81,254,1961,46410,47113
64971,99,4,1,56,47113
64972,42,34,402,15812,47059
64974,11,3,142,14386,47165
64975,21,3,32,1915,47165
64976,22,4,49,4663,47165
64977,23,365,3003,181293,47165
64978,51,16,234,10278,47059
64979,52,82,557,23300,47059
64980,54,68,272,10941,47059
64981,53,39,151,5315,47059
64982,56,55,2172,40729,47059
64983,55,8,323,23438,47059
64984,61,7,505,14561,47059
64985,62,141,3812,142591,47059
64986,42,134,1407,79094,47165
64987,71,9,55,1272,47059
64988,72,109,2036,26899,47059
