Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,332,282,178,5472,1548,660,1922,2015,3788,108,1822,360,3713,1227,3574,3271,11
2018,336,294,178,5651,1519,645,1933,2109,3869,112,1858,374,3793,1236,3569,3354,33
2019,314,296,179,5699,1499,652,1943,2137,3897,113,1921,388,3829,1265,3568,3330,21
2020,329,279,176,5899,1475,647,1906,2247,3940,109,1989,403,3987,1255,3570,3350,40
2021,326,283,164,6302,1490,665,1945,2381,4047,107,2054,411,4132,1300,3711,3416,24
