Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,959,2830,1204,25561,15407,8062,15608,5888,17238,2483,13748,5282,71273,9920,51689,16652,14
2018,992,4067,2846,26855,15410,8310,16200,5978,17621,2995,15104,5825,72151,10234,51976,17135,44
2019,997,4032,2850,27928,15022,8253,16059,6143,18441,2811,15501,6047,71970,10213,52305,16986,28
2020,962,3953,2809,29294,14577,7649,16051,6135,19244,2867,15543,5886,72519,10377,52934,16790,34
2021,1381,3937,2678,30231,14571,7354,16302,6234,20098,2896,16191,5819,72643,9745,51711,16460,21
