Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,14165,1383,7535,190109,132705,139268,99901,50370,189599,102478,146140,53746,427731,63967,289700,118168,236
2018,14462,1502,9626,204982,134565,145964,105079,52140,195366,108576,147392,55108,436468,66796,296609,122054,285
2019,15142,1540,9599,208960,134706,150823,106884,53809,199999,114602,147479,56346,443707,69020,303530,123639,378
2020,14657,1529,10256,214806,134029,158099,109785,56264,207306,139706,148534,56743,444944,67913,299918,122303,490
2021,14654,1469,9975,213959,128123,157447,108799,53947,211091,130994,141739,49043,444671,46119,240521,105986,284
