Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,726734,80657,806137,12782646,8887475,23230112,8732952,2663136,16267915,13313835,6904074,1624831,23191406,2009126,6645014,4134127,7473
2018,784557,106580,1044580,14197684,9416295,26416035,9209067,2880759,17741479,14369905,7358546,1684801,25024855,2191517,7244952,4485734,13010
2019,832563,110243,1084072,15132689,9859824,26510368,9926409,3199416,18881832,15102767,7607967,1756695,25958280,2294174,7667671,4715261,13776
2020,786348,114537,1175112,15199611,10032472,34567972,11248775,3279381,20492476,17403995,7764999,1743346,26194099,1811568,6007980,4550593,17710
2021,830104,113577,1232760,16511475,10867333,41108701,12381473,3739486,23519148,17100607,8415754,1933591,27981320,2096545,7238667,4795070,12268
