,fips,relevant_naics,estab,emp,payann
0,12,11,1100,8441,265952
2,12,21,182,2474,169970
4,12,22,848,12399,1146557
6,12,23,53336,424480,20329283
8,12,42,31111,310096,18224339
10,12,51,9228,163769,12730377
12,12,52,32290,351694,28313132
14,12,53,37179,172596,8094243
16,12,54,79212,495680,34196254
18,12,55,2970,156452,13569187
20,12,56,36501,526744,18537220
22,12,61,7073,170031,6436492
24,12,62,61534,1128417,56247804
26,12,71,8889,212182,6777509
28,12,72,42000,969495,19371990
30,12,81,48566,328255,9677281
32,12,99,363,460,22020
