,fips,relevant_naics,YEAR,estab,emp,payann
1,12,11,2018,1098,7777,280911
3,12,21,2018,183,2924,218006
5,12,22,2018,791,26968,2864718
7,12,23,2018,56565,452078,22473299
9,12,42,2018,30779,317717,19699625
11,12,51,2018,9476,170606,13668768
13,12,52,2018,32569,351217,29384531
15,12,53,2018,38745,182360,8781690
17,12,54,2018,80471,513880,36845582
19,12,55,2018,2833,159664,13896817
21,12,56,2018,37007,552477,19452703
23,12,61,2018,7219,173538,6707800
25,12,62,2018,62604,1138986,58436799
27,12,71,2018,9185,219987,7197137
29,12,72,2018,42949,996551,20631772
31,12,81,2018,48979,332662,10059454
33,12,99,2018,644,687,22560
