"city","facebook","latitude","longitude","name","street","tags","twitter","type","website","zip"
"","https://www.facebook.com/historiclewesfarmersmarket/","","","Historic Lewes Farmers Market","","","","market","http://www.historiclewesfarmersmarket.org",""
