	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	GEO_ID	estab_agg	emp_agg	payann_agg	emp_api	payann_api	estab_api
0	26	999	Statewide	11	Fishing	26	1141	0500000US260030500000US260030500000US260190500000US260310500000US260490500000US260770500000US260770500000US260970500000US260970500000US261030500000US261030500000US261090500000US261090500000US261410500000US261410500000US261610500000US26161	19.25	0.0	0.0	14.8	2121.2	8.2
1	26	999	Statewide	11	Forest nurseries and gathering of forest products	26	1132	0500000US260070500000US260070500000US260430500000US260450500000US260630500000US260690500000US260690500000US260750500000US260810500000US260870500000US260990500000US261250500000US261350500000US261410500000US261410500000US261490500000US261570500000US261590500000US26163	20.25	9.0	146.0	19.6	697.6	7.2
2	26	999	Statewide	11	Hunting and trapping	26	1142	0500000US260210500000US260210500000US260370500000US260370500000US260630500000US260630500000US260870500000US260870500000US261030500000US261230500000US261230500000US261250500000US261250500000US261290500000US261350500000US26135	19.75	1.75	83.25	62.8	1185.4	10.6
3	26	999	Statewide	11	Logging	26	1133	0500000US260010500000US260010500000US260030500000US260030500000US260050500000US260050500000US260070500000US260070500000US260090500000US260090500000US260110500000US260130500000US260130500000US260150500000US260150500000US260170500000US260170500000US260210500000US260210500000US260230500000US260230500000US260250500000US260250500000US260270500000US260270500000US260290500000US260290500000US260310500000US260310500000US260330500000US260330500000US260350500000US260350500000US260370500000US260370500000US260410500000US260410500000US260430500000US260430500000US260450500000US260450500000US260470500000US260470500000US260490500000US260490500000US260510500000US260510500000US260530500000US260530500000US260550500000US260550500000US260570500000US260570500000US260610500000US260610500000US260650500000US260650500000US260670500000US260670500000US260690500000US260690500000US260710500000US260710500000US260730500000US260730500000US260750500000US260750500000US260790500000US260790500000US260810500000US260810500000US260830500000US260830500000US260850500000US260850500000US260890500000US260890500000US260910500000US260910500000US260930500000US260930500000US260950500000US260950500000US260970500000US260970500000US260990500000US261010500000US261010500000US261030500000US261030500000US261050500000US261050500000US261070500000US261070500000US261090500000US261090500000US261110500000US261110500000US261130500000US261130500000US261170500000US261170500000US261190500000US261190500000US261210500000US261210500000US261230500000US261230500000US261250500000US261270500000US261270500000US261290500000US261290500000US261310500000US261310500000US261330500000US261330500000US261350500000US261350500000US261370500000US261370500000US261390500000US261390500000US261410500000US261410500000US261430500000US261430500000US261450500000US261450500000US261490500000US261530500000US261530500000US261550500000US261550500000US261570500000US261570500000US261590500000US261590500000US261630500000US261650500000US26165	627.75	2014.75	84621.75	1562.8	59957.2	310.0
4	26	999	Statewide	11	Support activities for animal production	26	1152	0500000US260050500000US260050500000US260150500000US260150500000US260170500000US260210500000US260210500000US260250500000US260250500000US260270500000US260310500000US260370500000US260370500000US260410500000US260410500000US260450500000US260450500000US260470500000US260470500000US260490500000US260490500000US260530500000US260530500000US260570500000US260570500000US260630500000US260630500000US260650500000US260650500000US260670500000US260670500000US260710500000US260730500000US260730500000US260750500000US260750500000US260770500000US260770500000US260790500000US260790500000US260810500000US260810500000US260870500000US260870500000US260890500000US260890500000US260910500000US260910500000US260930500000US260930500000US260990500000US260990500000US261030500000US261030500000US261130500000US261130500000US261150500000US261150500000US261210500000US261210500000US261230500000US261230500000US261250500000US261250500000US261290500000US261290500000US261390500000US261390500000US261450500000US261450500000US261470500000US261470500000US261490500000US261550500000US261550500000US261570500000US261590500000US261590500000US261610500000US261610500000US261630500000US261630500000US26165	209.66666666666663	498.25	16323.0	770.4	25316.4	102.4
5	26	999	Statewide	11	Support activities for crop production	26	1151	0500000US260050500000US260050500000US260070500000US260070500000US260090500000US260150500000US260150500000US260170500000US260190500000US260190500000US260210500000US260210500000US260230500000US260230500000US260250500000US260250500000US260270500000US260270500000US260370500000US260370500000US260450500000US260450500000US260550500000US260550500000US260570500000US260570500000US260590500000US260590500000US260630500000US260630500000US260650500000US260650500000US260810500000US260810500000US260870500000US260870500000US260890500000US260930500000US261010500000US261010500000US261050500000US261050500000US261090500000US261090500000US261110500000US261110500000US261130500000US261130500000US261170500000US261170500000US261230500000US261230500000US261250500000US261250500000US261270500000US261270500000US261330500000US261330500000US261390500000US261390500000US261490500000US261490500000US261550500000US261550500000US261570500000US261570500000US261590500000US261590500000US261610500000US261610500000US261630500000US26163	143.91666666666666	331.25	17541.5	998.0	43111.0	70.8
6	26	999	Statewide	11	Support activities for forestry	26	1153	0500000US260030500000US260030500000US260050500000US260070500000US260070500000US260090500000US260090500000US260130500000US260250500000US260370500000US260390500000US260390500000US260410500000US260410500000US260450500000US260450500000US260510500000US260530500000US260530500000US260550500000US260610500000US260610500000US260650500000US260710500000US260710500000US260770500000US260790500000US260790500000US260810500000US260830500000US260850500000US260930500000US260950500000US260950500000US260970500000US260970500000US260990500000US261030500000US261030500000US261050500000US261050500000US261090500000US261090500000US261130500000US261150500000US261190500000US261230500000US261250500000US261330500000US261330500000US261350500000US261350500000US261370500000US261370500000US261450500000US261550500000US261610500000US261610500000US26165	74.58333333333333	10.25	546.25	40.6	3360.8	36.8
7	26	999	Statewide	11	Timber tract operations	26	1131	0500000US260070500000US260070500000US260130500000US260210500000US260530500000US260530500000US260610500000US261250500000US261410500000US261410500000US261530500000US261530500000US26165	13.75	0.0	0.0	20.2	1059.0	6.2
8	26	999	Statewide	21	Coal mining	26	2121	0500000US261030500000US26103	2.0	0.0	0.0	0.0	0.0	1.0
9	26	999	Statewide	21	Metal ore mining	26	2122	0500000US260530500000US260610500000US261030500000US261030500000US261090500000US261090500000US261250500000US261250500000US261630500000US26163	13.75	0.0	0.0	0.0	0.0	5.6
10	26	999	Statewide	21	Nonmetallic mineral mining and quarrying	26	2123	0500000US260050500000US260050500000US260070500000US260070500000US260090500000US260090500000US260130500000US260130500000US260150500000US260150500000US260190500000US260190500000US260210500000US260210500000US260230500000US260230500000US260250500000US260250500000US260270500000US260290500000US260290500000US260330500000US260330500000US260350500000US260350500000US260410500000US260410500000US260450500000US260450500000US260490500000US260490500000US260550500000US260570500000US260570500000US260590500000US260590500000US260650500000US260650500000US260690500000US260690500000US260730500000US260730500000US260750500000US260750500000US260770500000US260770500000US260810500000US260810500000US260830500000US260830500000US260870500000US260870500000US260890500000US260890500000US260930500000US260930500000US260970500000US260970500000US260990500000US260990500000US261010500000US261010500000US261030500000US261030500000US261070500000US261070500000US261130500000US261130500000US261150500000US261150500000US261170500000US261170500000US261210500000US261210500000US261230500000US261230500000US261250500000US261250500000US261270500000US261270500000US261290500000US261290500000US261330500000US261330500000US261350500000US261370500000US261370500000US261390500000US261390500000US261410500000US261410500000US261430500000US261430500000US261450500000US261450500000US261470500000US261510500000US261510500000US261530500000US261530500000US261550500000US261550500000US261570500000US261570500000US261610500000US261610500000US261630500000US261630500000US261650500000US26165	256.8333333333333	911.75	61664.5	1225.2	86788.2	125.6
11	26	999	Statewide	21	Oil and gas extraction	26	2111	0500000US260010500000US260010500000US260050500000US260050500000US260070500000US260090500000US260110500000US260110500000US260150500000US260150500000US260170500000US260170500000US260290500000US260350500000US260350500000US260370500000US260470500000US260490500000US260490500000US260550500000US260550500000US260570500000US260570500000US260590500000US260590500000US260630500000US260630500000US260650500000US260650500000US260730500000US260730500000US260770500000US260770500000US260790500000US260790500000US260810500000US260810500000US260870500000US260890500000US260890500000US260990500000US260990500000US261050500000US261050500000US261110500000US261110500000US261170500000US261170500000US261190500000US261250500000US261250500000US261270500000US261270500000US261290500000US261290500000US261330500000US261330500000US261370500000US261370500000US261410500000US261430500000US261470500000US261470500000US261570500000US261570500000US261630500000US261630500000US26165	164.5	398.75	33592.5	964.0	76879.6	81.8
12	26	999	Statewide	21	Support activities for mining	26	2131	0500000US260050500000US260050500000US260070500000US260070500000US260090500000US260110500000US260130500000US260130500000US260170500000US260170500000US260190500000US260190500000US260210500000US260210500000US260230500000US260230500000US260250500000US260250500000US260270500000US260270500000US260290500000US260350500000US260370500000US260370500000US260390500000US260390500000US260450500000US260450500000US260490500000US260490500000US260510500000US260550500000US260550500000US260610500000US260610500000US260650500000US260650500000US260670500000US260670500000US260730500000US260730500000US260750500000US260750500000US260770500000US260770500000US260790500000US260790500000US260810500000US260810500000US260890500000US260890500000US260930500000US260990500000US260990500000US261010500000US261010500000US261030500000US261030500000US261050500000US261050500000US261070500000US261070500000US261090500000US261090500000US261130500000US261130500000US261150500000US261150500000US261190500000US261190500000US261250500000US261250500000US261270500000US261270500000US261290500000US261290500000US261330500000US261330500000US261370500000US261370500000US261390500000US261410500000US261430500000US261430500000US261450500000US261450500000US261470500000US261470500000US261490500000US261490500000US261510500000US261510500000US261550500000US261550500000US261610500000US261610500000US261630500000US261650500000US26165	290.0	2164.25	148275.25	2041.8	122995.6	140.4
