Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1146,1311,1026,116085,114436,48170,119350,35494,116862,91064,200920,57028,417629,37085,291627,110916,159
2018,1506,2228,1303,115630,116816,48537,118697,36819,114472,91114,213598,65461,416821,40205,297914,114269,223
2019,1396,2528,1287,119241,119676,46158,119133,36376,116463,92556,210472,66168,420985,42294,303755,115811,277
2020,1472,2500,1418,124005,119306,45673,117340,38370,118738,88247,206241,64656,428986,43121,307672,115009,338
2021,1376,1825,1552,125817,115099,41483,119260,37962,117745,90504,200281,62063,423608,35026,273064,108222,306
