Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,33853,71144,83743,6341103,7028843,3068772,8830562,1770287,8053302,9238665,6413557,2077021,20879940,1805535,5019808,3224486,3442
2018,49803,140025,109220,6376578,7450240,3055835,9700113,1853110,8273502,9575085,7167702,2376754,21506377,1930236,5362638,3358350,6656
2019,48787,186323,113313,6852803,7749813,3079084,9763841,1918501,8733822,9682313,7317310,2447190,22210071,1894233,5702768,3483272,7923
2020,48879,179933,133315,7272804,7816023,3162616,10476963,2016949,8825137,9145777,7298518,2458151,22855936,1574785,5027182,3464386,11512
2021,49281,127339,150609,7855064,8318775,3163175,11683423,2220675,9435440,10687949,8117019,2637357,24517645,1876180,5989287,3750853,12574
