Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,193,132,73,10038,6712,2711,10092,5948,11352,1529,7051,1340,15938,2800,13537,14544,95
2018,183,129,72,10303,6590,2824,9914,6098,11356,1472,7060,1381,15880,2763,13720,14505,167
2019,187,123,66,10550,6521,2824,10056,6266,11429,1414,7197,1395,16115,2825,14053,14541,154
2020,157,118,73,10820,6459,2858,9949,6484,11655,1363,7363,1448,16180,2860,14137,14574,179
2021,169,108,83,11435,6420,2902,9858,6750,12009,1350,7839,1485,16554,2953,14563,14846,130
