Naics,Establishments,Employees,Payroll
114111,25,27,1142
113310,170,483,19202
115114,4,98,3010
114112,9,11,376
115210,236,1117,41122
212321,78,587,41637
211120,17,47,1635
212312,14,37,1485
212311,7,137,5266
213112,18,75,5494
221122,281,74,5177
221112,35,903,97406
221111,34,26,2078
221210,70,200,21848
221113,8,0,0
221320,20,193,12027
221114,8,113,19412
221330,3,0,0
221310,45,525,36649
221115,6,0,0
238990,1914,10051,706759
236220,2402,36073,3259799
238310,1135,13072,899536
238210,5082,55437,4040178
238350,2792,11583,598492
238330,1025,3786,193858
238130,623,3071,139130
238150,385,3764,255340
237310,425,9385,1136043
236210,100,818,70754
237210,157,722,72415
238140,1575,9224,650277
236117,747,3237,228913
236116,356,5725,525727
236115,3070,11338,623926
237120,6,0,0
238290,485,9219,831380
238390,353,2989,178372
238190,241,2022,151092
237990,159,4738,392058
238320,2648,11030,557873
238220,7102,63486,4316253
238110,734,9676,710566
237130,145,3623,335764
236118,10769,34101,1484120
238160,743,5524,364380
238170,452,1423,53379
238910,1672,14775,1132017
238120,223,3847,319893
238340,673,3696,224402
237110,330,3742,386691
316998,22,341,10839
311999,12,30,543
314999,80,660,22979
311611,12,105,4256
315990,66,611,19965
312120,141,1223,53964
313210,11,71,6523
311513,12,263,11845
311351,6,75,2365
311920,35,405,19196
311812,255,5528,188650
311352,73,940,31691
311821,24,626,24700
314120,67,616,22567
315210,465,4364,82071
312140,33,177,6250
311824,18,333,10332
311511,11,899,51764
316210,8,31,1251
311813,8,206,5636
311412,17,393,12112
311421,35,508,26080
311520,19,70,3867
313240,12,52,2017
316110,19,352,15086
311941,3,35,1851
311612,39,1411,72548
315220,62,375,16275
313220,3,35,397
311340,21,267,7769
311119,13,236,12123
315190,17,215,5556
315280,51,564,23038
311919,6,17,508
311991,51,910,25134
311615,7,60,1511
311811,870,7416,166046
311710,5,0,0
312111,10,7,632
311422,3,92,2610
311942,5,0,0
313310,48,291,18308
314910,63,733,30531
312230,3,119,3371
312130,179,1811,54066
316992,14,97,3680
315240,253,2919,144678
327910,15,951,59717
325520,3,8,308
325199,16,462,44464
322299,11,193,8808
325998,12,148,10084
327999,7,33,2051
321999,111,521,19723
326199,231,10725,519632
326299,6,73,4676
324121,64,324,24518
325414,4,0,0
323117,23,57,2401
327120,3,168,7377
323111,1206,14196,709791
323113,175,1354,42530
327331,5,117,4459
322211,25,989,55677
325991,9,76,2846
321912,3,145,5256
327991,104,1146,51712
325314,4,45,1880
322212,10,263,18632
327215,54,1113,59656
327420,3,0,0
325120,7,0,0
325411,17,1186,59850
325180,16,1209,87066
327390,38,525,29145
321918,65,513,25397
322219,3,0,0
327212,11,5,110
325510,25,327,17505
322121,4,644,45667
322220,16,326,21676
325412,65,11353,663606
325992,4,2334,141903
326111,14,515,25190
325211,15,432,18400
326112,5,357,21859
326191,3,0,0
325612,3,0,0
326140,3,0,0
327110,6,12,397
321992,3,9,156
325910,3,32,1639
327320,139,1737,114927
326291,4,34,2011
322291,5,474,24865
321113,47,366,14078
325611,18,297,14672
322230,15,317,11138
323120,94,982,40023
325620,62,1970,124922
326113,3,0,0
326121,4,41,1927
321920,77,994,34330
321911,19,155,5423
333415,27,554,32760
336412,9,305,22752
335999,19,286,18056
332999,110,2101,103066
333999,29,1956,91576
339999,326,2906,136231
331524,9,33,1656
334516,11,152,11799
334310,12,44,2114
334412,9,216,11981
337920,12,42,2057
336612,9,75,3320
332722,27,438,21297
339994,8,266,10488
334416,17,671,32048
335122,22,708,32524
334118,19,99,7538
333922,8,106,5571
331420,8,865,47960
335931,3,28,1110
337212,113,1366,83079
332114,3,0,0
333515,34,494,27122
339114,15,35,1206
339116,362,2130,94328
339930,14,97,3356
334510,20,575,41259
334111,8,63,4260
334417,9,101,3791
332813,58,515,21102
333921,16,300,18095
332996,9,74,3536
332312,94,2023,130268
333111,6,5,273
339993,3,68,4596
333995,5,0,0
332912,6,0,0
333241,5,177,7697
339991,6,502,31162
332510,11,556,26483
333414,6,11,115
337125,3,41,2232
333511,29,423,25054
333994,3,236,20647
337127,17,184,11569
334515,17,570,35484
334513,23,944,71776
331110,5,358,21203
334517,3,105,8836
339910,431,4127,260153
332710,589,7285,379663
333517,18,927,60100
337910,3,60,1753
333914,17,266,19704
332812,82,1060,52387
332119,51,1341,63870
332811,9,121,6784
337124,13,104,4234
332420,3,0,0
332321,72,2048,119835
335312,8,101,6342
336211,13,108,4609
336340,3,0,0
336320,4,281,15562
336310,7,14,508
336370,6,0,0
336350,6,16,522
339992,28,73,2328
331410,8,54,2707
331491,3,515,34160
331523,3,98,7527
337122,167,955,37454
337214,4,42,3158
339940,11,391,10712
339115,22,1127,78072
333314,21,725,53006
332323,154,1541,86532
336413,22,1574,116472
333318,12,104,6843
335929,3,97,6494
334290,13,54,5190
334419,49,1192,94294
333618,3,13,652
332618,7,168,8648
333249,67,2054,123311
335129,3,37,1741
334519,31,869,64255
336390,11,103,3306
331529,3,12,394
333923,8,213,10585
333993,16,402,28647
333316,3,0,0
332313,17,290,14468
332913,3,75,2898
332410,18,567,37507
332721,166,4541,235064
332311,3,79,4204
334418,20,515,35645
334220,30,2914,227437
336510,4,0,0
335314,26,1139,76610
335121,21,105,5795
331221,4,12,309
333519,8,170,12707
332216,18,364,14293
333243,3,22,833
334511,8,2100,231852
331492,3,0,0
334413,20,385,33866
333242,3,68,4434
332322,164,3026,171162
336611,6,0,0
337215,45,679,38034
339950,338,3248,152828
334614,23,306,31534
333514,46,659,30416
333612,11,251,12556
339920,21,138,8441
339112,39,668,33828
339113,82,2105,89799
335313,15,513,37755
337121,56,485,24821
337110,268,1888,88592
337211,22,168,8225
423110,290,2974,166745
424810,115,4282,246189
424920,143,1512,123142
423320,165,1680,90033
425110,38,73,3654
423520,8,0,0
423430,391,7759,781205
424450,226,3022,168926
423810,108,1582,108702
424430,224,3056,183954
424210,971,23107,2654472
423610,767,9006,682289
423820,122,1297,65897
424910,135,936,58598
424460,250,1902,90414
424930,200,1626,80636
424340,215,2874,238978
424480,498,5359,287419
423210,435,3915,317683
424410,277,6480,311339
424510,40,234,15352
423710,312,3175,197833
423220,810,9977,680114
423620,196,1531,104639
424130,355,3596,231207
423830,1006,9996,781406
423840,369,4045,268477
423940,2452,15144,914023
423310,313,4335,271645
424470,349,4423,245010
423450,596,8056,638645
424320,614,7726,782867
423510,445,4402,332609
423140,59,456,17083
423120,644,7288,302856
423420,514,7656,517126
423460,133,2516,186144
424690,393,3934,357352
423440,303,2564,146347
423390,178,1950,108589
423690,852,9912,1045456
424590,36,264,25936
424490,1603,21843,1344836
423990,625,4566,260876
424990,1111,6230,338037
423490,127,1592,132583
424420,271,3431,164026
424950,109,1014,76081
424720,87,1075,134543
424710,94,1107,88222
423410,62,2264,203638
424310,494,3927,295100
424610,136,1275,114996
423720,302,3161,196837
424440,29,258,12020
424110,45,402,32856
423930,474,4890,253660
423740,36,267,20836
423330,87,1307,93005
423850,321,3453,222730
423910,227,1709,109779
424120,268,3290,214544
423130,85,1120,44701
424940,84,394,14415
423920,169,993,74371
423860,66,788,62294
423730,276,3276,281611
425120,3000,12198,804726
424820,277,6311,799949
424330,1890,24286,2134851
446199,492,3198,135210
442299,940,13236,281913
445299,467,2735,57478
441310,1376,12026,311965
445291,375,2506,61404
445310,3285,13477,356262
441222,177,1078,57873
448130,594,7183,130788
448150,719,5025,168692
445292,251,1587,35180
445120,2328,11045,214196
446120,1343,12528,277312
443142,1945,19158,722061
448140,1841,53282,1047921
445220,371,1811,47558
442210,657,3214,150684
446191,680,2873,74883
445230,531,3075,73850
442110,1551,10686,448368
447110,3800,27581,578331
444130,1078,7620,212152
444110,254,10488,275016
443141,379,3133,140952
448310,2175,9635,402610
448320,104,645,39899
445210,669,3972,100468
448110,722,5701,208336
441228,213,1652,59273
441110,1158,53906,3007455
444220,531,3673,139255
446130,1262,8036,289972
444190,2034,17175,908104
448190,868,9763,238164
447190,1112,5851,160932
444210,177,1113,43375
444120,297,1331,51511
446110,4729,64295,2343510
441210,43,583,31983
448210,1840,19996,427697
445110,10232,178265,4230475
441320,754,5797,201561
441120,989,4428,168390
442291,163,595,25674
448120,2849,32068,776517
452319,2617,22796,371379
453998,1103,4455,159099
453920,730,4786,611379
451211,386,5129,89611
452210,174,25002,537956
454110,3627,26705,1541149
453110,1000,3995,105898
454310,751,9109,475787
453220,1633,10056,218403
451120,488,8599,129501
453930,31,178,4943
451140,195,1495,37842
451212,315,700,13712
453210,373,4391,92108
454390,1375,5844,252210
453910,696,5928,132101
451130,211,1067,22545
451110,1231,10637,260856
453991,431,1208,28950
453310,976,5669,157929
454210,187,2030,78821
452311,260,49441,1265737
488111,3,15,1388
488999,3,1,64
485999,139,782,24410
485113,97,2348,135783
485510,93,2073,70182
483113,65,869,99111
483111,11,50,17693
488510,1583,15877,966990
484110,1692,10902,474507
484122,223,5959,330140
484121,999,6310,311891
483211,6,10,129
483212,12,405,25430
485210,79,1204,46298
485320,928,5334,175456
485111,4,8,150
488410,429,1961,69194
488330,38,418,38850
481212,6,0,0
481211,65,636,57555
488119,89,8833,292476
481219,7,20,2033
488190,69,1583,102917
488490,110,1257,39182
488390,16,184,16272
485119,15,14,366
488991,64,415,13137
486210,17,174,13841
488310,7,19,1369
487110,44,981,35891
487990,5,99,6591
487210,85,1152,49482
481112,18,293,16620
481111,141,26116,2491176
485410,330,35608,1080395
485991,370,10078,338186
484220,1081,7887,449556
484230,218,2032,112398
488210,11,233,9561
485310,989,4950,254745
484210,650,6426,238754
492110,549,24940,1167801
493130,4,0,0
493110,375,13679,615695
492210,419,4608,168667
493190,96,1257,53633
493120,25,379,17396
519190,36,1205,170498
511199,31,240,16721
517919,200,2711,373374
511130,274,13754,1388135
515210,97,17483,3001282
518210,932,30478,4288069
511140,33,637,54255
511191,5,21,3532
519130,801,38775,6372858
519120,591,6823,224543
512120,71,872,91799
512110,1942,19755,1289635
512131,207,6188,104533
512230,113,1356,186940
519110,37,1259,150130
511110,397,13533,1194168
512199,17,155,9140
512290,32,139,5924
511120,465,15250,1691519
515111,28,1818,372089
515112,146,6339,611099
512250,93,2665,552546
517410,7,54,8821
511210,750,18405,2803725
512240,253,774,50684
517911,223,1681,115335
512191,379,3774,292164
515120,144,12096,2380162
517311,1552,39825,3542942
517312,1304,11670,746815
524298,145,1498,109726
522298,285,3865,733424
524291,249,2297,290173
522110,4953,127475,19086464
523140,73,2046,518857
523130,81,1349,476396
