Zip Code,naics,Establishments,Employees,Payroll,IND Level
36867,00,483,001,170878,2
36867,00,211,210,0,2
36867,00,122,220,0,2
36867,00,72,230,0,2
36867,00,62,241,0,2
36867,00,9,242,0,2
36867,00,5,251,0,2
36867,23,36,001,0,2
36867,23,16,210,0,2
36867,23,10,220,0,2
36867,23,7,230,0,2
36867,23,3,241,0,2
36867,31-33,10,001,0,2
36867,31-33,5,210,0,2
36867,42,6,001,0,2
36867,42,3,210,0,2
36867,42,3,220,0,2
36867,44-45,89,001,0,2
36867,44-45,27,210,0,2
36867,44-45,30,220,0,2
36867,44-45,14,230,0,2
36867,44-45,14,241,0,2
36867,48-49,7,001,0,2
36867,48-49,4,210,0,2
36867,51,9,001,0,2
36867,51,6,210,0,2
36867,52,54,001,0,2
36867,52,33,210,0,2
36867,52,15,220,0,2
36867,52,5,230,0,2
36867,53,24,001,0,2
36867,53,19,210,0,2
36867,53,3,220,0,2
36867,54,36,001,0,2
36867,54,21,210,0,2
36867,54,9,220,0,2
36867,54,6,230,0,2
36867,55,3,001,0,2
36867,56,12,001,0,2
36867,56,6,210,0,2
36867,61,3,001,0,2
36867,62,58,001,0,2
36867,62,21,210,0,2
36867,62,15,220,0,2
36867,62,11,230,0,2
36867,62,7,241,0,2
36867,71,4,001,0,2
36867,72,65,001,0,2
36867,72,12,210,0,2
36867,72,12,220,0,2
36867,72,8,230,0,2
36867,72,29,241,0,2
36867,72,4,242,0,2
36867,81,65,001,0,2
36867,81,34,210,0,2
36867,81,16,220,0,2
36867,81,11,230,0,2
36867,81,3,241,0,2
