,fips,relevant_naics,estab,emp,payann
7637,49,2389,988,9003,469624
7638,49,3231,246,4667,201469
7639,49,4231,242,4111,210745
7640,49,2211,154,3407,333181
7641,49,3121,47,859,33401
7642,49,3262,15,358,19610
7643,49,3324,14,626,30391
7644,49,4243,82,869,67754
7645,49,3122,5,21,388
7646,49,3133,13,172,6527
7647,49,3271,14,370,20570
7648,49,3325,3,45,2040
7649,49,3326,5,65,2496
7650,49,3327,240,2962,141917
7651,49,3341,19,340,28569
7652,49,4248,18,657,29090
7653,49,1133,8,47,1331
7654,49,1142,4,9,341
7655,49,2382,2112,23267,1377033
7656,49,3141,20,168,5330
7657,49,3272,11,115,4381
7658,49,3342,19,567,42716
7659,49,3343,8,90,5571
7660,49,3372,53,1120,52016
7661,49,4235,82,1230,78137
7662,49,4249,223,2776,122703
7663,49,1151,24,146,12469
7664,49,2213,62,270,15207
7665,49,2372,101,454,28761
7666,49,3149,32,459,17205
7667,49,3241,23,1443,157044
7668,49,3273,85,1961,112668
7669,49,3344,36,3602,253018
7670,49,3379,13,566,27286
7671,49,4236,274,4154,377262
7672,49,4244,222,6751,336670
7673,49,1152,53,105,2591
7674,49,2373,79,2880,205497
7675,49,3151,4,0,0
7676,49,3152,32,332,8656
7677,49,3328,46,574,21995
7678,49,3345,66,10060,927216
7679,49,4232,109,1429,69405
7680,49,4239,338,4300,230673
7681,49,1153,4,3,464
7682,49,3251,11,658,44697
7683,49,3252,12,340,14478
7684,49,3274,3,0,0
7685,49,3279,49,983,62003
7686,49,3391,202,9283,562415
7687,49,2111,47,1249,114675
7688,49,2361,2147,9197,397850
7689,49,2379,18,152,8625
7690,49,3111,21,1181,63276
7691,49,3112,9,529,33539
7692,49,3159,10,43,1209
7693,49,3162,3,0,0
7694,49,3169,22,92,2644
7695,49,3253,14,167,10176
7696,49,3254,69,5229,357512
7697,49,3329,95,2975,145841
7698,49,2383,1899,11526,438739
7699,49,3113,53,1019,31887
7700,49,3311,6,0,0
7701,49,3346,4,61,1498
7702,49,4233,199,2291,130399
7703,49,4251,396,2306,101007
7704,49,2121,9,1057,78424
7705,49,2122,8,1643,129960
7706,49,2381,1559,15124,696709
7707,49,3211,9,36,1456
7708,49,3212,18,675,22542
7709,49,3312,6,14,605
7710,49,3314,19,1585,113263
7711,49,3351,4,28,1137
7712,49,3353,15,341,25310
7713,49,3359,11,1414,110462
7714,49,3399,261,5995,256272
7715,49,4237,196,2416,145361
7716,49,4245,13,78,3663
7717,49,2123,71,1540,99309
7718,49,3114,20,1716,69282
7719,49,3115,25,4111,190225
7720,49,3219,152,2057,76173
7721,49,3255,22,319,17818
7722,49,3315,24,959,46286
7723,49,3331,32,1148,64856
7724,49,4246,111,1248,79088
7725,49,2362,494,7803,552870
7726,49,3116,40,3921,177400
7727,49,3256,24,1044,52306
7728,49,3259,21,690,34907
7729,49,3332,20,772,42480
7730,49,3362,21,1764,72272
7731,49,3363,44,4454,245411
7732,49,3118,117,3694,115452
7733,49,3321,18,571,29892
7734,49,3322,15,90,3126
7735,49,3333,27,1249,88008
7736,49,4234,341,5092,374500
7737,49,4241,81,1263,81562
7738,49,4247,57,781,50866
7739,49,2131,267,2274,161394
7740,49,3261,138,5848,274265
7741,49,3323,185,4536,244468
7742,49,3364,26,6104,483526
7743,49,4238,542,6886,452472
7744,49,3222,36,2307,130462
7745,49,3334,11,267,10704
7746,49,3335,36,389,17422
7747,49,3366,6,149,5814
7748,49,3369,10,407,22196
7749,49,2371,204,4280,259642
7750,49,3119,38,1738,72574
7751,49,3336,4,374,14623
7752,49,3339,46,2091,114238
7753,49,3371,202,4340,180225
7754,49,4242,161,5496,438147
7755,49,4431,300,3230,91488
7756,49,4441,573,11678,382462
7757,49,4451,478,23091,537623
7758,49,4452,173,1730,27254
7759,49,4533,105,1223,19541
7760,49,4812,23,217,13323
7761,49,4862,12,592,74403
7762,49,4422,307,2591,69715
7763,49,4461,692,6931,228196
7764,49,4832,3,0,0
7765,49,4871,9,63,1445
7766,49,4879,7,4,361
7767,49,5223,440,8702,474440
7768,49,4539,405,2298,60839
7769,49,4841,944,12832,608172
7770,49,4881,63,2233,97084
7771,49,5173,426,10374,630951
7772,49,5241,310,6626,464563
7773,49,5311,945,4152,163231
7774,49,5323,33,221,9046
7775,49,5412,1531,14378,637173
7776,49,4481,864,11758,183289
7777,49,5324,180,1587,102695
7778,49,5414,430,1852,73706
7779,49,4882,20,260,11236
7780,49,5111,122,2120,97105
7781,49,4442,122,1631,40231
7782,49,4512,84,935,14531
7783,49,4883,3,0,0
7784,49,4884,125,793,22356
7785,49,5174,4,26,723
7786,49,5221,1077,17905,1135644
7787,49,5179,114,1182,75196
7788,49,5231,208,4282,442383
7789,49,5331,38,326,19285
7790,49,5417,231,3721,292599
7791,49,4522,53,3842,67457
7792,49,4541,922,13044,560227
7793,49,4842,537,13308,669875
7794,49,4885,148,1577,91061
7795,49,5112,288,17193,1831278
7796,49,5242,1811,11658,675012
7797,49,5312,2622,4356,229253
7798,49,5415,1545,17525,1279769
7799,49,4523,284,21766,610022
7800,49,5182,264,8276,645514
7801,49,5222,635,13822,1024789
7802,49,5321,151,1398,53792
7803,49,5413,1357,14064,948141
7804,49,4889,11,68,1465
7805,49,5239,834,4276,412601
7806,49,5313,1419,6028,264642
7807,49,4542,28,233,8093
7808,49,4921,107,5950,239502
7809,49,5411,1571,9349,715340
7810,49,4482,189,1497,23874
7811,49,4543,1149,3872,139674
7812,49,5121,277,9018,169198
7813,49,5259,8,24,984
7814,49,5322,178,1337,36295
7815,49,5416,2920,13613,775709
7816,49,5418,466,4490,202537
7817,49,4483,144,986,32610
7818,49,4531,95,522,8615
7819,49,4851,5,58,1638
7820,49,4853,34,806,9642
7821,49,4922,44,298,7569
7822,49,5191,167,2727,256344
7823,49,4532,217,1882,34773
7824,49,4854,8,211,3228
7825,49,4855,7,532,11885
7826,49,4859,34,388,9915
7827,49,4931,177,9928,455162
7828,49,5122,28,108,5424
7829,49,4413,544,5676,195020
7830,49,4421,199,3056,122588
7831,49,4453,57,0,0
7832,49,4471,769,8888,167436
7833,49,4511,554,7184,130818
7834,49,4811,12,0,0
7835,49,4861,5,0,0
7836,49,5151,54,1524,89914
7837,49,4412,152,1975,87509
7838,49,6112,17,2239,83586
7839,49,6113,26,29978,857226
7840,49,6211,2029,20384,1734775
7841,49,7212,85,544,14780
7842,49,8131,347,23912,910735
7843,49,6232,257,11529,295376
7844,49,6242,75,1589,54793
7845,49,8111,1633,10282,355252
7846,49,8121,1154,5826,108192
7847,49,8132,134,990,44369
7848,49,5419,843,13007,470413
7849,49,5619,141,2736,112752
7850,49,6114,124,1398,114652
7851,49,7131,34,1301,38423
7852,49,7213,8,37,1025
7853,49,8133,127,1411,57277
7854,49,5611,567,6195,268624
7855,49,6243,43,1342,32804
7856,49,7139,615,16288,252125
7857,49,5615,239,4924,182860
7858,49,6115,115,2233,97318
7859,49,6215,89,1585,107314
7860,49,6244,526,6316,108279
7861,49,7223,346,4606,102237
7862,49,8134,124,911,22570
7863,49,6212,1740,12261,420796
7864,49,8139,368,2298,100407
7865,49,5612,39,575,20830
7866,49,5621,109,1473,78325
7867,49,6116,638,5728,85397
7868,49,6216,236,7605,252460
7869,49,6233,187,5577,103978
7870,49,8122,110,805,30975
7871,49,5613,490,82692,3204729
7872,49,6213,1849,8861,269850
7873,49,7224,144,1520,21110
7874,49,5616,208,11446,515340
7875,49,5622,28,854,73529
7876,49,8112,120,992,62153
7877,49,8123,182,2274,58416
7878,49,5629,85,906,42889
7879,49,6219,84,2054,83922
7880,49,7111,59,847,25986
7881,49,7225,4666,92734,1411473
7882,49,6239,55,1605,50840
7883,49,7112,35,436,21775
7884,49,8113,256,1627,82195
7885,49,5511,522,26154,2260382
7886,49,5617,2249,16202,440459
7887,49,6221,62,38216,2176262
7888,49,7113,94,2779,56350
7889,49,8129,415,2289,44896
7890,49,6117,92,875,38486
7891,49,6241,531,6772,150240
7892,49,7211,662,20092,503115
7893,49,5614,453,17461,512748
7894,49,6111,188,10586,300512
7895,49,6222,5,1792,90497
7896,49,6223,8,1787,75436
7897,49,7114,13,31,1287
7898,49,8114,237,756,23737
7899,49,4411,483,12937,646343
7900,49,7115,292,421,14941
7901,49,6214,394,6429,304696
7902,49,6231,101,8312,248868
7903,49,7121,36,1257,29822
