,fips,relevant_naics,YEAR,estab,emp,payann
0,20,1152,2017,16,26,302
2,20,1151,2017,50,150,5700
4,20,2123,2017,46,323,14914
6,20,2111,2017,284,1040,57419
8,20,2131,2017,460,2770,140641
10,20,2211,2017,83,709,72220
12,20,2212,2017,11,0,0
14,20,2382,2017,1693,18634,1057618
16,20,2383,2017,996,6292,274535
18,20,2381,2017,1117,9636,436181
20,20,2373,2017,103,4591,296385
22,20,2372,2017,16,142,5043
24,20,2362,2017,377,4633,278330
26,20,2379,2017,10,63,3531
28,20,2389,2017,718,5512,280487
30,20,2361,2017,1390,4762,203901
32,20,2371,2017,187,6432,439943
34,20,3111,2017,26,1708,93840
36,20,3116,2017,26,1350,72007
38,20,3118,2017,45,1602,56999
40,20,3121,2017,18,487,22276
42,20,3152,2017,5,142,3429
45,20,3112,2017,9,195,13561
47,20,3119,2017,22,315,17210
49,20,3149,2017,18,410,10937
51,20,3113,2017,7,31,581
53,20,3251,2017,18,601,50520
55,20,3273,2017,64,1936,84955
57,20,3222,2017,12,350,21783
59,20,3272,2017,6,0,0
61,20,3259,2017,13,771,61134
63,20,3279,2017,12,725,55613
65,20,3219,2017,55,1097,39758
67,20,3255,2017,3,0,0
69,20,3241,2017,13,623,41251
71,20,3254,2017,21,2629,224110
73,20,3261,2017,75,5722,287225
75,20,3231,2017,244,6697,288363
77,20,3252,2017,3,0,0
78,20,3262,2017,6,73,4167
79,20,3256,2017,7,542,35828
81,20,3364,2017,78,25026,2111815
83,20,3331,2017,54,3564,227400
85,20,3323,2017,86,2982,139499
87,20,3324,2017,3,0,0
89,20,3328,2017,23,870,34191
91,20,3333,2017,8,450,26381
94,20,3322,2017,3,397,24854
97,20,3353,2017,12,156,9151
99,20,3321,2017,7,257,10275
101,20,3315,2017,4,0,0
103,20,3371,2017,54,856,33687
105,20,3332,2017,17,555,32925
107,20,3327,2017,179,3904,190966
109,20,3391,2017,56,738,37210
111,20,3335,2017,16,130,7316
113,20,3362,2017,4,1050,41518
115,20,3363,2017,13,412,16918
117,20,3345,2017,21,5288,449105
119,20,3372,2017,15,386,22413
121,20,3359,2017,4,19,584
123,20,3329,2017,37,619,28891
125,20,3339,2017,54,1911,95965
127,20,3399,2017,104,1418,57057
129,20,3344,2017,12,591,29736
131,20,3334,2017,16,2388,106925
133,20,4243,2017,42,741,35178
135,20,4248,2017,27,824,42135
137,20,4246,2017,106,993,80440
139,20,4242,2017,48,1407,148412
141,20,4245,2017,370,2483,147534
143,20,4232,2017,80,985,58899
145,20,4244,2017,182,6952,411610
147,20,4237,2017,175,2307,144349
149,20,4236,2017,218,3438,275757
151,20,4233,2017,118,1892,120234
153,20,4238,2017,726,11097,697705
155,20,4235,2017,50,1304,68426
157,20,4239,2017,173,1327,65180
159,20,4249,2017,418,3311,208212
161,20,4231,2017,192,2999,140639
163,20,4241,2017,71,1039,55366
165,20,4247,2017,55,990,79222
167,20,4234,2017,272,4560,339786
169,20,4251,2017,392,3635,161158
171,20,4411,2017,488,12418,596042
173,20,4413,2017,671,5393,150548
175,20,4453,2017,556,3007,44301
177,20,4441,2017,639,11247,324937
