,fips,relevant_naics,YEAR,estab,emp,payann
0,20,11,2017,108,308,10905
2,20,21,2017,857,5328,292768
4,20,22,2017,154,3696,363921
6,20,23,2017,7025,65041,3507393
8,20,42,2017,4333,61784,3688157
10,20,51,2017,1346,29040,2032600
12,20,52,2017,5926,58579,4106724
14,20,53,2017,3358,14414,584985
16,20,54,2017,7144,64832,4077159
18,20,55,2017,630,23241,2156139
20,20,56,2017,3621,66214,2449998
22,20,61,2017,658,17572,517766
24,20,62,2017,8123,188848,8220738
26,20,71,2017,1037,16823,306781
28,20,72,2017,6242,120396,1813879
30,20,81,2017,7864,50284,1339978
32,20,99,2017,46,42,748
