,fips,relevant_naics,YEAR,estab,emp,payann
1,20,11,2018,109,532,20514
3,20,21,2018,835,5787,366992
5,20,22,2018,159,5983,670336
7,20,23,2018,7117,67697,3802813
9,20,42,2018,4226,60343,3688330
11,20,51,2018,1314,30699,2297978
13,20,52,2018,5912,61833,4520925
15,20,53,2018,3375,14317,596726
17,20,54,2018,7060,65808,4215051
19,20,55,2018,596,26394,2425551
21,20,56,2018,3615,66095,2443819
23,20,61,2018,680,19552,581826
25,20,62,2018,8111,190324,8563287
27,20,71,2018,1027,16813,322445
29,20,72,2018,6245,119132,1872661
31,20,81,2018,7843,49867,1377485
33,20,99,2018,62,66,1538
