ZIPCODE,Num Industries,Total Establishments,Total Employees,Total Payroll
56017,4,79,1084,1583
56019,4,69,634,2915
56020,2,15,212,718
56021,4,48,685,8865
56022,1,3,1,437
56023,2,18,212,785
56024,8,146,1738,7697
56025,2,35,662,3315
56026,6,110,1296,4900
56027,2,34,642,681
56028,6,133,1756,7974
56029,1,20,431,451
56031,18,1700,10311,270819
56032,1,14,431,2318
56033,1,20,431,710
56034,2,29,422,3358
56035,2,31,662,3773
56036,4,67,1064,1861
56037,5,85,1065,2853
56039,3,48,853,1227
56041,3,50,853,3936
56042,3,40,643,6440
56043,3,29,213,4477
56044,8,169,1718,7610
56045,3,65,863,3149
56046,2,16,212,5714
56047,1,3,1,290
56048,12,266,2183,24206
56050,5,86,1326,18593
56051,3,41,643,1692
56052,2,36,422,1164
56054,5,65,875,6205
56055,11,330,3335,47087
56056,1,12,211,886
56057,12,346,3544,40251
56058,13,543,5026,200450
56060,1,16,431,860
56062,15,344,3948,48604
56063,11,237,2622,14952
56065,10,217,2191,15351
56068,5,61,1085,3661
56069,12,394,3673,26262
56071,17,1448,7553,172398
56072,7,143,1507,6359
56073,18,1995,12479,386439
56074,9,162,1519,14200
56075,1,4,1,651
56078,3,35,653,841
56080,4,47,644,3703
56081,14,565,4878,68892
56082,14,967,7803,223843
56083,6,84,876,5330
56085,15,611,5531,103985
56087,12,403,3755,45767
56088,7,142,1999,16155
56090,2,35,642,2760
56091,1,18,431,1122
56093,15,1261,8715,132440
56096,9,260,2390,11638
56097,12,300,3243,57673
56098,8,194,2673,17048
56101,15,820,6672,103895
56110,8,182,1728,8223
56111,2,23,442,3390
56114,1,13,211,1440
56115,9,109,1309,5049
56116,3,33,423,1995
56117,1,12,211,742
56118,1,13,452,5449
56119,2,52,642,9637
56120,4,45,634,8653
56121,1,10,211,317
56122,5,65,645,24539
56123,5,78,845,5069
56125,1,6,211,27
56127,1,5,1,1958
56128,10,226,2411,23751
56129,3,51,643,2576
56131,9,184,1519,12704
56132,2,19,212,1060
56134,1,20,211,958
56136,8,123,1948,12473
56137,4,73,1305,7001
56138,2,38,432,4718
56139,3,47,633,1322
56142,6,108,1506,4041
56143,15,568,5992,116429
56144,4,72,854,2847
56145,4,55,854,4174
56149,7,142,1707,3791
56150,10,271,3051,20913
56151,4,82,1064,3939
56152,6,130,1066,17444
56153,3,42,863,3282
56155,2,36,642,3555
56156,15,857,7982,86066
56157,1,13,211,421
56158,2,21,442,2896
56159,11,200,2392,21676
56160,1,8,211,808
56161,2,14,212,409
56162,2,21,432,1728
56164,16,769,6631,72695
56165,1,4,1,1587
56166,1,4,1,439
56167,4,48,854,1933
56168,4,68,844,1820
56169,2,32,422,2187
56170,4,62,1084,5509
56171,5,119,1755,4496
56172,14,548,4627,41318
56174,2,21,422,1735
56175,11,272,3083,18206
56176,7,113,1768,9415
56178,10,269,2851,18942
56180,5,88,855,1998
56181,7,87,1087,16797
56183,7,126,1507,7408
56185,2,39,642,1780
56186,2,23,422,3767
56187,17,1556,11046,331823
56201,17,3370,14399,593453
56207,1,13,211,676
56208,11,202,2212,15836
56209,10,186,1961,15866
56210,1,6,211,200
56211,3,37,433,3694
56212,2,17,432,2529
56214,2,30,642,1132
56215,15,569,5759,69221
56216,1,20,211,2560
56218,3,35,633,679
56219,4,77,1104,6667
56220,14,390,4385,30186
56221,5,66,875,7563
56222,9,199,2390,21159
56223,6,109,1506,6597
56224,1,19,211,3626
56225,4,53,644,3412
56226,1,4,1,2145
56227,2,20,422,338
56228,2,34,663,3675
56229,9,149,1750,36709
56230,5,62,855,4244
56231,2,16,222,2650
56232,10,262,2411,29605
56235,1,19,211,1013
56236,2,24,422,649
56237,2,28,422,3976
56239,1,10,211,2206
56240,7,99,1297,9209
56241,15,518,5289,121775
56243,8,130,1749,6038
56244,6,103,1296,15552
56245,4,43,644,4428
56248,5,79,1065,5129
56249,1,10,211,7035
56251,5,72,875,2941
56252,7,142,1507,6437
56253,4,85,1294,6354
56255,1,12,211,1872
56256,11,307,2832,18828
56257,1,9,221,1111
56258,18,2235,12227,445223
56260,4,61,1064,4913
56262,3,35,423,1550
56263,2,26,642,1216
56264,8,169,2169,11742
56265,16,999,8306,152629
56266,8,141,1540,19016
56267,14,882,6429,152457
56270,3,48,643,25238
56271,5,81,1546,5327
56273,14,617,4827,48292
56276,1,12,211,562
56277,13,488,5027,35250
56278,12,381,4153,36671
56279,4,74,1084,4552
56280,2,37,422,2564
56281,6,103,1537,37596
56282,8,131,1728,5777
56283,15,1092,7825,121289
56284,9,205,3102,55911
56285,4,76,1094,6270
56288,14,552,5258,35504
56289,3,56,853,1081
56291,2,28,642,1574
56292,2,29,432,3983
56293,9,152,2380,16598
56294,1,7,211,1425
56295,1,19,211,1326
56296,11,275,3052,23356
56297,4,52,874,4161
56301,18,4791,16938,918661
56302,10,184,2527,119278
56303,17,2025,12512,1291235
56304,15,1211,9742,259694
56307,15,517,5771,57857
56308,17,4107,15277,703797
56309,6,99,1096,9889
56310,14,422,4156,246851
56311,4,58,854,5320
56312,9,204,2380,42879
56313,1,9,211,707
56314,5,68,1075,1089
56315,8,162,1518,12966
56316,9,161,1719,10887
56317,1,8,211,2765
56318,4,50,424,2842
56319,5,84,1295,6195
56320,15,779,7521,174407
56321,1,12,211,34504
56323,3,30,433,1467
56324,4,86,1064,6787
56325,4,39,654,4604
56326,6,121,1296,4041
56327,3,38,423,10015
56328,1,3,1,203
56329,14,647,5729,59419
56330,7,125,1297,12344
56331,10,251,2621,21153
56332,7,133,1328,10117
56333,2,21,642,1941
56334,16,881,7113,142216
56335,2,32,642,1869
56336,6,109,1496,4637
56338,7,115,1487,2246
56339,5,80,1105,6469
56340,7,151,1277,32036
56341,1,3,1,110
56342,10,252,2891,21992
56343,6,85,1066,5092
56345,17,1706,10266,187734
56347,15,682,5560,111534
56349,3,48,653,4104
56350,1,12,211,890
56352,13,603,5508,114013
56353,14,873,6159,66246
56354,7,106,1317,5695
56355,4,38,444,2625
56356,3,33,433,3259
56357,4,50,844,905
56358,8,139,1498,4937
56359,11,313,3094,72219
56360,9,277,3270,16240
56361,10,257,2411,16722
56362,13,772,5959,78267
56363,1,15,211,1649
56364,14,620,5016,33924
56367,13,454,4166,56466
56368,11,345,3042,14120
56369,5,67,1326,13341
56373,11,221,2852,11681
56374,14,905,8021,130932
56375,5,53,875,5099
56376,4,47,874,13510
56377,16,1262,8464,239807
56378,16,1100,8277,123976
56379,15,1613,10864,315763
56381,10,279,2821,16640
56382,7,109,1717,6232
56384,5,59,655,3494
56385,5,69,1065,7968
56386,3,36,643,2044
56387,17,1644,10865,298083
56389,1,3,1,129
56401,18,3457,13582,474952
56425,16,1682,10896,259919
56431,15,985,6588,83713
56433,5,124,1715,2034
56434,1,7,211,355
56435,8,159,1518,8822
56437,5,76,865,4271
56438,7,198,2367,6696
56440,4,78,874,5691
56441,11,325,3482,82068
56442,13,629,5948,41425
56443,7,99,1297,3342
56444,11,253,3022,38434
56446,7,187,2157,7563
56447,6,122,1746,4199
56448,2,25,422,737
56449,3,64,1083,7467
56450,8,135,2209,5515
56452,10,258,2790,19019
56453,3,22,423,492
56455,5,75,1065,5190
56456,2,14,212,958
56458,3,23,423,2530
56461,7,162,1277,9446
56464,11,352,2842,25177
56465,6,160,1746,29775
56466,10,243,2883,32425
56467,6,142,1516,5701
56468,14,794,5026,53804
56469,3,35,653,694
56470,17,1612,8834,138082
56472,15,1016,6380,83391
56473,9,237,2830,15597
56474,12,471,4637,30153
56475,5,99,1515,4119
56477,7,199,2418,9741
56479,12,534,4886,79583
56481,5,100,1085,4109
56482,16,922,7554,112580
56484,15,784,5960,60173
56501,17,2243,11526,333823
56502,8,96,1329,20433
56510,11,312,3482,26202
56511,7,132,1487,14130
56514,12,351,4144,44491
56515,11,338,3471,14574
56516,2,24,422,1344
56518,1,17,211,740
56519,2,22,422,262
56520,11,404,3932,54585
56521,4,48,644,2500
56522,1,14,211,717
56523,3,39,853,1528
56524,3,30,433,1516
56525,1,7,211,731
56527,4,66,1064,2644
56528,6,118,1276,4029
56529,10,306,3501,31165
56531,10,272,3522,24934
56533,2,24,422,660
56534,3,41,643,5032
56535,6,107,1076,13631
56536,4,45,634,2701
56537,18,2595,12722,293566
56538,2,37,442,38931
56540,8,166,1969,7865
56541,1,7,211,462
56542,12,333,3966,39217
56543,1,10,211,574
56544,10,292,3030,13188
56545,3,24,433,1408
56546,2,15,212,1416
56547,8,242,2169,12696
56548,3,52,884,10912
56549,13,465,3904,36892
56550,2,26,212,1545
56551,7,167,1947,9570
56552,2,22,422,628
56553,1,4,1,1063
56554,9,240,2359,8989
56556,5,86,855,5202
56557,10,217,2642,53166
56560,18,3370,13866,423463
56561,1,18,211,2031
56562,1,3,1,39374
56563,2,19,422,1992
56567,11,301,3272,39696
56568,1,3,1,32
56569,5,68,855,2501
56570,4,61,854,4564
56571,8,169,1938,19563
56572,15,516,4336,54654
56573,16,903,7102,178004
56574,1,9,211,429
56575,1,19,211,1256
56576,4,43,634,1087
56577,1,3,1,121
56578,2,44,422,885
56579,3,52,873,3247
56580,7,83,1267,4057
56581,1,11,211,559
56583,1,3,1,430
56584,6,94,1286,15877
56585,5,79,1065,13330
56586,8,158,1498,8105
56587,6,143,1967,6334
56588,2,28,422,854
56589,6,112,1486,1584
56590,4,47,844,961
56592,3,41,643,3850
56593,1,8,211,351
56594,3,19,213,2824
56601,19,4233,14481,492495
56619,7,84,667,16012
56621,13,409,4008,63036
56623,15,482,5049,43661
56626,2,22,422,808
56627,2,22,212,1354
56628,7,118,1538,22888
56629,1,5,1,1664
56630,9,227,2599,19293
56633,12,260,2654,43032
56634,7,175,1957,37946
56636,12,437,4196,35974
56637,1,6,211,200
56639,2,20,212,1654
56641,1,8,211,217
56644,3,66,643,2703
56646,1,9,211,1287
56647,2,30,422,744
56649,17,1139,8226,126060
56650,3,47,643,2806
56651,1,7,211,551
56652,1,10,211,307
56653,6,106,1746,8679
56655,6,202,1747,7423
56657,3,37,423,3394
56660,1,7,211,213
56661,6,80,1076,5939
56662,3,42,643,1095
56663,1,7,211,227
56667,1,12,211,370
56668,1,15,211,1476
56669,4,87,634,1564
56671,2,15,212,21367
56672,8,152,1938,6062
56673,2,17,212,1102
56676,3,47,653,5276
56678,4,75,1084,17347
56681,3,25,423,789
56683,3,46,643,1513
56684,2,23,422,841
56685,1,8,211,653
56686,4,59,1084,3768
56701,15,1378,9658,415958
56710,1,10,211,169
56711,2,12,222,993
56713,8,148,1718,7572
56714,3,45,643,3745
56715,1,12,211,4945
56716,16,867,8026,152040
56721,15,821,7383,120719
56722,1,9,211,585
56723,2,22,212,3162
56725,2,29,422,681
56726,7,141,1747,19476
56727,1,6,1,4602
56728,10,202,2411,18310
56729,1,9,211,267
56732,7,125,1748,13056
56733,1,15,211,6336
56734,2,26,432,1294
56735,2,31,422,2109
56736,3,57,633,5313
56737,4,54,654,4054
56738,4,75,1304,7964
56741,2,8,2,696
56742,4,62,1074,4446
56744,2,24,212,13014
56748,2,26,422,1369
56750,10,203,2831,11267
56751,15,713,5479,98253
56754,2,25,212,5036
56755,1,7,221,1117
56756,3,38,633,527
56757,4,85,1084,10579
56760,1,14,211,2987
56761,2,34,422,757
56762,12,298,3053,24972
56763,15,486,4367,142160
57001,7,133,1277,13368
57002,4,59,874,9773
57003,7,131,1737,9170
57004,12,451,4447,36693
57005,16,1125,8434,151757
57006,16,2769,13106,511835
57007,1,8,211,7559
57010,2,25,422,3206
57012,6,124,1296,7485
57013,13,467,5057,67338
57014,8,125,1498,5635
57015,4,58,854,7843
57016,4,50,864,3291
57017,4,76,874,20654
57018,5,105,1535,5989
57020,4,81,854,2486
57021,1,8,211,287
57022,14,459,4398,48283
57024,1,10,211,1863
57025,12,239,3053,17674
57026,7,124,1527,10362
57027,1,6,211,62
57028,13,361,3925,33850
57029,11,275,3514,31939
57030,11,254,2812,16397
57031,1,22,211,1554
57032,14,702,4818,61812
57033,13,469,4154,27020
57034,4,59,875,6889
57035,5,96,1085,5532
57036,4,62,1084,3164
57037,7,101,1727,5702
57038,4,59,644,6059
57039,10,337,3732,25746
57040,2,18,422,605
57041,1,3,1,16560
57042,16,1213,8717,139741
57043,6,121,1086,20155
57045,7,122,1518,7529
57046,3,38,633,459
57047,1,12,211,230
57048,4,71,1064,2325
57049,17,1132,9653,401344
57050,1,8,211,256
57051,1,12,431,751
57052,1,16,211,534
57053,11,229,2341,7841
57054,2,25,422,562
57055,3,92,1314,3509
57058,11,301,3891,15323
57059,8,129,1718,9599
57061,1,3,1,567
57062,6,94,1286,5048
57063,4,53,634,3451
57064,15,838,6661,83040
57065,1,10,211,382
57066,7,145,1727,10569
57067,1,7,211,791
57068,5,84,855,1712
57069,17,1022,7784,91567
57070,9,160,1929,11073
57071,13,279,2635,22872
57072,2,34,422,682
57073,2,32,422,2529
57075,4,59,654,4645
57076,1,3,1,130
57077,7,117,1527,9834
57078,17,2615,12184,468208
57101,6,112,1547,54862
57103,17,2854,12646,518211
57104,17,6178,20106,1611974
57105,17,3610,14074,1049906
57106,17,4082,14555,494677
57107,16,1214,11359,443267
57108,17,3719,12929,740067
57109,4,61,1064,5245
57110,15,1366,8704,122510
57117,5,131,1850,1074090
57118,1,11,211,5468
57197,3,21,213,26139
57201,19,4190,14294,516898
57212,8,187,1948,15589
57213,2,34,422,1730
57214,1,7,211,563
57216,6,86,866,39926
57217,1,18,431,983
57218,1,7,211,620
57219,2,24,212,4440
57220,2,31,432,1299
57221,5,99,1306,8373
57223,7,126,1697,5170
57224,1,8,211,30
57225,12,265,2603,14143
57226,11,259,2422,31384
57227,1,18,661,1710
57231,8,224,2651,25642
57232,2,28,422,925
57234,4,64,1084,4780
57235,2,39,422,2203
57237,4,58,854,4421
57239,2,14,212,271
57241,6,111,1296,5666
57242,3,47,633,1636
57243,3,29,213,1424
57245,1,13,211,289
57246,1,10,211,1217
57247,1,11,211,283
57248,6,145,1296,18277
57249,7,94,1077,5319
57251,1,3,1,329
57252,17,803,6392,98136
57255,1,14,211,1038
57257,1,10,211,485
57258,1,8,211,129
57259,3,39,633,2618
57260,4,60,644,4746
57261,1,18,211,1689
57262,12,460,4616,47846
57263,1,11,211,379
57264,1,12,211,241
57265,1,6,211,26
57266,2,36,872,4742
57268,6,69,1076,7914
57269,2,26,422,680
57270,1,20,431,727
57271,2,25,422,1202
57272,1,9,221,1319
57273,4,71,864,4345
57274,13,487,4387,35278
57276,1,34,431,1315
57278,5,78,645,3573
57279,6,133,1506,5493
57301,17,2734,12269,396608
57311,7,90,1307,7322
57312,3,36,643,34374
57313,5,138,1725,10528
57314,2,19,422,829
57315,7,101,1507,3831
57317,3,45,873,2255
57319,6,67,646,4469
57321,3,23,433,839
57322,1,9,211,1060
57323,1,13,211,897
57324,1,3,1,473
57325,13,631,4824,55206
57328,9,160,1970,14287
57330,2,16,212,1010
57331,1,10,211,1384
57332,4,101,1064,4370
57334,2,46,642,3273
57335,1,13,211,1215
57339,2,14,232,4194
57340,1,6,211,199
57342,2,34,422,1062
57345,10,158,2621,12285
57348,1,18,211,230
57349,11,225,2172,22789
57350,16,1945,10506,251734
57353,4,50,644,3665
57354,1,10,211,2097
57355,8,156,1718,9059
57356,3,48,663,4504
57359,3,33,433,1946
57361,1,4,1,4081
57362,14,397,3705,33682
57363,2,34,642,984
57365,4,59,1104,5886
57366,12,234,2623,30265
57367,2,18,212,6651
57368,7,135,1717,13962
57369,12,504,4343,26228
57370,2,30,642,881
57371,1,6,211,208
57373,2,23,442,1820
57374,1,13,211,2450
57375,5,72,1085,4923
57376,5,66,1065,1567
57380,12,312,3745,24602
57381,3,42,643,2946
57382,8,163,1718,9860
57383,4,54,854,4059
57384,5,66,1315,5635
57385,9,117,1550,10567
57386,2,19,422,856
57401,17,4127,15729,666594
57402,11,154,1762,48340
57420,1,6,211,31
57422,1,4,1,1256
57424,1,4,1,791
57427,2,42,642,6818
57428,4,70,885,8396
57429,1,3,1,389
57430,11,348,4196,36266
57432,3,25,423,5004
57433,2,24,642,1298
57434,2,18,212,3058
57435,1,12,211,109
57436,1,15,211,463
57437,7,167,2188,7689
57438,8,182,2158,13835
57441,2,47,642,1284
57442,9,252,2830,17596
57445,12,299,3453,13613
57446,1,21,431,1510
57448,1,13,211,1512
57450,6,75,1307,4770
57451,10,219,2810,11875
57452,1,3,1,646
57454,4,48,654,2147
57455,1,3,1,604
57456,3,43,433,1526
57460,1,10,211,267
57461,2,22,432,3571
57465,3,26,433,2767
57466,1,12,211,244
57467,1,9,211,264
57468,1,7,211,214
57469,12,442,4424,37020
57471,5,63,855,6083
57472,8,97,1108,8860
57473,1,3,1,260
57474,1,16,431,1067
57476,4,42,864,3412
57479,1,22,441,2494
57481,2,32,422,2028
57501,18,2576,11391,255754
57520,1,8,211,2101
57521,1,6,211,205
57522,1,20,441,2577
57523,9,180,1950,8672
57528,3,47,643,1254
57529,3,37,633,944
57531,1,9,211,463
57532,11,410,3743,35079
57533,11,356,4142,18686
57536,2,24,212,2690
57538,1,8,211,140
57543,5,113,1975,5099
57544,1,22,211,4609
57548,1,4,1,880
57551,8,217,2420,17936
57552,2,29,432,1547
57555,8,129,2001,17152
57559,6,124,1326,7805
57564,9,177,2579,9066
57567,11,267,2843,24280
57568,7,90,1067,2612
57569,1,8,221,695
57570,2,14,222,17272
57572,1,3,1,971
57579,3,41,893,3412
57580,13,668,5297,52467
57601,15,654,5498,51053
57620,5,84,1295,6551
57623,2,33,432,2572
57625,9,200,2400,21071
57626,5,84,1115,3280
57631,1,3,1,309
57632,8,107,1708,5629
57633,4,44,644,3377
57638,13,359,3705,17004
57640,1,3,1,329
57641,1,12,211,800
57642,4,47,675,5187
57645,1,6,211,160
57646,1,10,211,2533
57648,2,29,642,3905
57651,1,8,211,85
57656,5,86,1285,4268
57701,21,7048,16568,1050708
57702,20,4855,15144,519275
57703,15,1453,10392,208530
57706,6,87,1286,3788
57709,12,217,2676,52312
57716,1,4,1,1692
57717,16,1092,7962,70662
57718,12,621,4573,50964
57719,12,429,3703,27399
57720,6,106,1547,19206
57722,1,9,211,331
57725,1,11,211,595
57730,15,908,5689,47263
57732,12,599,4896,66158
57735,5,58,876,3811
57737,1,8,211,306
57738,2,12,422,96
57741,1,4,1,105660
57744,7,152,1717,4708
57745,12,441,3263,25277
57747,14,689,5466,148234
57748,1,6,211,83
57750,2,14,212,1359
57751,7,259,1957,14129
57752,3,33,663,25151
57754,14,422,3224,26784
57756,1,4,1,2082
57759,1,10,211,717
57760,5,88,1085,4434
57761,5,102,1495,3510
57762,2,34,422,294
57763,1,14,211,348
57764,1,13,211,11214
57766,2,15,212,799
57767,1,6,211,174
57769,12,426,3463,19113
57770,7,104,1317,21251
57772,1,16,441,4255
57773,2,18,652,705
57779,2,15,212,6596
57783,19,2783,11873,216449
57785,17,1188,7994,79806
57787,2,12,212,2333
57788,1,13,211,1466
57790,7,199,1957,15736
57791,1,7,211,541
57793,11,212,2402,11859
58001,2,32,422,3261
58004,1,13,211,517
58005,2,31,422,567
58006,3,41,433,5236
58008,1,6,211,224
58011,2,33,422,1684
58012,11,320,4433,41635
58013,1,4,1,1239
58015,2,29,642,2371
58016,1,8,211,2600
58017,1,7,211,542
58018,2,23,212,4334
58021,2,16,212,626
58027,9,159,1509,19473
58030,3,47,853,7232
58031,2,20,422,1550
58032,5,61,435,5324
58033,3,35,663,1661
58035,2,18,212,2215
58036,1,7,211,421
58038,2,32,914,5893
58040,9,128,1990,85533
58041,9,186,1949,29103
58042,6,132,1737,14927
58043,1,7,211,348
58045,12,316,3043,55598
58046,3,47,433,9278
58047,12,359,3263,30533
58048,2,22,432,4437
58049,1,10,211,364
58051,9,183,2170,20352
58052,2,41,642,1231
58053,8,149,1928,5236
58054,12,495,4123,32092
58056,1,12,211,2907
58057,1,3,1,114
58058,1,11,211,447
58059,6,114,1537,38137
58060,6,90,1306,5683
58061,2,28,212,4562
58063,1,14,431,757
58064,1,26,211,2506
58067,1,15,211,609
58068,1,12,211,890
58071,4,38,424,4000
58072,16,1110,7332,109377
58074,5,60,886,11615
58075,15,1044,8546,177516
58077,3,51,853,2023
58078,17,3334,14386,568794
58079,2,28,212,2325
58081,7,100,1087,4598
58102,17,4939,17712,1586164
58103,17,7795,19600,1717302
58104,17,3789,15037,1063065
58106,5,108,1986,41372
58107,4,69,1084,32543
58108,3,53,905,54624
58124,2,6,2,11786
58201,18,4431,16013,941084
58202,3,36,433,7257
58203,16,1852,11714,277388
58204,1,8,211,419
58205,2,33,422,2025
58206,2,34,642,53998
58207,1,3,1,508
58208,7,96,1360,60722
58210,1,12,211,3900
58212,2,36,422,5925
58214,1,8,211,1620
58218,4,60,885,12114
58219,1,3,1,2082
58220,11,373,3514,34885
58222,1,15,431,2539
58223,1,12,211,1939
58225,6,93,1306,27004
58227,4,56,1064,2001
58228,6,57,666,5891
58229,1,6,211,110
58230,6,63,677,11758
58231,1,16,431,1448
58233,1,12,211,1954
58235,2,30,652,3065
58237,16,780,5909,72922
58238,1,3,1,277
58240,5,88,1305,7316
58243,3,39,423,3461
58249,13,368,3337,35073
58250,1,3,1,517
58251,9,202,1949,9347
58254,5,61,855,4819
58256,2,34,212,2934
58257,10,307,3281,28864
58259,3,42,433,3201
58260,1,8,211,5562
58261,6,92,1076,13619
58262,1,10,211,962
58265,2,35,432,6717
58267,10,175,2181,20554
58269,1,10,211,2385
58270,13,296,3295,28714
58271,4,81,1115,20178
58272,1,15,211,722
58273,2,25,422,999
58274,6,96,1506,4968
58275,2,22,422,1690
58276,1,20,431,1382
58277,1,12,211,400
58278,5,96,1065,4058
58282,9,147,1739,9691
58301,18,1588,9369,160649
58316,7,113,1548,50399
58317,1,13,211,1783
58318,13,629,5035,41172
58321,1,6,211,177
58324,9,199,2180,12307
58327,1,4,1,1829
58329,5,89,1516,5495
58330,2,33,422,3831
58331,1,7,211,362
58332,1,14,431,829
58335,1,11,211,5255
58338,1,7,211,626
58341,12,462,4635,38076
58344,9,149,1939,6607
58346,5,58,875,6889
58348,3,51,423,4036
58351,2,17,212,686
58352,3,36,643,3911
58356,9,236,2190,14755
58357,1,7,211,327
58361,1,10,211,263
58365,1,16,441,1062
58366,8,100,1738,5345
58367,9,283,3351,23101
58368,15,581,5928,54275
58369,1,21,211,1059
58372,1,3,1,461
58374,1,21,211,1757
58377,3,26,423,691
58380,4,51,634,2458
58381,2,16,212,878
58382,2,18,422,874
58384,3,33,423,3047
58385,1,10,211,245
58401,16,2113,11012,329212
58402,10,143,1833,28252
58405,1,3,1,10028
58413,8,127,1728,9343
58416,3,55,863,1661
58418,1,12,211,376
58420,2,20,422,842
58421,14,454,4186,60087
58424,1,7,211,201
58425,11,194,2182,18151
58426,1,11,211,347
58428,2,20,422,857
58433,7,135,1998,13964
58436,12,264,3263,19007
58438,7,119,1297,7058
58439,1,9,211,377
58440,1,3,1,523
58441,1,14,211,2185
58442,1,16,431,1900
58443,1,7,211,228
58444,2,26,422,322
58445,1,8,211,1043
58448,1,15,211,1150
58451,1,14,211,1119
58454,1,15,211,1724
58455,1,15,211,1462
58456,6,77,1066,3345
58458,9,212,2809,13266
58460,2,21,422,1134
58461,1,13,211,1306
58463,7,78,1087,3191
58466,2,21,432,2042
58467,2,26,432,3489
58472,1,9,211,864
58474,13,429,4375,30929
58475,1,4,1,367
58476,1,9,211,507
58477,1,3,1,137
58478,1,7,211,119
58479,1,8,211,1810
58480,2,21,422,528
58481,2,16,212,6370
58482,8,141,1718,17443
58483,2,31,642,1097
58486,1,9,211,326
58487,1,14,211,496
58488,1,11,211,463
58490,2,15,432,1129
58492,2,34,422,1429
58494,1,12,211,514
58495,9,202,2169,16140
58496,1,8,211,640
58497,2,21,422,652
58501,18,4511,16370,846777
58502,11,283,3137,155137
58503,20,3069,11341,488998
58504,19,3703,14702,578909
58505,1,8,221,2615
58506,2,19,212,30626
58507,2,20,442,1940
58520,1,12,211,192
58521,2,32,642,4029
58523,14,435,4638,191486
58529,3,42,643,1615
58530,9,109,1069,41528
58531,2,20,422,718
58532,2,14,422,231
58533,8,116,1298,7101
58535,3,49,853,3870
58538,5,56,645,15118
58540,10,260,2831,30262
58541,1,6,211,357
58542,1,15,211,742
58544,5,60,855,2672
58545,11,357,3722,34264
58552,10,273,3000,14887
58554,18,2840,11715,436795
58558,2,30,422,2161
58559,1,8,211,2925
58560,1,3,1,242
58561,8,168,1969,10200
58562,1,21,431,1823
58563,9,169,1760,38941
58564,1,3,1,2026
58565,2,26,652,561
58566,1,7,211,433
58568,1,10,211,636
58570,1,10,211,161
58571,1,22,431,21588
58572,1,15,431,6647
58573,3,56,883,6486
58575,5,64,875,6338
58576,6,83,1096,103378
58577,10,220,2401,13932
58579,4,69,1084,6746
58580,1,3,1,73746
58581,2,26,422,545
58601,20,4122,15900,748984
58602,6,78,1579,37498
58620,1,6,211,263
58621,9,187,2410,9890
58622,9,252,2641,83104
58623,12,477,5515,41610
58625,1,3,1,73
58626,1,18,211,995
58627,2,19,422,1321
58630,2,22,212,1450
58631,6,91,1066,10050
58632,2,19,212,1000
58634,3,28,213,21502
58636,3,40,633,3088
58638,10,131,1490,8129
58639,12,318,3923,26804
58640,13,361,3578,124090
58642,1,14,211,1589
58643,2,26,422,3531
58645,4,113,854,11739
58646,11,170,2151,8325
58647,6,112,1716,10675
58649,2,22,422,749
58650,2,21,432,928
58651,2,24,212,5838
58652,6,106,1537,14445
58653,3,44,853,5516
58654,1,11,211,3829
58655,3,36,423,5758
58656,2,20,212,2887
58701,19,5218,15175,736800
58702,13,241,2455,272988
58703,17,1528,10131,197332
58704,1,11,211,1289
58705,2,58,872,3130
58707,1,15,211,1521
58710,3,30,423,1463
58711,1,14,211,439
58716,1,8,211,443
58718,7,127,1727,13087
58721,3,49,643,4140
58722,7,93,1477,3207
58723,1,10,211,151
58725,1,9,211,902
58727,1,7,211,1861
58730,11,226,2141,12194
58731,1,6,211,60
58733,2,14,212,703
58734,1,12,211,197
58735,2,13,212,809
58736,2,27,422,1478
58740,2,36,212,2056
58741,1,17,211,428
58746,12,252,2594,32934
58748,1,8,211,372
58750,3,46,633,2459
58752,2,25,422,2843
58755,2,17,212,4711
58756,1,10,211,480
58757,3,43,674,23962
58758,2,20,422,296
58759,4,63,1084,3831
58760,1,7,211,6364
58761,11,271,3032,14187
58762,1,16,431,4246
58763,13,516,5130,112359
58765,2,21,442,2224
58768,1,8,211,2547
58769,2,15,212,4289
58770,7,121,1538,24865
58771,5,71,1096,7972
58772,2,28,642,1135
58773,7,96,1487,6168
58776,4,73,874,21261
58778,1,6,211,43
58779,1,21,211,2676
58781,3,44,643,5556
58782,1,17,211,1138
58783,1,11,211,562
58784,14,615,5781,95421
58785,3,54,633,2035
58787,1,13,211,1329
58788,7,97,1277,3527
58789,1,13,211,433
58790,9,154,1970,20524
58793,5,78,1065,15039
58795,1,19,211,532
58801,19,4904,16864,1273091
58802,8,138,1800,62099
58830,1,8,211,262
58831,8,163,2221,44862
58833,1,6,211,56
58835,5,102,2007,23472
58838,1,11,211,1258
58843,3,41,443,33695
58844,2,14,422,5185
58845,2,32,642,1435
58847,3,46,643,22200
58849,11,171,2382,15046
58852,14,450,4668,130384
58853,1,15,211,11835
58854,16,1446,10297,389273
58856,1,9,211,1160
59001,8,216,1908,5191
59002,1,8,211,824
59003,4,54,1074,11812
59006,2,30,422,630
59007,1,6,211,95
59008,1,14,211,238
59011,15,622,5238,66667
59013,1,12,211,154
59014,8,132,1738,9218
59015,2,28,642,1429
59016,1,4,1,189
59018,6,78,1086,4901
59019,15,505,4831,87034
59020,3,67,863,1703
59022,2,28,422,25425
59024,2,15,212,348
59025,2,8,2,41678
59026,2,15,212,1074
59027,6,146,1496,6942
