ZIPCODE,Num Industries,Total Establishments,Total Employees,Total Payroll
23109,7,50,1088,0
23111,74,1446,20125,0
23112,87,2037,25132,0
23113,76,1513,20401,0
23114,38,495,8231,0
23116,59,1077,14678,0
23117,19,134,2840,0
23120,17,168,2977,0
23123,2,10,212,0
23124,6,46,846,0
23127,1,3,1,0
23128,1,3,1,0
23129,3,14,244,0
23139,55,989,12767,0
23140,13,94,1943,0
23141,12,116,3033,0
23146,20,149,2821,0
23148,2,9,212,0
23149,9,56,1269,0
23150,36,330,6089,0
23156,2,12,422,0
23168,15,129,2125,0
23169,2,12,212,0
23173,1,6,1,0
23175,4,25,634,0
23181,18,94,1698,0
23185,86,2067,25825,0
23187,2,33,663,0
23188,81,2008,28052,0
23192,15,140,2135,0
23219,73,1654,23612,0
23220,88,1625,18742,0
23221,47,657,10603,0
23222,34,344,5236,0
23223,67,1068,15722,0
23224,81,1162,17052,0
23225,76,1363,20293,0
23226,63,1343,16704,0
23227,61,711,12555,0
23228,88,1519,20787,0
23229,76,1505,19585,0
23230,114,2631,40582,0
23231,77,1005,16935,0
23233,82,1930,24302,0
23234,56,801,12998,0
23235,87,2322,29508,0
23236,76,1183,17180,0
23237,56,596,10403,0
23238,52,711,10334,0
23250,5,41,677,0
23261,1,3,1,0
23294,70,1017,15583,0
23298,3,17,254,0
23301,6,33,426,0
23306,2,7,2,0
23310,7,62,1298,0
23314,14,127,3255,0
23316,2,9,212,0
23320,124,4306,52639,0
23321,64,1159,19619,0
23322,80,2037,23860,0
23323,60,913,14842,0
23324,39,430,6342,0
23325,15,167,2806,0
23336,16,187,3488,0
23337,2,22,422,0
23347,2,12,422,0
23350,8,34,218,0
23410,1,6,211,0
23413,2,15,212,0
23415,1,3,1,0
23416,1,3,1,0
23417,8,54,1058,0
23418,7,51,1108,0
23421,2,10,212,0
23430,47,474,7558,0
23432,2,9,212,0
23433,4,17,214,0
23434,75,1529,20346,0
23435,57,760,11268,0
23436,2,6,2,0
23437,3,25,423,0
23439,1,11,211,0
23440,1,10,211,0
23451,96,3063,31687,0
23452,110,3930,44545,0
23453,48,584,8751,0
23454,95,2668,29938,0
23455,88,1811,22832,0
23456,68,1683,20474,0
23457,8,94,1488,0
23459,2,36,432,0
23460,4,29,444,0
23461,2,31,642,0
23462,114,3311,41452,0
23464,75,1764,23228,0
23467,1,8,211,0
23487,9,83,1289,0
23501,2,6,2,0
23502,91,1810,28101,0
23503,27,298,4978,0
23504,37,278,3928,0
23505,48,618,9340,0
23507,14,137,2246,0
23508,29,280,4542,0
23509,17,143,2828,0
23510,72,1565,19247,0
23511,10,239,3154,0
23513,43,490,8036,0
23517,59,624,9154,0
23518,58,858,13944,0
23523,7,49,647,0
23541,1,3,1,0
23551,2,44,663,0
23601,56,891,14013,0
23602,65,1287,18716,0
23603,4,21,644,0
23604,5,39,425,0
23605,25,298,5186,0
23606,87,1887,24730,0
23607,37,390,6498,0
23608,49,706,11134,0
23612,1,3,1,0
23661,38,364,7104,0
23662,22,253,4113,0
23663,15,157,3487,0
23664,9,68,1699,0
23665,3,96,1323,0
23666,83,1869,25788,0
23669,46,769,11522,0
23681,3,15,3,0
23690,4,34,665,0
23691,1,9,211,0
23692,45,689,10816,0
23693,43,677,10448,0
23696,7,60,1067,0
23701,48,596,9424,0
23702,16,151,2878,0
23703,38,338,5860,0
23704,44,534,8905,0
23707,39,374,7252,0
23708,2,12,232,0
23709,3,16,213,0
23801,6,44,656,0
23803,58,899,12890,0
23804,1,6,211,0
23805,44,483,8538,0
23806,1,3,1,0
23824,25,189,3676,0
23831,59,1003,14779,0
23832,48,932,12163,0
23833,2,16,422,0
23834,68,1289,18980,0
23836,43,387,7260,0
23837,9,40,659,0
23838,25,294,4925,0
23840,1,6,211,0
23841,5,29,435,0
23842,9,57,1059,0
23847,35,385,6130,0
23851,43,409,6684,0
23856,1,6,211,0
23857,2,11,222,0
23860,44,608,8487,0
23866,2,11,212,0
23867,1,3,1,0
23868,10,62,1060,0
23872,2,11,212,0
23875,27,202,3268,0
23878,1,3,1,0
23879,1,4,1,0
23881,1,10,211,0
23882,3,25,684,0
23883,6,27,646,0
23885,2,8,2,0
23888,3,10,3,0
23889,1,3,1,0
23890,7,33,427,0
23897,1,6,211,0
23901,56,623,11301,0
23917,4,16,214,0
23919,4,19,214,0
23920,3,21,433,0
23921,5,24,425,0
23922,3,20,423,0
23923,5,27,645,0
23924,9,73,1309,0
23927,13,96,2174,0
23930,7,60,1277,0
23936,19,120,2349,0
23937,2,10,212,0
23942,1,6,211,0
23944,9,49,649,0
23947,10,60,1270,0
23950,9,45,869,0
23954,1,3,1,0
23959,1,6,211,0
23960,2,12,422,0
23964,2,6,2,0
23966,4,29,864,0
23970,43,415,8916,0
23974,4,18,214,0
24011,34,471,6472,0
24012,83,1523,24321,0
24013,14,81,1274,0
24014,51,624,10468,0
24015,41,458,7782,0
24016,47,578,9463,0
24017,38,388,6752,0
24018,89,1804,24136,0
24019,70,923,15441,0
24022,1,4,1,0
24053,2,12,422,0
24054,5,38,855,0
24055,11,115,2371,0
24060,70,1472,21540,0
24063,2,18,432,0
24064,3,24,423,0
24065,9,87,1479,0
24066,7,47,427,0
24067,3,14,213,0
24068,1,11,211,0
24073,72,1370,21786,0
24077,4,17,214,0
24078,16,128,2207,0
24083,18,140,2399,0
24084,29,240,5000,0
24085,1,6,211,0
24087,2,8,2,0
24088,3,25,633,0
24089,2,11,212,0
24090,8,74,1478,0
24091,32,260,4293,0
24092,6,37,856,0
24093,1,3,1,0
24095,4,37,844,0
24101,13,108,2353,0
24104,6,51,846,0
24112,71,1114,17372,0
24115,1,7,211,0
24120,1,6,211,0
24121,37,344,5557,0
24122,2,9,212,0
24124,4,17,214,0
24127,3,17,423,0
24128,2,10,212,0
24133,1,3,1,0
24134,14,98,2205,0
24136,2,15,212,0
24137,3,22,423,0
24138,1,3,1,0
24141,45,521,8698,0
24142,1,24,714,0
24143,1,4,1,0
24147,2,10,2,0
24148,13,115,2194,0
24149,3,29,633,0
24151,65,778,12328,0
24153,99,1874,27037,0
24161,1,3,1,0
24162,1,3,1,0
24165,1,6,211,0
24168,2,9,222,0
24171,24,163,2836,0
24174,2,9,212,0
24175,19,216,3890,0
24176,1,8,211,0
24179,38,500,8619,0
24184,11,72,1071,0
24201,48,575,9383,0
24202,32,286,5697,0
24209,1,3,1,0
24210,57,862,13850,0
24211,16,152,3017,0
24212,2,12,422,0
24216,1,14,211,0
24219,24,179,3285,0
24224,4,18,214,0
24228,15,104,2206,0
24230,13,82,1493,0
24236,4,36,844,0
24244,4,13,4,0
24248,2,11,232,0
24250,1,3,1,0
24251,13,96,1964,0
24256,4,23,424,0
24260,8,40,658,0
24263,8,49,848,0
24266,33,263,4354,0
24273,32,272,4823,0
24277,13,69,1103,0
24279,6,22,6,0
24280,2,8,2,0
24283,5,32,665,0
24290,7,35,437,0
24293,27,209,3488,0
24301,27,236,3908,0
24315,1,3,1,0
24317,2,9,212,0
24319,6,44,887,0
24324,4,12,4,0
24326,1,8,211,0
24328,4,21,424,0
24333,50,531,9983,0
24340,5,36,215,0
24343,26,240,4137,0
24348,7,41,857,0
24354,33,343,6314,0
24360,6,49,646,0
24361,3,12,213,0
24368,7,44,1077,0
24370,5,27,645,0
24375,1,3,1,0
24380,1,6,211,0
24381,2,12,212,0
24382,59,648,9653,0
24401,88,1622,22407,0
24402,1,7,211,0
24416,10,75,1531,0
24421,6,45,1056,0
24422,8,60,1078,0
24426,39,363,6310,0
24430,1,3,1,0
24435,4,21,214,0
24439,1,6,211,0
24440,6,32,846,0
24441,10,62,1060,0
24445,6,40,1076,0
24450,54,650,10986,0
24457,1,18,211,0
24465,2,10,212,0
24467,3,16,213,0
24471,1,10,211,0
24472,1,3,1,0
24476,1,6,211,0
24477,17,147,2378,0
24479,1,6,211,0
24482,16,116,2407,0
24484,1,7,211,0
24486,6,33,426,0
24501,85,1152,16766,0
24502,98,2139,29366,0
24503,33,417,6684,0
24504,40,435,7434,0
24515,1,18,231,0
24517,22,172,3053,0
24520,2,16,422,0
24521,27,224,4298,0
24522,26,204,4107,0
24523,56,662,9479,0
24526,1,3,1,0
24527,4,21,424,0
24528,5,26,425,0
24531,19,158,2830,0
24538,6,32,426,0
24540,70,1162,19645,0
24541,77,1087,17559,0
24543,1,11,211,0
24549,4,34,844,0
24550,10,88,1900,0
24551,61,1048,13903,0
24553,1,16,211,0
24554,3,18,213,0
24555,1,6,211,0
24556,3,27,633,0
24557,14,112,1945,0
24558,9,73,1059,0
24563,6,40,876,0
24569,1,3,1,0
24572,32,380,6483,0
24574,3,28,633,0
24577,2,15,212,0
24578,1,7,211,0
24586,7,51,1487,0
24588,27,231,4289,0
24589,1,3,1,0
24590,12,127,1902,0
24592,50,577,10043,0
24594,1,6,211,0
24597,1,10,211,0
24598,2,6,2,0
24603,1,10,211,0
24605,24,227,4195,0
24609,18,104,1918,0
24614,23,184,2613,0
24620,1,4,1,0
24630,17,114,2418,0
24631,1,4,1,0
24637,8,47,1099,0
24639,4,19,424,0
24641,24,226,4776,0
24649,2,17,422,0
24651,16,144,2576,0
24656,7,34,427,0
24701,49,560,10021,0
24712,1,8,211,0
24739,6,48,1097,0
24740,62,801,12469,0
24801,11,75,1501,0
24839,1,6,211,0
24844,3,32,423,0
24857,1,3,1,0
24870,5,25,235,0
24872,1,3,1,0
24874,6,25,436,0
24901,53,562,10646,0
24902,1,4,1,0
24910,3,27,433,0
24925,2,11,212,0
24941,1,6,211,0
24946,1,9,211,0
24954,11,75,1701,0
24957,1,3,1,0
24963,1,7,211,0
24966,1,6,242,0
24970,12,92,1533,0
24974,1,6,211,0
24983,5,33,865,0
24986,8,71,1518,0
25003,4,19,214,0
25015,15,82,1336,0
25033,1,3,1,0
25035,1,3,1,0
25043,1,3,1,0
25045,3,26,873,0
25053,9,47,879,0
25064,22,161,2843,0
25070,3,19,443,0
25071,20,142,3020,0
25075,1,3,1,0
25082,1,3,1,0
25086,1,3,1,0
25112,2,6,2,0
25130,6,34,646,0
25136,4,23,434,0
25143,26,200,2638,0
25159,11,43,431,0
25177,50,529,8261,0
25181,1,4,1,0
25186,1,3,1,0
25204,1,3,1,0
25208,1,4,1,0
25209,2,7,2,0
25213,11,59,672,0
25248,2,13,212,0
25260,2,14,212,0
25265,2,11,212,0
25271,27,259,4641,0
25276,18,160,2598,0
25301,64,1181,15846,0
25302,53,515,8326,0
25303,33,241,3934,0
25304,42,466,6016,0
25306,4,25,424,0
25309,51,540,7906,0
25311,35,322,4786,0
25312,20,148,2201,0
25313,35,287,5238,0
25314,23,198,3853,0
25315,5,23,246,0
25320,4,12,4,0
25387,5,27,425,0
25389,10,142,2692,0
25401,57,905,13753,0
25402,1,3,1,0
25403,20,142,2571,0
25404,35,348,6056,0
25405,13,77,1923,0
25411,27,224,4578,0
25413,3,22,633,0
25414,36,386,6980,0
25419,11,55,672,0
25420,3,19,633,0
25425,12,88,2122,0
25427,12,121,2362,0
25428,14,145,2615,0
25430,14,101,1525,0
25438,13,114,1806,0
25442,1,3,1,0
25443,19,174,3050,0
25504,54,670,10872,0
25506,1,3,1,0
25507,2,7,2,0
25508,17,103,1957,0
25510,4,12,4,0
25514,1,3,1,0
25523,6,20,6,0
25526,59,800,12306,0
25530,13,79,1304,0
25535,5,19,215,0
25537,1,3,1,0
25541,16,108,2197,0
25545,3,18,213,0
25550,21,174,3251,0
25559,1,6,211,0
25560,19,154,2831,0
25564,1,6,211,0
25570,7,52,1507,0
25601,27,279,5088,0
25621,6,45,646,0
25625,2,13,244,0
25635,4,30,674,0
25646,1,3,1,0
25661,14,126,1944,0
25670,2,14,432,0
25674,3,9,3,0
25676,1,6,221,0
25685,1,5,1,0
25701,83,1345,19508,0
25702,13,141,2684,0
25703,15,88,916,0
25704,28,214,3699,0
25705,36,390,6529,0
25755,1,15,231,0
25801,92,1671,23365,0
25802,1,4,1,0
25812,1,3,1,0
25813,20,149,2611,0
25817,1,3,1,0
25818,1,6,221,0
25823,1,6,211,0
25827,4,13,4,0
25832,10,53,640,0
25840,18,177,3009,0
25841,1,3,1,0
25843,1,6,211,0
25844,1,4,1,0
25854,2,6,2,0
25862,1,6,211,0
25868,1,3,1,0
25880,15,83,1315,0
25882,3,17,443,0
25901,33,283,5164,0
25917,1,3,1,0
25918,4,25,634,0
25921,7,29,437,0
25951,11,63,1112,0
25962,8,45,868,0
25969,1,6,211,0
25976,1,3,1,0
26003,100,2014,28234,0
26031,3,18,213,0
26033,1,8,211,0
26034,12,93,1922,0
26035,1,6,211,0
26037,13,65,663,0
26038,2,7,2,0
26041,41,347,5703,0
26047,2,22,422,0
26050,2,6,2,0
26059,12,111,2548,0
26060,1,3,1,0
26062,45,629,10070,0
26070,22,147,3253,0
26074,1,6,211,0
26101,93,1549,24529,0
26102,1,3,1,0
26104,29,265,5031,0
26105,40,485,9194,0
26142,1,3,1,0
26143,3,16,423,0
26147,4,19,424,0
26149,2,13,422,0
26150,13,67,884,0
26155,27,243,5089,0
26159,2,9,212,0
26164,11,78,1112,0
26170,9,57,869,0
26175,4,26,424,0
26180,1,6,211,0
26181,3,26,423,0
26187,13,59,663,0
26201,57,649,9989,0
26205,3,22,653,0
26206,2,18,422,0
26209,2,13,212,0
26215,1,6,211,0
26222,1,10,211,0
26241,61,666,12666,0
26250,6,39,646,0
26253,4,16,214,0
26257,1,7,211,0
26260,8,40,218,0
26261,3,23,653,0
26264,1,8,211,0
26273,2,12,422,0
26283,1,6,211,0
26287,3,20,423,0
26288,3,13,213,0
26292,1,6,211,0
26301,73,1110,18263,0
26302,1,5,1,0
26306,1,9,211,0
26323,1,6,211,0
26330,72,952,15671,0
26346,1,8,211,0
26347,1,6,211,0
26351,7,37,637,0
26354,18,158,3290,0
26362,9,36,439,0
26374,1,7,211,0
26378,9,46,639,0
26385,2,14,422,0
26386,1,3,1,0
26408,2,7,2,0
26415,3,16,213,0
26416,13,89,1713,0
26419,1,3,1,0
26426,9,63,1279,0
26431,12,90,1942,0
26440,1,6,211,0
26444,2,20,642,0
26451,1,6,211,0
26452,27,187,2638,0
26456,5,27,425,0
26501,60,710,12822,0
26505,79,1684,22892,0
26506,2,18,243,0
26507,2,7,2,0
26508,59,948,14395,0
26519,2,6,2,0
26525,10,56,1080,0
26537,25,164,2836,0
26541,1,8,211,0
26542,3,15,223,0
26547,4,15,214,0
26554,84,1524,24251,0
26555,1,3,1,0
26559,1,7,211,0
26570,2,11,212,0
26571,1,6,211,0
26582,7,45,847,0
26588,1,10,211,0
26601,12,67,1123,0
26610,2,10,212,0
26621,1,6,211,0
26624,8,35,438,0
26651,40,382,6584,0
26667,1,3,1,0
26679,3,18,423,0
26681,2,16,422,0
26704,5,24,425,0
26710,1,3,1,0
26711,1,4,1,0
26719,4,18,234,0
26726,29,279,5471,0
26753,9,46,639,0
26757,17,133,2577,0
26764,5,23,425,0
26801,1,6,211,0
26807,8,51,1268,0
26808,1,3,1,0
26814,1,6,211,0
26833,2,12,422,0
26836,24,169,3234,0
26847,25,176,3026,0
26851,1,4,1,0
27006,34,374,5847,0
27009,4,24,634,0
27011,5,42,1065,0
27012,64,1023,14466,0
27013,7,42,637,0
27014,1,9,211,0
27016,1,8,211,0
27017,17,174,3929,0
27018,7,65,1277,0
27019,5,32,845,0
27020,3,29,423,0
27021,41,451,8055,0
27023,30,293,5172,0
27025,29,263,4510,0
27027,8,46,1109,0
27028,64,688,11015,0
27030,87,1384,20527,0
27040,14,153,2544,0
27041,22,154,2363,0
27043,7,42,1057,0
27045,19,135,2201,0
27048,10,78,1480,0
27050,4,28,634,0
27051,13,113,1754,0
27052,12,116,2603,0
27054,2,6,2,0
27055,36,380,6717,0
27101,98,1693,25302,0
27102,1,3,1,0
27103,106,3125,39653,0
27104,59,849,12522,0
27105,69,990,14726,0
27106,73,1365,19286,0
27107,65,819,11288,0
27109,1,3,1,0
27114,1,12,211,0
27116,1,4,1,0
27120,1,3,1,0
27127,57,777,11916,0
27203,74,1232,18736,0
27204,1,12,211,0
27205,36,417,6289,0
27207,5,31,635,0
27209,5,42,896,0
27212,2,9,212,0
27214,13,101,2143,0
27215,106,2438,35301,0
27216,2,12,212,0
27217,51,643,9592,0
27229,5,28,635,0
27233,3,12,213,0
27235,13,69,1063,0
27239,14,98,1724,0
27242,2,10,212,0
27243,6,36,846,0
27244,17,147,3008,0
27248,2,16,422,0
27249,16,142,2776,0
27252,1,3,1,0
27253,56,700,10447,0
27258,8,42,428,0
27260,65,796,12012,0
27261,2,9,212,0
27262,82,1325,19220,0
27263,74,1060,17337,0
27265,77,1523,20548,0
27278,68,924,13360,0
27281,1,6,211,0
27282,40,360,6641,0
27283,2,9,212,0
27284,108,2128,27699,0
27285,1,3,1,0
27288,44,558,9357,0
27292,84,1283,19212,0
27293,1,8,211,0
27295,47,636,9362,0
27298,23,170,3633,0
27299,3,17,423,0
27301,12,119,2783,0
27302,65,895,14821,0
27306,12,55,642,0
27310,22,207,3233,0
27311,2,22,642,0
27312,46,674,11188,0
27313,6,55,1266,0
27315,1,8,211,0
27316,13,102,1954,0
27317,29,291,5441,0
27320,60,978,15163,0
27323,1,12,211,0
27325,7,39,427,0
27326,3,31,853,0
27330,93,1530,22473,0
27331,2,9,2,0
27332,43,503,9367,0
27340,1,3,1,0
27341,8,58,1058,0
27343,1,4,1,0
27344,40,469,8841,0
27349,8,41,648,0
27350,5,31,635,0
27356,1,3,1,0
27357,19,190,4079,0
27358,28,363,5149,0
27360,86,1272,17394,0
27361,3,27,464,0
27370,12,133,2362,0
27371,27,218,4809,0
27374,3,19,443,0
27376,26,267,5617,0
27377,14,102,2145,0
27379,11,71,851,0
27401,77,1619,21355,0
27402,2,36,893,0
27403,52,737,9526,0
27404,1,3,1,0
27405,78,1283,17379,0
27406,95,1679,22133,0
27407,115,2609,36866,0
27408,91,2033,26380,0
27409,96,1522,27751,0
27410,104,2363,29265,0
27411,1,6,1,0
27412,1,3,1,0
27417,1,3,1,0
27420,2,10,244,0
27427,2,21,452,0
27455,49,709,10173,0
27501,28,369,5598,0
27502,77,1606,19185,0
27503,8,77,1488,0
27504,39,467,8495,0
27505,7,41,857,0
27506,2,9,222,0
27508,2,11,212,0
27509,4,22,654,0
27510,50,542,8675,0
27511,96,2579,30660,0
27512,2,8,2,0
27513,90,2285,27350,0
27514,76,1539,19608,0
27515,1,4,1,0
27516,62,1150,12485,0
27517,56,1091,15974,0
27518,70,1536,19606,0
27519,58,1479,15950,0
27520,64,1294,18006,0
27521,11,69,1291,0
27522,33,363,7396,0
27523,25,259,4379,0
27524,16,138,2346,0
27525,13,120,2133,0
27526,81,1571,18729,0
27527,34,391,6006,0
27528,1,4,1,0
27529,94,2217,31303,0
27530,79,1157,17594,0
27531,2,11,212,0
27532,3,10,3,0
27533,2,25,432,0
27534,72,1224,19252,0
27536,56,778,12535,0
27537,23,272,3234,0
27539,40,558,8023,0
27540,56,1154,15578,0
27541,5,48,1275,0
27542,15,105,2197,0
27544,2,15,212,0
27545,54,727,11150,0
27546,32,347,7167,0
27549,50,598,9921,0
27557,6,56,1066,0
27559,5,28,886,0
27560,106,2282,32343,0
27562,7,54,847,0
27563,4,21,424,0
27565,53,642,11948,0
27568,1,9,211,0
27569,9,71,1689,0
27571,14,129,2605,0
27572,9,74,1899,0
27573,48,572,9991,0
27574,13,106,1903,0
27576,27,298,5199,0
27577,69,1187,18659,0
27581,2,12,422,0
27582,1,8,211,0
27583,7,60,1287,0
27587,99,2704,31141,0
27588,2,13,212,0
27589,15,95,1485,0
27591,36,452,7368,0
27592,17,218,2977,0
27596,37,482,6668,0
27597,43,595,8677,0
27599,2,15,212,0
27601,67,1274,17015,0
27602,2,14,212,0
27603,119,2702,34002,0
27604,107,2127,30459,0
27605,48,694,12025,0
27606,80,1442,20455,0
27607,70,1747,21992,0
27608,40,570,8191,0
27609,103,3403,37753,0
27610,79,1417,18859,0
27611,3,30,213,0
27612,95,2654,34200,0
27613,63,1461,17673,0
27614,63,1283,15640,0
27615,106,3364,34561,0
27616,97,1752,25557,0
27617,88,1336,20817,0
27620,1,6,211,0
27623,3,27,454,0
27624,3,30,716,0
27668,1,3,1,0
27675,2,6,2,0
27701,80,1677,23938,0
27703,89,1711,25043,0
27704,69,1038,13556,0
27705,100,1956,27790,0
27707,86,2092,28490,0
27708,2,16,232,0
27709,27,458,7194,0
27712,25,318,5795,0
27713,99,2471,32611,0
27801,20,229,4111,0
27802,6,34,216,0
27803,27,273,4708,0
27804,91,1790,28582,0
27805,2,19,422,0
27806,1,3,1,0
27807,7,43,847,0
27808,3,23,633,0
27809,8,62,1068,0
27810,10,67,1111,0
27812,5,22,215,0
27816,1,6,211,0
27817,10,59,850,0
27818,1,3,1,0
27820,2,11,212,0
27822,10,102,1951,0
27823,6,46,846,0
27824,2,6,2,0
27828,21,161,3012,0
27829,1,6,211,0
27830,9,52,849,0
27831,3,12,213,0
27834,100,2045,30409,0
27835,6,31,426,0
27837,5,43,845,0
27839,5,20,215,0
27842,1,6,211,0
27844,1,4,1,0
27845,2,13,422,0
27846,5,39,865,0
27847,1,3,1,0
27849,2,13,422,0
27850,13,129,2553,0
27851,3,12,213,0
27852,3,25,633,0
27855,9,62,1079,0
27856,27,255,4609,0
27858,83,2184,28658,0
27860,4,28,424,0
27862,1,6,211,0
27863,11,72,851,0
27864,4,29,634,0
27865,4,28,654,0
27866,1,3,1,0
27868,1,3,1,0
27869,1,9,211,0
27870,52,822,14092,0
27871,3,31,423,0
27874,7,40,898,0
27878,3,13,213,0
27880,4,22,424,0
27882,9,67,1269,0
27883,2,6,2,0
27884,1,6,211,0
27886,42,439,6943,0
27889,85,1142,17570,0
27890,6,29,436,0
27891,4,22,644,0
27892,41,372,6522,0
27893,93,1500,23435,0
27894,3,15,213,0
27895,2,7,2,0
27896,55,671,10471,0
27906,2,14,212,0
27909,82,1381,20877,0
27910,40,361,5672,0
27915,9,69,1059,0
27917,1,3,1,0
27920,8,78,858,0
27921,7,51,1057,0
27922,1,3,1,0
27923,1,6,211,0
27924,1,11,211,0
27925,7,38,657,0
27927,13,203,2553,0
27928,1,8,211,0
27929,2,6,2,0
27932,41,390,8524,0
27936,5,32,635,0
27938,1,6,211,0
27939,6,44,1066,0
27941,2,19,422,0
27943,7,46,637,0
27944,20,143,2801,0
27947,1,3,1,0
27948,43,616,8899,0
27949,50,874,13718,0
27950,1,3,1,0
27954,33,262,5184,0
27957,3,10,3,0
27958,17,134,2808,0
27959,37,536,9751,0
27960,8,102,1918,0
27962,21,165,2622,0
27964,4,25,424,0
27966,8,58,1099,0
27967,1,3,1,0
27968,1,11,211,0
27970,2,16,212,0
27976,3,19,423,0
27980,2,13,422,0
27981,6,36,636,0
27982,2,17,212,0
27983,21,170,2842,0
27986,1,10,211,0
28001,71,1051,15618,0
28006,1,3,1,0
28009,1,6,211,0
28012,63,807,12848,0
28016,13,145,2343,0
28017,3,14,3,0
28018,5,43,845,0
28020,2,19,212,0
28021,24,242,4525,0
28023,27,269,4318,0
28024,1,3,1,0
28025,95,2084,24329,0
28026,1,4,1,0
28027,118,2931,36311,0
28031,90,2013,25532,0
28032,3,25,464,0
28033,2,11,212,0
28034,26,293,4797,0
28035,1,8,211,0
28036,52,643,9215,0
28037,66,1191,17184,0
28040,4,42,644,0
28041,1,3,1,0
28042,1,7,221,0
28043,55,701,11090,0
28052,77,1046,14014,0
28053,1,3,1,0
28054,77,1706,23742,0
28056,56,774,10812,0
28070,2,7,2,0
28071,3,10,3,0
28072,2,7,2,0
28073,3,30,633,0
28075,42,608,9128,0
28076,1,7,211,0
28078,104,2848,30147,0
28079,71,1409,18396,0
28080,6,48,1266,0
28081,42,473,8003,0
28082,1,10,211,0
28083,47,637,9771,0
28086,47,613,9128,0
28088,3,28,423,0
28090,7,45,637,0
28091,2,12,212,0
28092,72,1117,17430,0
28093,2,15,212,0
28097,19,158,2840,0
28098,7,46,878,0
28101,1,4,1,0
28103,18,200,3868,0
28104,74,1233,16073,0
28105,95,2494,29508,0
28106,3,10,3,0
28107,20,194,3400,0
28110,105,2247,29774,0
28111,1,7,211,0
28112,50,725,10195,0
28114,4,40,644,0
28115,89,1461,19716,0
28117,119,3247,35011,0
28119,1,7,211,0
28120,34,396,6695,0
28124,15,106,1715,0
28125,8,53,1058,0
28127,5,28,215,0
28128,12,103,1282,0
28129,13,92,1493,0
28130,1,3,1,0
28133,4,27,634,0
28134,71,972,16912,0
28135,3,19,433,0
28137,7,49,1298,0
28138,14,152,3035,0
28139,48,454,6459,0
28144,78,1111,17558,0
28145,2,13,212,0
28146,41,422,6012,0
28147,55,606,10257,0
28150,76,1093,17095,0
28151,1,6,211,0
28152,48,610,11582,0
28159,5,35,845,0
28160,11,87,1511,0
28163,6,55,1076,0
28164,31,258,4772,0
28166,25,214,4096,0
28167,2,15,422,0
28168,8,87,1688,0
28169,1,3,1,0
28170,32,302,5445,0
28173,74,1675,17187,0
28174,10,67,1270,0
28201,1,3,1,0
28202,84,2405,32817,0
28203,91,2185,27352,0
28204,64,1279,15206,0
28205,93,2267,28106,0
28206,71,986,17325,0
28207,38,694,9006,0
28208,108,1950,33864,0
28209,83,1769,22863,0
28210,81,2198,24336,0
28211,81,2272,23919,0
28212,55,885,13750,0
28213,70,1123,15571,0
28214,61,815,12332,0
28215,51,891,11528,0
28216,95,1686,23130,0
28217,119,3401,43111,0
28219,1,3,1,0
28223,4,58,1115,0
28226,83,2086,23420,0
28227,82,1837,22252,0
28244,5,58,1357,0
28246,2,6,2,0
28255,4,76,1148,0
28262,86,2082,27998,0
28266,1,3,1,0
28269,106,2370,32818,0
28270,57,1108,12950,0
28273,113,2819,42729,0
28274,1,7,221,0
28277,112,4619,42378,0
28278,46,671,9978,0
28280,6,26,216,0
28281,3,25,633,0
28284,2,9,212,0
28287,2,20,422,0
28301,80,1000,15597,0
28302,4,34,664,0
28303,74,1841,26783,0
28304,59,1293,17023,0
28305,28,312,4969,0
28306,60,915,14647,0
28307,10,64,1321,0
28308,1,3,1,0
28309,2,13,422,0
28310,5,127,2239,0
28311,42,546,10088,0
28312,27,275,4548,0
28314,52,779,12313,0
28315,49,465,7602,0
28318,2,15,212,0
28320,10,89,1480,0
28323,2,11,212,0
28326,14,111,2407,0
28327,28,304,4761,0
28328,58,781,12234,0
28329,1,8,221,0
28333,7,41,427,0
28334,66,930,16434,0
28335,1,4,1,0
28337,34,317,5917,0
28338,4,24,434,0
28339,12,74,1313,0
28340,12,91,1502,0
28341,8,33,428,0
28342,1,9,211,0
28344,1,3,1,0
28345,19,160,2339,0
28348,40,482,7436,0
28349,13,80,1293,0
28351,4,21,444,0
28352,48,629,11223,0
28353,2,21,212,0
28356,3,17,423,0
28357,2,10,212,0
28358,71,1284,19657,0
28359,2,33,212,0
28360,14,102,2175,0
28364,12,95,1932,0
28365,28,298,4789,0
28366,7,45,847,0
28368,1,6,211,0
28369,1,9,221,0
28371,5,21,215,0
28372,25,245,4230,0
28373,4,28,434,0
28374,35,589,9832,0
28376,43,549,9295,0
28377,15,121,2376,0
28379,49,736,12515,0
28380,1,15,211,0
28382,8,67,1288,0
28383,3,20,213,0
28384,17,130,1999,0
28385,3,14,213,0
28386,5,27,635,0
28387,68,1062,17453,0
28388,1,3,1,0
28390,35,399,6539,0
28391,7,45,847,0
28392,2,7,2,0
28393,1,8,211,0
28394,8,50,848,0
28395,4,15,214,0
28396,1,7,211,0
28398,14,101,1525,0
28399,1,3,1,0
28401,113,2116,27450,0
28402,3,15,213,0
28403,119,4060,49113,0
28405,108,2540,35042,0
28406,2,7,2,0
28409,47,813,9848,0
28411,57,1030,11273,0
28412,78,1228,16678,0
28420,2,16,422,0
28421,1,6,211,0
