Zip,Industries,Establishments,Employees,Payroll
01529,1,3,1,0
01532,60,540,9491,0
01534,4,30,634,0
01535,8,47,848,0
01536,11,63,1061,0
01537,3,20,633,0
01538,1,3,1,0
01540,23,154,3013,0
01541,4,25,634,0
01542,3,9,3,0
01543,11,71,1271,0
01545,98,1048,18206,0
01550,26,246,3957,0
01560,2,14,422,0
01562,20,150,3041,0
01564,21,137,2341,0
01566,26,182,4170,0
01568,12,85,1062,0
01569,23,201,4074,0
01570,43,338,5215,0
01571,16,112,1706,0
01581,108,1171,18221,0
01583,20,127,2201,0
01585,6,35,846,0
01588,22,154,3463,0
01590,16,100,1926,0
01602,31,332,6683,0
01603,49,385,7171,0
01604,70,855,14742,0
01605,66,608,10195,0
01606,52,374,5843,0
01607,15,70,645,0
01608,47,601,8463,0
01609,55,626,9608,0
01610,37,304,4559,0
01611,1,3,1,0
01612,6,34,656,0
01701,131,1708,27568,0
01702,92,1173,15800,0
01719,13,75,1273,0
01720,81,840,14525,0
01721,44,441,8376,0
01730,64,563,9916,0
01731,2,20,422,0
01740,12,81,1712,0
01741,6,54,636,0
01742,91,993,16090,0
01746,38,325,5138,0
01747,18,82,1068,0
01748,48,457,7919,0
01749,52,488,8567,0
01752,154,2076,34296,0
01754,27,220,4127,0
01756,9,68,1300,0
01757,97,1119,17479,0
01760,135,1888,31741,0
01770,9,60,1279,0
01772,35,265,4556,0
01773,17,100,1907,0
01775,11,78,1271,0
01776,53,612,9475,0
01778,43,368,6884,0
01801,203,3017,46640,0
01803,131,2194,37048,0
01810,101,1323,21125,0
01821,77,850,12705,0
01824,81,1030,16714,0
01826,62,747,12336,0
01827,5,39,845,0
01830,46,594,10785,0
01831,1,6,211,0
01832,32,253,5016,0
01833,20,137,2370,0
01834,10,92,2130,0
01835,26,190,3447,0
01840,36,298,6370,0
01841,42,468,7983,0
01843,54,502,7478,0
01844,91,1224,18202,0
01845,81,1134,17724,0
01850,13,83,1744,0
01851,54,563,9570,0
01852,82,943,14386,0
01854,31,289,4762,0
01860,6,38,1056,0
01862,43,313,5067,0
01863,20,153,2894,0
01864,58,571,11117,0
01867,52,597,10687,0
01876,80,886,14689,0
01879,34,273,5007,0
01880,95,1123,17945,0
01886,70,814,14148,0
01887,99,972,15771,0
01890,51,663,11276,0
01901,32,266,3954,0
01902,47,596,9039,0
01904,35,340,5386,0
01905,40,446,7564,0
01906,88,1071,19233,0
01907,33,335,6087,0
01908,1,3,1,0
01910,1,7,211,0
01913,43,390,7175,0
01915,127,1726,27772,0
01921,15,115,2335,0
01922,3,15,213,0
01923,129,1434,23263,0
01929,15,97,1726,0
01930,90,1144,18816,0
01938,42,334,4953,0
01940,45,412,6569,0
01944,21,122,2361,0
01945,68,649,10879,0
01949,40,309,5632,0
01950,90,878,15165,0
01951,7,41,847,0
01952,31,247,4502,0
01960,140,2064,29416,0
01966,19,190,3829,0
01969,20,147,2831,0
01970,114,1584,22122,0
01982,11,54,851,0
01983,26,162,2786,0
01984,5,23,425,0
01985,3,31,423,0
02019,45,399,6800,0
02021,112,1179,19798,0
02025,36,245,4717,0
02026,104,1177,19485,0
02030,13,90,2333,0
02032,11,64,1271,0
02035,67,651,11385,0
02038,93,981,16173,0
02043,96,1118,19415,0
02045,13,113,1913,0
02048,74,643,10921,0
02050,66,542,10031,0
02052,34,294,5446,0
02053,35,287,4956,0
02054,18,140,2148,0
02056,23,185,2763,0
02061,62,708,12021,0
02062,123,1641,23393,0
02066,41,401,7334,0
02067,34,382,7294,0
02072,99,1154,18653,0
02081,70,678,10643,0
02090,58,527,8891,0
02093,39,466,8909,0
02108,91,1726,25049,0
02109,97,2251,31824,0
02110,105,3073,38848,0
02111,101,1429,21902,0
02113,16,206,2817,0
02114,73,934,14835,0
02115,59,816,14067,0
02116,150,3375,47006,0
02118,75,1016,15779,0
02119,46,434,6632,0
02120,20,182,3092,0
02121,20,188,3231,0
02122,58,606,10702,0
02124,52,732,11568,0
02125,49,477,8073,0
02126,24,205,3695,0
02127,69,746,12637,0
02128,79,1105,17760,0
02129,65,498,7420,0
02130,74,808,14006,0
02131,48,526,9302,0
02132,54,623,10759,0
02133,2,7,2,0
02134,54,632,10153,0
02135,67,836,14594,0
02136,50,448,8823,0
02138,121,1639,25914,0
02139,97,1655,24750,0
02140,56,574,11144,0
02141,49,411,7104,0
02142,47,706,10785,0
02143,66,677,10714,0
02144,41,479,7487,0
02145,46,448,7870,0
02148,94,1366,18439,0
02149,76,993,14200,0
02150,70,927,15350,0
02151,80,1111,17396,0
02152,26,264,5387,0
02155,115,1598,22748,0
02163,1,23,452,0
02169,156,2295,32752,0
02170,28,290,5609,0
02171,47,433,7601,0
02176,53,654,12577,0
02180,66,686,12159,0
02184,147,2234,38197,0
02186,54,593,9425,0
02188,32,251,4824,0
02189,41,371,6925,0
02190,48,420,7642,0
02191,17,75,1067,0
02199,30,258,4758,0
02210,88,1485,26716,0
02215,52,655,10503,0
02238,1,7,211,0
02269,1,3,1,0
02301,127,1964,30225,0
02302,49,441,7812,0
02322,22,122,2403,0
02324,57,561,9709,0
02330,21,167,2392,0
02331,1,3,1,0
02332,35,332,6616,0
02333,29,229,3691,0
02338,13,60,853,0
02339,80,695,11317,0
02341,16,133,2408,0
02343,30,227,4372,0
02345,1,3,1,0
02346,62,600,10166,0
02347,37,242,4307,0
02351,35,333,6277,0
02356,33,216,4115,0
02359,51,551,10957,0
02360,159,2279,33736,0
02362,1,3,1,0
02364,42,364,6816,0
02367,5,21,425,0
02368,59,668,10684,0
02370,55,450,7368,0
02375,43,352,6295,0
02379,44,331,5498,0
02382,23,196,4145,0
02420,58,635,11901,0
02421,61,692,11600,0
02445,47,591,10839,0
02446,68,1019,14855,0
02451,110,1785,25885,0
02452,48,464,7202,0
02453,95,961,15673,0
02454,2,15,222,0
02457,1,25,462,0
02458,62,569,9933,0
02459,76,963,15182,0
02460,29,235,4480,0
02461,29,201,4129,0
02462,5,95,1326,0
02464,29,163,2650,0
02465,30,284,4050,0
02466,32,208,3663,0
02467,56,672,11613,0
02468,8,52,1058,0
02472,108,1276,19575,0
02474,53,593,11215,0
02476,38,424,8169,0
02478,69,785,14881,0
02481,64,1024,15198,0
02482,46,468,9159,0
02492,50,603,10413,0
02493,34,342,6647,0
02494,80,747,11608,0
02532,30,256,4131,0
02534,4,18,214,0
02535,4,28,844,0
02536,40,370,6083,0
02537,6,46,1056,0
02538,5,39,717,0
02539,35,357,6016,0
02540,60,558,9102,0
02543,3,19,423,0
02554,84,1528,15627,0
02556,7,62,1718,0
02557,24,258,4244,0
02558,3,9,3,0
02559,7,31,437,0
02561,2,8,2,0
02562,5,29,665,0
02563,41,377,7384,0
02564,1,3,1,0
02568,43,381,7043,0
02571,29,256,5535,0
02574,1,3,1,0
02575,4,67,854,0
02576,3,11,3,0
02584,7,66,1267,0
02601,110,1713,26857,0
02630,9,76,849,0
02631,30,283,4500,0
02632,28,261,4708,0
02633,25,246,4926,0
02635,9,74,1479,0
02637,1,6,211,0
02638,8,50,848,0
02639,7,95,1277,0
02641,2,11,212,0
02642,12,95,2112,0
02643,1,6,211,0
02644,9,55,1510,0
02645,27,277,3657,0
02646,11,84,1932,0
02648,21,182,3431,0
02649,54,494,8436,0
02650,2,19,642,0
02651,8,37,638,0
02652,7,47,1057,0
02653,45,391,6896,0
02655,22,153,2173,0
02657,29,448,6011,0
02659,2,19,442,0
02660,16,153,2606,0
02663,1,7,211,0
02664,32,305,5265,0
02666,2,11,212,0
02667,12,103,1902,0
02668,6,48,1056,0
02669,3,12,213,0
02670,3,15,213,0
02671,4,25,634,0
02673,27,228,3637,0
02675,15,116,1715,0
02702,9,53,849,0
02703,90,1171,17952,0
02715,6,40,1056,0
02717,7,46,637,0
02718,8,44,868,0
02719,44,352,6190,0
02720,70,842,12749,0
02721,59,639,10895,0
02722,3,15,223,0
02723,24,160,2754,0
02724,22,156,2782,0
02725,4,16,245,0
02726,29,239,5012,0
02738,11,65,1491,0
02739,19,140,3199,0
02740,86,1207,18689,0
02741,1,8,211,0
02743,19,152,3209,0
02744,17,147,2567,0
02745,54,494,9012,0
02746,32,255,4103,0
02747,80,822,14947,0
02748,21,184,3483,0
02760,74,820,14305,0
02762,31,276,5874,0
02763,7,31,427,0
02764,5,36,1065,0
02766,41,335,6556,0
02767,59,517,9337,0
02769,28,265,4238,0
02770,6,57,1056,0
02771,62,576,9468,0
02777,50,393,8232,0
02779,7,43,847,0
02780,115,1342,20454,0
02790,42,408,6673,0
02804,6,57,1286,0
02806,41,355,7272,0
02807,22,224,3822,0
02808,1,6,211,0
02809,54,624,10198,0
02812,1,3,1,0
02813,14,117,1924,0
02814,11,84,1481,0
02816,62,647,10658,0
02817,12,71,1272,0
02818,69,818,15768,0
02822,16,128,2357,0
02825,7,42,847,0
02827,2,16,422,0
02828,18,137,2579,0
02830,8,83,1509,0
02831,4,20,424,0
02832,5,31,855,0
02835,14,92,1694,0
02837,10,73,1290,0
02838,2,14,432,0
02840,98,1451,22578,0
02841,2,14,212,0
02842,64,675,11639,0
02852,89,794,13074,0
02857,14,148,2754,0
02859,9,53,849,0
02860,123,1268,19604,0
02861,41,459,7364,0
02863,28,241,4238,0
02864,80,889,15175,0
02865,66,643,12122,0
02871,47,468,9228,0
02874,6,36,846,0
02878,37,323,5608,0
02879,70,781,13287,0
02881,10,98,1910,0
02882,41,411,7595,0
02883,1,3,1,0
02885,37,277,5060,0
02886,174,2367,36999,0
02888,71,683,10875,0
02889,46,464,8461,0
02891,79,915,14775,0
02892,8,70,1268,0
02893,50,539,10917,0
02895,83,867,14652,0
02896,31,270,5193,0
02898,7,38,637,0
02901,1,3,1,0
02903,119,2415,32610,0
02904,88,898,14276,0
02905,56,518,8679,0
02906,70,991,15258,0
02907,68,650,9178,0
02908,57,611,10725,0
02909,72,825,13396,0
02910,54,578,8665,0
02911,25,193,3676,0
02914,77,863,14310,0
02915,37,309,6058,0
02916,20,110,1761,0
02917,64,561,10519,0
02918,1,20,451,0
02919,98,1405,21449,0
02920,130,1689,26024,0
02921,27,221,4257,0
02940,3,89,423,0
03031,55,408,7536,0
03032,13,75,1273,0
03033,3,24,423,0
03034,7,43,1267,0
03036,4,25,644,0
03037,5,48,855,0
03038,72,766,13506,0
03042,16,135,2650,0
03043,1,8,211,0
03044,3,25,633,0
03045,33,218,4083,0
03046,3,26,633,0
03047,3,12,213,0
03048,6,39,846,0
03049,15,135,2755,0
03051,73,673,10366,0
03052,8,54,1058,0
03053,83,771,14022,0
03054,79,874,13595,0
03055,38,360,7493,0
03060,131,1780,27831,0
03062,47,478,8679,0
03063,78,632,10797,0
03064,24,177,3665,0
03070,7,54,1267,0
03071,10,69,1280,0
03076,33,255,4293,0
03077,17,116,1697,0
03079,145,1654,27690,0
03084,1,3,1,0
03086,6,29,489,0
03087,38,358,7812,0
03101,75,882,11874,0
03102,44,487,9148,0
03103,114,1359,24027,0
03104,55,584,9149,0
03106,44,391,7838,0
03109,35,262,4567,0
03110,94,1205,18868,0
03215,2,8,2,0
03216,4,15,214,0
03217,3,20,423,0
03220,13,66,1083,0
03221,1,9,211,0
03222,9,74,1499,0
03223,8,46,1089,0
03224,2,12,422,0
03225,2,9,212,0
03226,1,3,1,0
03229,7,49,1057,0
03230,1,7,211,0
03234,9,39,429,0
03235,19,108,2349,0
03237,1,6,211,0
03241,2,9,2,0
03242,12,57,852,0
03244,11,61,1322,0
03245,2,19,422,0
03246,53,567,8894,0
03249,24,127,1704,0
03251,18,142,2809,0
03253,26,202,4119,0
03254,16,102,1746,0
03255,1,3,1,0
03257,24,147,2585,0
03258,2,9,212,0
03260,1,3,1,0
03261,6,33,436,0
03262,4,31,644,0
03263,8,43,1058,0
03264,27,199,3929,0
03266,2,10,212,0
03269,3,17,423,0
03275,19,132,1939,0
03276,23,183,3158,0
03278,5,23,425,0
03280,1,6,211,0
03281,10,84,1720,0
03284,1,8,211,0
03287,2,20,422,0
03290,1,6,211,0
03301,165,2174,34179,0
03303,18,114,1959,0
03304,18,103,1488,0
03307,5,37,635,0
03431,96,986,16233,0
03435,1,4,1,0
03440,1,6,211,0
03444,3,12,213,0
03446,8,47,1058,0
03447,3,12,213,0
03449,1,6,211,0
03451,3,13,213,0
03452,12,63,852,0
03458,28,225,4979,0
03461,13,80,1503,0
03466,1,3,1,0
03467,1,4,1,0
03470,6,23,216,0
03561,36,281,5857,0
03570,15,87,1515,0
03574,2,6,2,0
03576,11,63,1071,0
03579,1,3,1,0
03580,4,32,844,0
03581,6,48,646,0
03582,1,8,211,0
03583,1,3,1,0
03584,16,69,1076,0
03585,1,8,211,0
03588,1,3,1,0
03590,1,3,1,0
03592,2,7,2,0
03595,2,14,422,0
03597,1,3,1,0
03598,6,22,216,0
03602,1,4,1,0
03603,5,27,635,0
03608,7,46,1057,0
03741,2,6,2,0
03743,37,271,5080,0
03748,5,35,645,0
03750,1,3,1,0
03755,24,190,3485,0
03766,53,388,7007,0
03768,1,3,1,0
03771,1,6,211,0
03773,21,131,2551,0
03774,3,17,423,0
03777,1,8,211,0
03781,1,10,211,0
03782,4,24,634,0
03784,32,196,3146,0
03785,4,20,214,0
03801,174,2841,44242,0
03809,6,27,426,0
03810,1,9,211,0
03811,5,43,845,0
03812,2,15,212,0
03813,4,21,424,0
03814,2,7,2,0
03816,2,12,422,0
03818,19,119,2579,0
03819,3,25,633,0
03820,86,1078,17108,0
03823,2,9,212,0
03824,21,154,3892,0
03825,21,116,1491,0
03826,7,39,1057,0
03827,6,39,1056,0
03833,82,811,13918,0
03835,11,57,851,0
03836,2,10,212,0
03837,1,6,211,0
03838,2,6,2,0
03839,4,29,634,0
03840,17,100,1297,0
03841,14,106,1904,0
03842,50,584,7931,0
03844,3,10,3,0
03845,3,17,213,0
03846,2,13,243,0
03848,15,87,1275,0
03851,1,3,1,0
03854,1,6,211,0
03855,2,13,422,0
03856,2,11,212,0
03857,11,71,1312,0
03858,3,35,633,0
03860,34,410,8682,0
03861,3,17,433,0
03862,23,144,2593,0
03864,6,32,636,0
03865,42,279,4593,0
03867,51,474,8387,0
03868,5,28,655,0
03869,3,18,423,0
03870,7,47,1267,0
03872,5,27,445,0
03873,4,44,844,0
03874,32,276,5694,0
03878,29,204,3950,0
03884,3,17,423,0
03885,28,143,2390,0
03886,4,24,634,0
03887,1,6,211,0
03890,2,10,222,0
03894,27,259,4938,0
03901,8,46,848,0
03902,5,24,425,0
03903,15,78,1275,0
03904,29,319,6404,0
03905,1,6,211,0
03906,7,44,847,0
03907,10,224,3272,0
03908,12,71,1062,0
03909,37,363,6919,0
03910,5,52,1055,0
03911,1,3,1,0
04001,1,3,1,0
04002,11,85,1701,0
04003,2,9,212,0
04005,72,736,12425,0
04008,4,25,634,0
04009,21,174,3493,0
04011,86,965,15862,0
04015,6,32,636,0
04020,4,19,444,0
04021,14,96,2124,0
04027,6,24,426,0
04029,2,6,2,0
04030,2,10,212,0
04032,45,394,7427,0
04033,1,4,1,0
04037,7,31,427,0
04038,44,380,6695,0
04039,21,165,3411,0
04040,6,29,636,0
04041,1,6,211,0
04042,6,32,846,0
04043,50,428,7121,0
04046,30,319,5550,0
04047,1,4,1,0
04048,4,26,424,0
04051,3,15,423,0
04055,10,80,1270,0
04062,60,580,9312,0
04064,20,301,4081,0
04068,2,17,212,0
04069,2,16,422,0
04070,1,4,1,0
04071,14,103,2334,0
04072,64,706,12232,0
04073,39,403,7241,0
04074,97,1008,17637,0
04076,2,12,422,0
04079,8,108,1478,0
04083,7,45,1318,0
04084,11,72,851,0
04086,32,256,4733,0
04087,2,6,2,0
04088,1,3,1,0
04090,29,379,5841,0
04092,69,548,8492,0
04093,15,101,2325,0
04096,36,335,6907,0
04097,9,54,849,0
04098,1,7,211,0
04101,174,3115,43788,0
04102,67,668,10502,0
04103,112,1265,19892,0
04104,2,6,2,0
04105,54,578,11007,0
04106,133,1595,30271,0
04107,18,158,3618,0
04108,2,14,422,0
04110,3,15,423,0
04112,3,18,213,0
04210,94,914,14586,0
04216,1,3,1,0
04217,16,87,1716,0
04220,1,9,211,0
04222,6,50,1266,0
04224,2,11,212,0
04236,4,32,634,0
04239,8,41,848,0
04240,101,1157,19270,0
04241,1,4,1,0
04243,2,6,2,0
04250,4,28,634,0
04252,9,53,1059,0
04253,2,10,212,0
04254,2,6,2,0
04256,4,20,424,0
04257,7,33,647,0
04258,7,54,1287,0
04259,1,6,211,0
04260,12,59,1072,0
04261,2,7,2,0
04263,1,6,211,0
04268,14,76,1514,0
04270,14,72,1284,0
04274,7,42,847,0
04276,13,67,1063,0
04280,10,54,850,0
04281,15,75,1316,0
04282,11,61,1501,0
04287,6,35,636,0
04289,1,6,211,0
04294,6,21,216,0
04330,109,1224,21068,0
04332,2,12,432,0
04336,1,3,1,0
04344,4,12,4,0
04345,19,152,2369,0
04346,1,8,211,0
04347,11,73,1952,0
04348,5,30,635,0
04350,2,9,212,0
04351,3,17,423,0
04352,1,3,1,0
04353,1,7,211,0
04355,1,6,211,0
04357,4,13,4,0
04358,7,42,1057,0
04363,2,9,212,0
04364,13,91,1913,0
04401,187,2607,42732,0
04402,3,15,245,0
04411,3,16,423,0
04412,42,292,5485,0
04416,10,60,1710,0
04418,1,8,211,0
04419,3,16,423,0
04421,1,3,1,0
04422,1,6,211,0
04424,2,17,212,0
04426,13,59,853,0
04427,2,12,422,0
04428,4,23,424,0
04429,10,62,1720,0
04434,1,6,211,0
04441,8,56,1688,0
04442,1,3,1,0
04443,1,6,211,0
04444,21,130,1941,0
04448,1,6,211,0
04456,2,10,212,0
04457,23,133,2353,0
04460,1,3,1,0
04461,2,7,2,0
04462,12,61,1082,0
04463,2,11,232,0
04464,1,3,1,0
04468,18,95,1498,0
04469,1,3,1,0
04472,1,6,211,0
04473,11,70,1573,0
04474,7,38,1057,0
04476,1,6,211,0
04493,3,21,633,0
04495,1,7,211,0
04496,2,11,212,0
04530,32,281,5624,0
04537,10,90,1690,0
04538,17,172,3387,0
04539,4,30,854,0
04543,23,149,2164,0
04544,3,22,633,0
04547,3,71,633,0
04548,1,6,211,0
04551,2,11,212,0
04553,6,28,636,0
04554,5,24,425,0
04555,3,18,423,0
04556,1,8,211,0
04562,3,21,633,0
04563,4,22,424,0
04572,15,87,1505,0
04573,1,11,211,0
04576,1,6,211,0
04578,10,81,1920,0
04579,7,43,847,0
04605,70,704,11033,0
04606,3,19,633,0
04607,1,18,211,0
04609,36,466,6586,0
04611,2,15,212,0
04612,3,19,633,0
04613,1,16,211,0
04614,13,77,1693,0
04616,1,6,1,0
04617,1,3,1,0
04619,10,56,1290,0
04622,1,4,1,0
04623,1,6,211,0
04624,1,8,211,0
04626,1,8,211,0
04627,5,51,425,0
04634,2,6,2,0
04640,5,34,845,0
04643,1,10,211,0
04646,1,19,211,0
04649,3,34,643,0
04650,1,6,211,0
04652,1,6,211,0
04653,1,8,211,0
04654,12,53,883,0
04655,1,4,1,0
04658,1,12,211,0
04660,2,12,212,0
04662,2,14,212,0
04666,1,8,211,0
04668,1,6,211,0
04669,1,8,211,0
04674,1,3,1,0
04676,3,19,633,0
04679,17,123,2337,0
04680,1,6,211,0
04681,3,50,643,0
04685,2,9,212,0
04693,2,14,432,0
04730,36,278,5188,0
04732,3,27,633,0
04736,28,161,2599,0
04739,2,15,432,0
04740,1,3,1,0
04742,2,6,2,0
04743,19,226,3029,0
04744,1,7,211,0
04745,1,6,211,0
04747,1,3,1,0
04750,3,13,213,0
04756,9,40,649,0
04757,1,8,211,0
04758,2,11,212,0
04765,4,23,644,0
04768,1,3,1,0
04769,46,329,5048,0
04774,2,24,432,0
04776,4,24,424,0
04781,1,16,211,0
04785,1,6,211,0
04841,46,333,5858,0
04843,35,292,5115,0
04847,3,17,423,0
04848,2,14,422,0
04849,10,66,1690,0
04851,1,8,211,0
04852,1,6,211,0
04853,3,16,423,0
04854,4,52,424,0
04855,1,16,211,0
04856,25,178,3475,0
04858,2,24,422,0
04859,2,19,212,0
04860,3,29,423,0
04861,4,13,4,0
04862,7,38,1077,0
04863,6,73,846,0
04864,10,65,1490,0
04901,76,838,15050,0
04912,1,3,1,0
04915,48,393,8669,0
04917,5,29,635,0
04920,2,8,2,0
04924,2,12,422,0
04927,1,6,211,0
04930,10,36,430,0
04937,8,46,878,0
04938,38,263,4631,0
04943,1,8,211,0
04945,4,30,424,0
04947,6,39,907,0
04949,1,3,1,0
04950,10,53,1060,0
04952,1,6,211,0
04953,9,48,1130,0
04955,1,3,1,0
04957,6,34,866,0
04958,2,7,2,0
04963,12,73,1482,0
04964,2,13,432,0
04965,2,9,212,0
04966,1,14,211,0
04967,6,39,636,0
04970,7,69,1717,0
04971,2,14,432,0
04974,7,31,427,0
04976,37,227,3917,0
04979,1,3,1,0
04982,2,7,2,0
04983,3,13,213,0
04985,1,16,211,0
04986,1,6,211,0
04988,1,3,1,0
04989,2,9,212,0
05001,37,225,4359,0
05031,1,6,211,0
05032,6,33,636,0
05033,8,38,428,0
05035,1,3,1,0
05038,1,3,1,0
05043,1,6,211,0
05045,4,20,424,0
05048,7,44,1057,0
05051,1,3,1,0
05055,7,29,427,0
05059,2,12,212,0
05060,15,95,1735,0
05065,1,8,211,0
05068,3,9,3,0
05069,1,6,211,0
05071,2,9,212,0
05072,1,3,1,0
05089,8,41,848,0
05091,18,137,2358,0
05101,12,89,2132,0
05143,13,81,2133,0
05148,6,42,1076,0
05149,14,125,2615,0
05150,1,3,1,0
05151,3,17,423,0
05152,1,3,1,0
05155,5,31,676,0
05156,21,138,2571,0
05161,1,10,211,0
05201,49,430,7672,0
05250,9,62,1269,0
05251,1,8,211,0
05252,1,3,1,0
05254,3,13,213,0
05255,37,331,6108,0
05257,1,3,1,0
05262,5,31,635,0
05301,82,745,13348,0
05340,4,20,424,0
05341,1,6,211,0
05345,1,3,1,0
05346,7,47,847,0
05354,2,9,212,0
05356,7,52,1098,0
05361,1,3,1,0
05363,9,49,900,0
05401,133,1789,29138,0
05402,2,9,222,0
05403,116,1298,21374,0
05404,16,100,1737,0
05405,1,21,484,0
05406,2,24,452,0
05408,8,55,1498,0
05440,3,15,423,0
05443,16,105,2136,0
05445,7,46,1057,0
05446,60,550,10614,0
05450,8,39,648,0
05452,65,630,10838,0
05454,4,21,665,0
05455,1,6,211,0
05461,10,60,1060,0
05462,1,6,211,0
05464,6,41,1107,0
05465,7,52,1057,0
05468,30,196,4070,0
05471,1,3,1,0
05472,5,32,635,0
05476,1,3,1,0
05477,11,59,1061,0
05478,51,440,8463,0
05482,30,255,6030,0
05486,4,17,214,0
05487,1,6,211,0
05488,13,82,1503,0
05489,6,39,846,0
05491,16,87,1516,0
05495,89,663,11048,0
05601,3,12,213,0
05602,71,669,12398,0
05641,70,578,8922,0
05651,3,18,633,0
05655,2,12,212,0
05656,8,36,638,0
05660,3,27,633,0
05661,28,205,2988,0
05663,6,34,636,0
05667,2,13,212,0
05672,44,373,6967,0
05673,19,119,1279,0
05674,5,25,215,0
05676,20,117,1971,0
05677,3,16,423,0
05679,2,14,422,0
05701,111,1200,19920,0
05730,1,6,211,0
05732,2,6,2,0
05733,11,59,851,0
05735,5,38,865,0
05736,1,3,1,0
05738,1,6,211,0
05740,1,6,211,0
05743,7,45,857,0
05751,12,151,3764,0
05753,52,380,7125,0
05759,2,13,422,0
05760,1,6,211,0
05761,2,13,422,0
05763,7,37,857,0
05764,9,50,1279,0
05767,2,11,212,0
05769,4,27,844,0
05770,1,10,211,0
05773,2,6,2,0
05777,2,9,212,0
05819,36,251,5009,0
05821,1,3,1,0
05826,1,6,211,0
05828,2,12,212,0
05829,9,39,659,0
05832,2,9,212,0
05836,2,6,2,0
05839,1,6,211,0
05843,5,20,225,0
05845,1,6,211,0
05846,1,3,1,0
05851,14,78,1294,0
05855,29,156,2149,0
05857,2,9,212,0
05859,1,3,1,0
05903,1,3,1,0
06001,63,712,12157,0
06002,72,679,11397,0
06010,105,1443,22410,0
06013,12,74,1482,0
06016,5,38,855,0
06018,11,58,1061,0
06019,37,283,5282,0
06023,4,19,424,0
06026,11,60,1061,0
06027,1,6,211,0
06029,28,226,4110,0
06031,1,6,211,0
06032,107,1345,23501,0
06033,101,1509,24881,0
06035,17,140,2838,0
06037,63,524,8005,0
06039,7,39,878,0
06040,107,1265,21156,0
06042,40,359,6856,0
06043,6,43,846,0
06045,1,3,1,0
06050,3,17,213,0
06051,49,443,6050,0
06052,12,114,2162,0
06053,32,301,5474,0
06057,9,54,849,0
06058,1,6,211,0
06060,2,9,212,0
06062,53,549,10378,0
06063,2,12,422,0
