ZIPCODE,Num Industries,Total Establishments,Total Employees,Total Payroll
27203,72,1066,16334,0
27204,1,12,211,0
27205,34,336,5417,0
27207,3,22,423,0
27209,4,39,895,0
27212,2,9,212,0
27214,8,64,1508,0
27215,125,2125,32745,0
27216,1,9,211,0
27217,52,540,8913,0
27229,4,23,634,0
27233,2,9,212,0
27235,10,55,1060,0
27239,12,86,1932,0
27242,1,7,211,0
27243,4,26,844,0
27244,12,102,1943,0
27248,2,15,422,0
27249,13,116,2343,0
27253,55,582,9966,0
27258,7,32,427,0
27260,65,662,9790,0
27261,1,3,1,0
27262,84,1123,15512,0
27263,77,866,14067,0
27265,94,1314,18033,0
27278,69,770,12041,0
27281,1,6,211,0
27282,33,259,4324,0
27284,132,1813,24711,0
27285,1,3,1,0
27288,39,469,7852,0
27292,87,1082,17004,0
27293,1,8,211,0
27295,45,494,7599,0
27298,18,125,2788,0
27299,1,8,211,0
27301,10,83,1721,0
27302,67,711,12733,0
27306,10,40,220,0
27310,15,158,2386,0
27311,2,22,642,0
27312,50,560,9881,0
27313,5,39,845,0
27315,1,8,211,0
27316,10,76,1531,0
27317,26,213,3488,0
27320,59,833,13192,0
27323,1,12,211,0
27325,5,33,425,0
27326,2,25,642,0
27330,105,1325,20064,0
27331,2,9,2,0
27332,40,386,7444,0
27341,7,43,637,0
27343,1,4,1,0
27344,36,376,6907,0
27349,6,25,436,0
27350,4,22,424,0
27357,17,141,3217,0
27358,27,288,3878,0
27360,84,1066,16061,0
27361,3,27,464,0
27370,13,120,2353,0
27371,22,163,3324,0
27374,3,19,443,0
27376,20,193,3250,0
27377,12,90,1933,0
27379,8,61,848,0
27401,77,1395,17981,0
27402,2,36,893,0
27403,49,621,7823,0
27404,1,3,1,0
27405,90,1081,14520,0
27406,108,1395,17654,0
27407,149,2271,33945,0
27408,106,1780,25013,0
27409,117,1197,19471,0
27410,120,2083,27679,0
27411,1,6,1,0
27412,1,3,1,0
27420,2,10,244,0
27427,4,13,4,0
27455,53,609,9707,0
27501,27,287,4937,0
27502,89,1409,18604,0
27503,7,59,1057,0
27504,35,363,6750,0
27505,4,23,424,0
27506,2,9,222,0
27508,2,11,212,0
27509,3,16,443,0
27510,47,419,6312,0
27511,131,2322,29572,0
27512,2,8,2,0
27513,110,2040,25635,0
27514,86,1373,18627,0
27515,1,3,1,0
27516,64,1008,13277,0
27517,64,939,13969,0
27518,85,1352,16739,0
27519,61,1315,15010,0
27520,73,1081,15481,0
27521,7,47,1077,0
27522,27,289,6310,0
27523,16,191,3490,0
27524,13,107,2133,0
27525,14,96,1704,0
27526,93,1363,19761,0
27527,29,293,4741,0
27528,1,4,1,0
27529,130,1930,28590,0
27530,79,949,13703,0
27531,2,11,212,0
27532,2,7,2,0
27533,2,25,432,0
27534,76,1063,17043,0
27536,54,675,11422,0
27537,20,224,2801,0
27539,42,442,6034,0
27540,68,987,14795,0
27541,6,37,856,0
27542,11,70,1353,0
27544,2,15,212,0
27545,55,597,11080,0
27546,26,275,5471,0
27549,46,494,8847,0
27557,5,42,855,0
27559,4,21,675,0
27560,118,1995,29130,0
27562,8,40,848,0
27563,3,18,423,0
27565,43,508,9198,0
27568,1,9,211,0
27569,8,57,1268,0
27571,12,118,2603,0
27572,8,67,1688,0
27573,42,468,7855,0
27574,10,76,1270,0
27576,25,222,4106,0
27577,82,1013,16190,0
27581,1,6,211,0
27582,1,8,211,0
27583,5,35,635,0
27587,131,2362,28714,0
27588,2,13,212,0
27589,11,73,1061,0
27591,31,350,5853,0
27592,17,160,2117,0
27596,39,385,5360,0
27597,40,498,8234,0
27599,2,15,212,0
27601,63,1128,15060,0
27602,2,12,212,0
27603,152,2317,31650,0
27604,141,1820,26856,0
27605,43,570,10130,0
27606,83,1228,18363,0
27607,85,1545,20437,0
27608,40,478,7331,0
27609,132,3059,36730,0
27610,94,1213,16687,0
27611,3,28,213,0
27612,127,2397,35671,0
27613,69,1271,16216,0
27614,71,1122,15598,0
27615,151,3047,32854,0
27616,120,1468,21766,0
27617,92,1086,15905,0
27620,1,6,211,0
27623,3,26,454,0
27624,2,27,715,0
27668,1,3,1,0
27675,1,3,1,0
27701,91,1442,20817,0
27703,110,1454,21042,0
27704,73,881,12669,0
27705,120,1686,24085,0
27707,108,1843,23728,0
27708,2,16,232,0
27709,31,436,6746,0
27712,20,240,4310,0
27713,124,2170,31021,0
27801,21,209,3902,0
27802,6,32,216,0
27803,27,233,4257,0
27804,107,1508,22814,0
27805,2,19,422,0
27806,1,3,1,0
27807,6,31,426,0
27808,2,17,422,0
27809,7,50,857,0
27810,9,59,900,0
27812,4,18,214,0
27817,6,39,636,0
27818,1,3,1,0
27820,1,8,211,0
27822,7,73,1308,0
27823,6,42,846,0
27824,2,6,2,0
27828,14,127,2585,0
27829,1,6,211,0
27830,6,41,846,0
27831,2,9,212,0
27834,119,1741,24665,0
27835,5,25,215,0
27837,4,22,424,0
27839,4,17,214,0
27842,1,6,211,0
27844,1,4,1,0
27845,1,7,211,0
27846,5,38,865,0
27847,1,3,1,0
27849,2,9,212,0
27850,12,113,2342,0
27851,1,6,211,0
27852,3,20,633,0
27855,6,44,656,0
27856,21,211,3763,0
27858,108,1983,28992,0
27860,4,22,214,0
27862,1,6,211,0
27863,7,50,847,0
27864,3,25,633,0
27865,3,24,653,0
27868,1,3,1,0
27869,1,9,211,0
27870,57,679,11697,0
27871,2,24,212,0
27874,6,37,897,0
27878,3,13,213,0
27880,2,12,422,0
27882,7,50,1057,0
27883,1,3,1,0
27884,1,6,211,0
27886,32,351,5673,0
27889,83,924,13478,0
27890,5,26,435,0
27891,2,9,222,0
27892,32,291,4793,0
27893,107,1254,19162,0
27894,3,15,213,0
27895,1,4,1,0
27896,52,550,8288,0
27906,2,14,212,0
27909,89,1202,19062,0
27910,35,283,4167,0
27915,8,61,1058,0
27920,6,69,856,0
27921,5,39,845,0
27923,1,6,211,0
27924,1,11,211,0
27925,3,23,443,0
27927,14,189,2544,0
27928,1,8,211,0
27929,1,3,1,0
27932,34,321,7007,0
27936,3,22,423,0
27938,1,6,211,0
27939,4,31,644,0
27941,2,17,422,0
27943,6,37,426,0
27944,13,97,1744,0
27948,43,515,8039,0
27949,52,749,11749,0
27950,1,3,1,0
27954,26,188,3677,0
27957,2,7,2,0
27958,15,120,2806,0
27959,39,449,8443,0
27960,7,92,1707,0
27962,16,121,1557,0
27964,3,18,213,0
27966,6,29,436,0
27967,1,3,1,0
27968,1,11,211,0
27970,2,16,212,0
27976,3,19,423,0
27980,2,9,212,0
27981,4,25,424,0
27982,1,14,211,0
27983,15,132,2176,0
27986,1,10,211,0
28001,73,908,13399,0
28006,1,3,1,0
28009,1,6,211,0
28012,55,655,10240,0
28016,15,131,2125,0
28017,3,14,3,0
28018,3,32,633,0
28020,2,19,212,0
28021,21,193,3252,0
28023,23,222,3884,0
28024,1,3,1,0
28025,113,1799,22594,0
28026,1,4,1,0
28027,164,2605,35725,0
28031,112,1748,22612,0
28032,2,22,463,0
28033,2,9,212,0
28034,26,240,4147,0
28035,1,8,211,0
28036,46,530,7729,0
28037,70,992,15187,0
28040,2,33,432,0
28041,1,3,1,0
28042,1,7,221,0
28043,50,560,9555,0
28052,72,889,12668,0
28053,1,3,1,0
28054,94,1481,21738,0
28056,56,626,8411,0
28070,2,7,2,0
28071,3,9,3,0
28072,2,7,2,0
28073,2,20,422,0
28075,42,499,7837,0
28076,1,7,211,0
28078,143,2566,31463,0
28079,77,1179,16408,0
28080,6,39,846,0
28081,37,366,6058,0
28082,1,10,211,0
28083,43,531,8067,0
28086,46,520,7817,0
28088,3,26,423,0
28090,4,32,424,0
28091,1,9,211,0
28092,64,897,13290,0
28093,2,15,212,0
28097,14,121,2185,0
28098,7,42,878,0
28101,1,4,1,0
28103,15,147,3215,0
28104,77,1059,15807,0
28105,130,2223,29499,0
28106,1,4,1,0
28107,18,144,2758,0
28110,131,1924,27134,0
28111,1,7,211,0
28112,48,598,9302,0
28114,3,32,433,0
28115,93,1178,16408,0
28117,161,2950,36821,0
28119,1,7,211,0
28120,32,320,5583,0
28124,12,82,1292,0
28125,6,31,426,0
28127,3,21,213,0
28128,7,79,1277,0
28129,13,76,1073,0
28130,1,3,1,0
28133,4,27,634,0
28134,80,758,14260,0
28135,2,8,2,0
28137,4,36,1085,0
28138,14,135,2815,0
28139,36,364,5576,0
28144,79,939,14089,0
28145,2,13,212,0
28146,33,331,4934,0
28147,46,465,7827,0
28150,72,905,13800,0
28151,1,6,211,0
28152,46,493,8960,0
28159,4,27,634,0
28160,6,70,1506,0
28163,6,48,1076,0
28164,27,215,4558,0
28166,23,154,2814,0
28167,2,15,422,0
28168,8,65,1058,0
28169,1,3,1,0
28170,29,265,4792,0
28173,84,1456,17147,0
28174,7,40,847,0
28202,101,2202,30498,0
28203,112,1920,24680,0
28204,70,1137,13380,0
28205,122,2011,27825,0
28206,78,750,12616,0
28207,37,611,7495,0
28208,131,1620,26749,0
28209,92,1514,19519,0
28210,98,1987,24391,0
28211,108,2082,25905,0
28212,67,753,12370,0
28213,72,955,14978,0
28214,59,675,11409,0
28215,54,782,12760,0
28216,113,1442,22976,0
28217,169,3036,38103,0
28219,1,3,1,0
28223,4,58,1115,0
28226,103,1886,24129,0
28227,107,1636,23467,0
28244,5,54,1147,0
28246,2,6,2,0
28255,6,70,1360,0
28262,104,1875,26323,0
28266,1,3,1,0
28269,140,2036,29809,0
28270,67,936,11590,0
28273,159,2413,37788,0
28274,1,7,221,0
28277,150,4292,47487,0
28278,45,540,8447,0
28280,4,16,4,0
28281,3,20,633,0
28284,1,3,1,0
28287,2,20,422,0
28301,66,813,12512,0
28302,4,33,664,0
28303,95,1660,25860,0
28304,69,1153,15242,0
28305,24,252,3895,0
28306,64,756,11789,0
28307,8,50,889,0
28308,1,3,1,0
28309,1,7,211,0
28310,5,121,2029,0
28311,46,447,7462,0
28312,25,238,4316,0
28314,59,658,9627,0
28315,40,365,6313,0
28318,2,12,212,0
28320,7,74,1477,0
28323,2,9,212,0
28326,11,80,1334,0
28327,23,254,4326,0
28328,60,670,10076,0
28329,1,8,221,0
28333,7,39,427,0
28334,66,756,13594,0
28335,1,4,1,0
28337,26,267,5269,0
28338,2,18,432,0
28339,9,59,890,0
28340,11,75,1291,0
28341,6,26,426,0
28342,1,9,211,0
28345,16,119,1706,0
28348,33,402,7009,0
28349,10,70,1290,0
28351,4,20,444,0
28352,48,540,9253,0
28353,1,18,211,0
28356,3,17,423,0
28357,1,6,211,0
28358,78,1097,15294,0
28359,2,33,212,0
28360,10,75,1751,0
28364,10,85,1930,0
28365,29,264,4360,0
28366,6,33,426,0
28368,1,6,211,0
28369,1,9,221,0
28371,5,19,215,0
28372,26,224,4021,0
28373,4,21,434,0
28374,37,523,8913,0
28376,42,458,8454,0
28377,11,91,1742,0
28379,48,613,9934,0
28380,1,15,211,0
28382,6,61,1286,0
28383,2,17,212,0
28384,13,111,1995,0
28385,2,11,212,0
28386,2,15,422,0
28387,69,878,13754,0
28388,1,3,1,0
28390,27,347,5901,0
28391,7,43,847,0
28392,1,4,1,0
28393,1,8,211,0
28394,7,46,847,0
28395,4,15,214,0
28396,1,7,211,0
28398,12,92,1523,0
28399,1,3,1,0
28401,122,1774,21036,0
28402,3,15,213,0
28403,165,3679,51245,0
28405,152,2175,32131,0
28406,2,7,2,0
28409,56,672,10047,0
28411,70,899,11824,0
28412,84,1027,15294,0
28420,1,3,1,0
28421,1,6,211,0
28422,7,67,1497,0
28423,2,10,212,0
28425,18,162,3039,0
28428,25,335,4946,0
28429,13,99,1964,0
28431,8,34,428,0
28433,1,7,211,0
28435,1,6,211,0
28436,4,15,4,0
28441,2,11,222,0
28443,50,621,9251,0
28444,2,11,212,0
28445,24,274,4345,0
28449,4,32,854,0
28450,2,8,2,0
28451,54,630,9620,0
28453,1,3,1,0
28455,1,7,221,0
28456,5,20,215,0
28457,9,67,1719,0
28458,4,30,424,0
28459,4,38,895,0
28460,17,159,3018,0
28461,58,664,10491,0
28462,19,226,3040,0
28463,13,89,1723,0
28464,1,3,1,0
28465,13,177,2824,0
28466,24,187,3265,0
28467,12,114,1763,0
28468,7,59,1329,0
28469,22,248,4754,0
28470,34,314,6127,0
28472,52,662,10601,0
28478,2,18,422,0
28479,2,11,212,0
28480,13,137,2406,0
28501,51,513,7747,0
28502,1,14,211,0
28503,1,9,211,0
28504,41,403,7415,0
28509,1,6,1,0
28510,2,9,212,0
28512,16,179,2868,0
28513,10,85,1541,0
28516,34,312,4775,0
28518,12,80,1313,0
28521,1,3,1,0
28523,1,3,1,0
28526,1,6,211,0
28527,1,3,1,0
28529,2,7,2,0
28530,7,43,847,0
28532,33,359,6515,0
28533,4,28,424,0
28539,12,57,642,0
28540,91,1318,17553,0
28541,2,17,432,0
28542,4,41,434,0
28544,1,11,242,0
28545,1,13,211,0
28546,83,1361,20251,0
28547,5,40,928,0
28551,15,112,2165,0
28555,5,35,845,0
28557,86,1089,16215,0
28560,67,807,12915,0
28561,5,33,456,0
28562,97,1114,16387,0
28563,3,12,3,0
28570,30,314,4981,0
28571,6,45,1076,0
28572,8,42,428,0
28573,2,6,2,0
28574,12,97,1093,0
28578,1,10,211,0
28580,18,137,2640,0
28582,1,6,211,0
28584,43,421,7144,0
28585,2,12,422,0
28586,11,76,1701,0
28590,49,465,8064,0
28594,12,126,2393,0
28601,128,1958,28196,0
28602,135,1717,26496,0
28603,3,25,464,0
28604,27,288,4149,0
28605,24,309,6369,0
28607,101,1605,22292,0
28609,5,47,845,0
28610,13,99,1754,0
28612,10,66,860,0
28613,58,544,8605,0
28618,2,17,422,0
28619,1,12,431,0
28621,27,309,5478,0
28622,4,31,634,0
28623,1,6,211,0
28625,76,975,14649,0
28626,1,16,211,0
28627,1,8,211,0
28628,1,6,211,0
28630,31,311,5842,0
28634,2,19,432,0
28636,3,26,433,0
28637,4,26,455,0
28638,14,125,2395,0
28640,14,98,1986,0
28642,9,80,1981,0
28643,1,3,1,0
28644,1,3,1,0
28645,80,1066,16211,0
28646,1,3,1,0
28650,16,158,3487,0
28651,6,57,1516,0
28654,1,17,211,0
28655,94,1313,18123,0
28657,16,128,2606,0
28658,49,498,8453,0
28659,48,516,8100,0
28660,1,8,211,0
28662,1,6,221,0
28665,1,8,211,0
28668,1,3,1,0
28669,1,8,211,0
28670,4,27,634,0
28671,2,15,212,0
28673,10,85,1690,0
28675,17,128,2398,0
28676,2,12,422,0
28677,92,1148,16631,0
28678,4,25,214,0
28679,3,17,423,0
28680,1,15,211,0
28681,39,455,8232,0
28682,2,6,2,0
28687,1,15,211,0
28689,3,19,423,0
28690,9,95,1739,0
28692,7,62,1487,0
28694,23,214,3274,0
28697,45,423,7229,0
28698,2,16,422,0
28701,5,43,845,0
28704,88,828,12453,0
28705,6,47,1076,0
28711,41,410,6652,0
28712,60,670,10215,0
28713,24,239,4955,0
28714,37,338,6269,0
28715,43,433,6633,0
28716,23,236,3506,0
28717,19,189,3261,0
28719,8,151,2870,0
28720,3,10,3,0
28721,16,152,2996,0
28722,14,135,2175,0
28723,7,54,878,0
28725,2,12,212,0
28726,4,18,214,0
28729,6,30,426,0
28730,15,160,2135,0
28731,15,132,2826,0
28732,49,545,9634,0
28734,76,1051,16230,0
28736,3,14,213,0
28739,36,453,7537,0
28741,27,314,6301,0
28742,5,32,635,0
28743,3,22,423,0
28745,1,3,1,0
28746,9,95,1940,0
28747,4,19,424,0
28748,14,113,2114,0
28751,9,131,1959,0
28752,63,694,11939,0
28753,11,127,2131,0
28754,9,103,1909,0
28756,9,55,1059,0
28757,1,4,1,0
28759,11,105,1921,0
28761,6,30,636,0
28762,6,52,856,0
28766,1,3,1,0
28768,13,125,2374,0
28771,11,121,2192,0
28772,2,11,212,0
28773,8,49,1058,0
28774,5,36,425,0
28775,1,4,1,0
28776,1,3,1,0
28777,23,200,3244,0
28778,16,154,2587,0
28779,50,571,10255,0
28781,1,6,211,0
28782,16,122,2126,0
28783,1,9,211,0
28785,10,84,1270,0
28786,73,965,16049,0
28787,37,476,7528,0
28788,1,3,1,0
28789,5,38,876,0
28790,5,32,845,0
28791,34,331,5616,0
28792,92,1310,17631,0
28793,1,6,211,0
28801,129,2754,31001,0
28802,1,12,431,0
28803,124,2078,26599,0
28804,69,889,13134,0
28805,71,897,14280,0
28806,138,2135,29706,0
28815,1,6,211,0
28901,5,49,1116,0
28902,2,10,212,0
28904,18,149,2809,0
28905,1,6,211,0
28906,45,504,8929,0
29001,1,7,211,0
29003,14,96,1954,0
29006,15,127,2226,0
29009,1,10,211,0
29010,16,123,1957,0
29016,28,312,6080,0
29018,2,12,212,0
29020,61,666,11297,0
29032,1,6,211,0
29033,31,296,4856,0
29036,44,579,9328,0
29038,1,9,211,0
29040,4,24,634,0
29042,7,46,877,0
29044,3,37,643,0
29045,34,267,5354,0
29047,3,23,423,0
29048,3,18,423,0
29052,1,4,1,0
29053,14,105,2165,0
29054,13,113,1703,0
29055,5,42,845,0
29058,2,22,212,0
29059,9,55,1090,0
29061,6,58,1086,0
29063,79,1066,16035,0
29065,3,34,213,0
29067,11,77,1511,0
29069,5,37,635,0
29070,20,189,3230,0
29071,2,9,243,0
29072,147,2395,33129,0
29073,65,678,11446,0
29075,3,16,423,0
29078,36,280,4818,0
29081,1,7,221,0
29101,3,12,213,0
29102,29,315,5020,0
29104,1,4,1,0
29107,2,11,212,0
29108,46,563,8857,0
29112,3,24,423,0
29113,2,9,212,0
29114,2,6,2,0
29115,77,925,12462,0
29116,2,21,432,0
29118,28,289,5272,0
29123,5,23,445,0
29125,2,14,212,0
29126,2,14,212,0
29127,10,84,1710,0
29128,2,7,2,0
29129,1,11,211,0
29130,7,53,1077,0
29135,13,111,2563,0
29137,2,6,2,0
29138,15,97,1505,0
29142,7,107,2229,0
29146,1,9,211,0
29148,8,58,1268,0
29150,110,1691,24556,0
29151,2,32,212,0
29152,4,39,434,0
29153,19,109,1939,0
29154,16,166,3719,0
29160,7,52,1287,0
29161,6,54,856,0
29162,4,24,424,0
29163,1,9,211,0
29164,3,14,213,0
29169,102,1368,20646,0
29170,43,362,6234,0
29171,1,11,211,0
29172,22,110,1345,0
29178,2,10,212,0
29180,19,169,3230,0
29201,142,2882,34183,0
29202,5,29,425,0
29203,71,755,11040,0
29204,56,705,12125,0
29205,69,938,13516,0
29206,53,670,10220,0
29207,2,26,422,0
29208,2,7,2,0
29209,72,775,13116,0
29210,110,1624,24080,0
29212,94,1192,19494,0
29218,1,3,1,0
29223,107,1487,23060,0
29229,70,815,13207,0
29230,1,4,1,0
29290,1,6,211,0
29301,83,1127,18004,0
29302,64,712,10889,0
29303,73,921,14117,0
29304,3,13,213,0
29305,1,4,1,0
29306,61,548,7832,0
29307,46,478,7650,0
29316,39,433,7612,0
29321,2,8,2,0
29322,9,68,1069,0
29323,16,149,2827,0
29325,25,220,3748,0
29330,10,83,1730,0
29332,1,9,211,0
29334,44,384,6431,0
29335,4,28,654,0
29336,1,3,1,0
29340,28,255,3511,0
29341,49,522,8173,0
29342,1,31,431,0
29349,41,443,7762,0
29351,1,3,1,0
29353,1,13,211,0
29355,1,6,211,0
29356,24,231,4484,0
29360,42,455,7673,0
29365,16,131,2827,0
29368,1,3,1,0
29369,11,100,2151,0
29372,2,14,212,0
29374,6,38,1276,0
29375,1,3,1,0
29376,17,111,1728,0
29379,30,316,4791,0
29384,1,8,211,0
29385,8,47,638,0
29388,19,178,3070,0
29401,99,2051,25717,0
29402,1,9,211,0
29403,69,1218,16378,0
29405,124,1352,20607,0
29406,122,2037,31175,0
29407,138,2624,36734,0
29409,1,17,452,0
29410,24,201,2995,0
29412,81,1324,18019,0
29413,2,12,212,0
29414,60,799,12201,0
29415,1,12,211,0
29416,1,3,1,0
29418,119,1530,25700,0
29419,2,9,222,0
29420,22,239,4354,0
29425,2,16,454,0
29429,1,8,231,0
29431,4,32,644,0
29432,4,18,214,0
29436,2,9,212,0
29437,1,6,211,0
29438,6,63,1087,0
29439,8,82,1549,0
29440,63,820,13609,0
29442,2,14,212,0
29445,79,1014,17394,0
29448,2,13,212,0
29449,9,60,1059,0
29450,1,4,1,0
29451,13,138,2384,0
29455,59,838,11723,0
29456,52,395,6934,0
29457,1,6,211,0
29458,3,16,423,0
29461,59,758,12025,0
29464,182,4511,50932,0
29465,3,19,423,0
29466,66,1135,14461,0
29469,1,4,1,0
29470,9,37,219,0
29471,1,8,211,0
29472,6,48,1086,0
29474,1,4,1,0
29477,11,91,1962,0
29479,2,15,432,0
29482,6,59,1119,0
29483,130,2026,28168,0
29484,4,20,424,0
29485,73,1122,17631,0
29486,13,104,2374,0
29487,4,20,424,0
29488,54,724,11579,0
29492,70,891,12345,0
29501,150,2585,37774,0
29503,2,17,432,0
29504,1,6,211,0
29505,52,530,9368,0
29506,31,254,4783,0
29510,16,103,1276,0
29511,6,54,1296,0
29512,22,210,3263,0
29516,1,3,1,0
29520,25,289,5426,0
29526,108,1690,24764,0
29527,18,201,3878,0
29528,1,9,211,0
29530,1,8,211,0
29532,28,304,5239,0
29536,33,388,7217,0
29540,2,30,432,0
29541,6,31,646,0
29544,3,14,223,0
29547,1,6,211,0
29550,60,689,11176,0
29554,13,93,1293,0
29555,6,39,636,0
29556,22,200,3473,0
29560,22,207,3293,0
29563,1,3,1,0
29565,4,23,424,0
29566,50,469,8251,0
29568,13,132,2855,0
29569,27,272,4328,0
29570,1,7,221,0
29571,22,216,4363,0
29572,55,989,13528,0
29574,22,189,3483,0
29575,61,809,11304,0
29576,89,1269,16337,0
29577,167,4049,50468,0
29578,3,20,423,0
29579,81,1104,16328,0
29581,3,22,633,0
29582,73,1267,18570,0
29583,5,43,865,0
29585,53,783,12294,0
29587,2,11,222,0
29588,84,1042,15192,0
29590,1,3,1,0
29591,4,17,214,0
29593,2,7,2,0
29596,1,3,1,0
29597,1,7,211,0
29601,101,2278,27672,0
29602,1,12,431,0
29605,102,1125,16789,0
29607,201,4339,63657,0
29608,1,8,211,0
29609,95,1215,16712,0
29610,2,9,212,0
29611,60,674,9384,0
29613,1,14,221,0
29615,134,2410,32118,0
29616,1,9,211,0
29617,23,215,4083,0
29620,22,203,3683,0
29621,112,1987,26712,0
29622,2,31,642,0
29624,34,383,6065,0
29625,52,412,5613,0
29626,14,97,1704,0
29627,18,188,3489,0
29628,1,3,1,0
29630,13,128,2824,0
29631,33,403,5519,0
29633,1,8,211,0
29639,1,3,1,0
29640,72,934,14619,0
29641,2,20,432,0
29642,46,498,9268,0
29643,4,26,634,0
29644,27,249,4568,0
29645,4,45,864,0
29646,52,498,8650,0
29648,1,10,211,0
29649,65,763,10910,0
29650,103,1377,17990,0
29651,88,1164,16127,0
29652,2,21,432,0
29653,3,24,423,0
29654,11,108,2161,0
29655,8,58,1058,0
29657,10,95,1720,0
29661,1,10,221,0
29662,38,397,6331,0
29666,5,42,645,0
29669,11,112,2171,0
29670,14,125,1755,0
29671,24,279,4755,0
29672,22,194,3612,0
29673,62,656,11275,0
29676,3,31,423,0
29677,1,7,211,0
29678,67,878,13712,0
29679,1,3,1,0
29680,40,451,7396,0
29681,88,1391,19116,0
29682,3,26,633,0
29684,3,23,433,0
29685,1,7,211,0
29687,73,975,17216,0
29689,2,21,642,0
29690,39,434,6983,0
29691,12,139,2592,0
29692,3,21,423,0
29693,20,196,3670,0
29696,7,45,647,0
29697,17,129,2418,0
29702,11,99,1773,0
29704,1,3,1,0
29706,31,300,4332,0
29707,53,502,7389,0
29708,79,1172,16256,0
29709,6,58,1106,0
29710,67,773,11421,0
29712,2,9,212,0
29714,2,16,422,0
29715,75,899,14888,0
29716,1,10,211,0
29717,1,3,1,0
29718,3,16,443,0
29720,75,1075,16752,0
29721,1,32,431,0
29726,1,7,211,0
29728,13,110,2424,0
29729,4,44,905,0
29730,124,1688,25388,0
29731,4,36,434,0
29732,110,1851,24537,0
29741,1,8,211,0
29742,1,3,1,0
29743,1,6,211,0
29745,41,482,8223,0
29801,77,953,16406,0
29802,1,8,242,0
29803,81,992,15478,0
29804,1,3,1,0
29805,8,34,428,0
29809,4,15,214,0
29810,5,26,425,0
29812,20,188,3053,0
29817,4,23,434,0
29822,1,4,1,0
29824,11,87,1721,0
29827,1,3,1,0
29829,8,73,1509,0
29831,3,13,213,0
29832,3,18,213,0
29834,1,8,211,0
29835,4,42,1064,0
29841,64,692,10257,0
29842,6,39,436,0
29843,2,15,422,0
29847,3,9,3,0
29851,8,47,848,0
29853,4,23,434,0
29860,12,99,1533,0
29861,1,3,1,0
29901,2,7,2,0
29902,48,669,10044,0
29904,3,23,643,0
29905,1,7,1,0
29906,37,350,6090,0
29907,29,299,5400,0
29909,28,259,5235,0
29910,123,2313,30165,0
29918,4,18,214,0
29920,9,63,849,0
29924,12,116,2183,0
29926,94,1461,19280,0
29927,28,231,4582,0
29928,88,1674,23244,0
29932,1,3,1,0
29935,11,80,1762,0
29936,44,374,6537,0
29938,3,19,213,0
29940,1,3,1,0
29944,5,24,425,0
29945,6,47,887,0
30002,14,114,1904,0
30004,186,4110,45710,0
30005,131,2950,33422,0
30008,32,286,6223,0
30009,103,1678,23620,0
30011,21,165,3391,0
30012,66,776,11499,0
30013,82,1101,15734,0
30014,87,1217,18051,0
30015,1,3,1,0
30016,32,397,7375,0
30017,30,372,5862,0
30018,1,3,1,0
30019,79,1151,15125,0
30021,22,219,4032,0
30022,164,4157,45100,0
30024,220,5380,55079,0
30025,14,122,2626,0
30028,33,311,5083,0
30030,108,2101,21056,0
30031,1,3,1,0
30032,52,763,13026,0
30033,86,1352,18185,0
30034,47,546,10021,0
30035,46,448,8478,0
30038,47,565,9005,0
30039,59,672,10344,0
30040,161,3340,37768,0
30041,146,3110,33314,0
30042,1,3,1,0
30043,176,3080,38523,0
30044,90,1711,21828,0
30045,78,1104,16005,0
30046,94,1266,17341,0
30047,118,2275,29091,0
30048,1,4,1,0
30049,2,10,212,0
30052,98,1633,21170,0
30054,8,53,848,0
30055,3,25,643,0
30056,1,3,1,0
30058,57,676,11122,0
30060,132,2346,31334,0
30061,3,18,633,0
30062,184,3479,39273,0
30064,105,1783,24263,0
30066,145,2630,32261,0
30067,130,2206,30013,0
30068,92,1577,18401,0
30071,177,2782,42159,0
30075,148,3099,32947,0
30076,165,3273,37760,0
30077,1,3,1,0
30078,98,1679,23666,0
30079,7,56,1057,0
30080,126,2321,28582,0
30082,51,659,9756,0
30083,61,770,11706,0
30084,156,2483,32534,0
30086,1,3,1,0
30087,63,776,10946,0
30088,14,117,2595,0
30091,1,3,1,0
30092,148,2781,31336,0
30093,142,2072,30641,0
30094,51,511,9052,0
30096,191,4984,53430,0
30097,152,3661,37025,0
30099,1,4,1,0
30101,112,1782,25863,0
30102,53,561,9844,0
30103,20,151,2401,0
30104,1,3,1,0
30105,5,20,215,0
30106,44,561,9234,0
30107,28,262,4268,0
30108,5,49,1095,0
30110,23,225,3704,0
30112,1,15,211,0
30113,5,36,645,0
30114,109,1758,22240,0
30115,82,1325,17898,0
30116,25,221,4465,0
30117,88,1469,19569,0
30119,1,3,1,0
30120,116,1709,23314,0
30121,41,470,8075,0
30122,57,602,11100,0
30124,2,16,422,0
30125,34,337,4525,0
30126,56,779,10209,0
30127,76,1162,16632,0
30132,54,743,10428,0
30134,86,1129,17613,0
30135,95,1526,24086,0
30139,1,4,1,0
30141,59,670,10955,0
30143,68,731,11021,0
30144,188,3554,50796,0
30145,1,7,211,0
30147,2,10,212,0
30148,1,6,1,0
30152,88,1151,15062,0
30153,22,224,4133,0
30154,1,3,1,0
30157,50,581,9064,0
30161,89,1248,17783,0
30162,3,26,633,0
30165,79,1101,15108,0
30168,53,345,4625,0
30170,2,9,212,0
30173,1,6,211,0
30175,1,8,211,0
30176,9,85,1499,0
