Zip Code,naics,Establishments,Employees,Payroll,IND Level
60164,51,11,001,0,2
60164,51,5,210,0,2
60164,52,13,001,0,2
60164,52,10,210,0,2
60164,53,17,001,0,2
60164,53,11,210,0,2
60164,53,3,230,0,2
60164,54,14,001,0,2
60164,54,9,210,0,2
60164,54,3,230,0,2
60164,55,4,001,0,2
60164,56,39,001,0,2
60164,56,29,210,0,2
60164,56,3,241,0,2
60164,62,27,001,0,2
60164,62,13,210,0,2
60164,62,7,220,0,2
60164,62,3,241,0,2
60164,72,37,001,0,2
60164,72,17,210,0,2
60164,72,6,220,0,2
60164,72,9,230,0,2
60164,72,4,241,0,2
60164,81,38,001,0,2
60164,81,27,210,0,2
60164,81,6,220,0,2
60164,81,4,230,0,2
60164,00,419,001,387045,2
60164,00,277,210,0,2
60164,00,46,220,0,2
60164,00,36,230,0,2
60164,00,30,241,0,2
60164,00,9,242,0,2
60164,00,15,251,0,2
60164,00,5,252,0,2
60164,23,64,001,0,2
60164,23,57,210,0,2
60164,31-33,20,001,0,2
60164,31-33,5,210,0,2
60164,31-33,3,220,0,2
60164,31-33,3,241,0,2
60164,31-33,3,251,0,2
60164,42,21,001,0,2
60164,42,11,210,0,2
60164,42,6,241,0,2
60164,44-45,37,001,0,2
60164,44-45,17,210,0,2
60164,44-45,9,220,0,2
60164,44-45,3,230,0,2
60164,44-45,3,241,0,2
60164,48-49,72,001,0,2
60164,48-49,61,210,0,2
60164,48-49,4,230,0,2
60164,48-49,3,251,0,2
